"rid","us_private_land"
701300570,0
701300574,0
701300582,0.0357372650829746
701300584,0.0591315640169217
701300587,0
701300590,0
701300593,0
701300606,0
701300612,0.0352306049771793
701300619,0
701300621,0
701300626,0
701300627,0
701300631,0
701300634,0
701300639,0
701300642,0
701300643,0
701300647,0
701300653,0
701300654,0
701300657,0
701300662,0
701300666,0
701300677,0.978828025889358
701300686,0
701300688,0
701300692,0.572994876027139
701300693,0.0591315640169217
701300694,0
701300698,0
701300701,0
701300704,0.572994876027139
701300706,0.572994876027139
701300712,0.0352306049771793
701300714,0
701300715,0
701300726,0
701300728,0
701300737,0
701300742,0.0352306049771793
701300744,0
701300750,0
701300753,0.0591315640169217
701300760,0.629749498777776
701300762,0
701300764,0.00363187771492863
701300773,0.00363187771492863
701300774,0
701300775,0
701300776,0
701300777,0
701300781,0.0352306049771793
701300785,0.0591315640169217
701300789,0.322743015825295
701300794,0
701300795,0
701300796,0.00363187771492863
701300800,0
701300804,0.0352306049771793
701300810,0.59282587974415
701300811,0
701300816,0
701300821,0
701300828,0.0352306049771793
701300830,0.00363187771492863
701300831,0.00363187771492863
701300832,0
701300838,0
701300839,0
701300842,0
701300843,0.40494183394695
701300848,0.00533418658960667
701300853,0.00533418658960667
701300856,0.00463920588867025
701300857,0.00383631374792427
701300860,0
701300861,0
701300869,0.61080411144655
701300871,0
701300873,0.00547130177226032
701300874,0
701300875,0.0352306049771793
701300877,0.00533418658960667
701300882,0
701300887,0
701300888,0
701300891,0
701300895,0
701300897,0
701300904,0
701300906,0.0591315640169217
701300916,0
701300917,0
701300921,0
701300924,0
701300926,0
701300927,0
701300928,0
701300932,0
701300947,0
701300949,0
701300950,0
701300952,0
701300954,0
701300955,0
701300957,0
701300958,0
701300962,0
701300965,0
701300967,0.0591315640169217
701300968,0
701300969,0.456678922464956
701300971,0.456678922464956
701300975,0.0609379263740688
701300976,0
701300977,0
701300979,0
701300981,0
701300986,0
701300989,0.0609379263740688
701300994,0
701300996,0.0352306049771793
701300999,0
701301001,0
701301004,0.0609379263740688
701301005,0.0352306049771793
701301007,0
701301009,0
701301033,0
701301035,0.0606549304242418
701301038,0
701301049,0
701301051,0.0606549304242418
701301056,0
701301058,0
701301062,0.347723440965821
701301069,0
701301071,0
701301073,0
701301075,0
701301084,0
701301086,0
701301088,0
701301092,0.6156443024974
701301095,0
701301097,0
701301115,0
701301118,0
701301134,0
701301147,0
701301152,0.978828025889358
701301160,0
701301161,0
701301167,0
701301169,0
701301175,0
701301185,0.57365821241294
701301187,0
701301190,0
701301191,0
701301206,0.0606549304242418
701301207,0.0606549304242418
701301214,0
701301219,0
701301222,0
701301229,0
701301231,0
701301233,0
701301234,0.57365821241294
701301237,0
701301239,0
701301242,0.0606549304242418
701301246,0
701301248,0
701301261,0
701301269,0
701301273,0
701301274,0
701301275,0
701301276,0
701301278,0
701301284,0
701301285,0
701301288,0
701301289,0
701301294,0.0606549304242418
701301297,0
701301298,0
701301299,0
701301307,0
701301315,0
701301324,0.855394345040349
701301327,0
701301330,0.385959537233343
701301333,0.0606549304242418
701301340,0
701301343,0
701301348,0
701301355,0.0676479052476835
701301360,0
701301361,0
701301370,0.0676479052476835
701301374,0
701301377,0
701301386,0
701301389,0
701301390,0
701301391,0
701301392,0.855394345040349
701301394,0
701301395,0
701301396,0
701301407,0
701301408,0
701301409,0
701301411,0
701301413,0
701301414,0
701301420,0
701301422,0
701301424,0
701301426,0
701301428,0
701301429,0
701301430,0
701301432,0.429885464907722
701301440,0
701301441,0
701301442,0
701301443,0.855394345040349
701301450,0
701301452,0
701301457,0
701301458,0
701301461,0
701301465,0
701301466,0
701301468,0.57365821241294
701301473,0
701301477,0
701301482,0
701301485,0
701301490,0.720382230503297
701301491,0
701301493,0
701301507,0
701301509,0
701301512,0
701301513,0
701301521,0
701301524,0
701301525,0
701301526,0
701301529,0
701301534,0
701301561,0
701301564,0.652982639738294
701301568,0
701301570,0
701301583,0
701301591,0
701301592,0
701301594,0
701301599,0.984492637834866
701301601,0.602033458600762
701301603,0.00378801396774537
701301606,0
701301608,0
701301616,0
701301619,0
701301623,0
701301628,0.652982639738294
701301640,0
701301645,0
701301647,0
701301648,0.0817866883007064
701301654,0
701301659,4.96554378194759
701301661,0
701301671,0.855394345040349
701301677,0.0807307167961189
701301682,0
701301684,0
701301685,0
701301686,0
701301688,0
701301689,0.652982639738294
701301692,0.016953777925789
701301702,0.016953777925789
701301704,0.855394345040349
701301706,0.016953777925789
701301707,0.000379405008993655
701301710,0
701301712,0
701301714,0
701301717,0.0676479052476835
701301721,0
701301727,0.000379405008993655
701301729,0.0817866883007064
701301732,1
701301733,0
701301735,1
701301743,0
701301745,0
701301749,0
701301750,0.652982639738294
701301752,0.0502653098745256
701301753,0
701301757,0
701301758,0
701301760,0
701301761,0
701301776,0
701301779,0
701301781,0
701301783,0
701301785,0
701301789,0
701301792,0
701301798,0.0729330079838733
701301802,0
701301805,0
701301806,0
701301815,0
701301818,0
701301827,4.96554378194759
701301830,0.000551274174039461
701301843,0
701301845,0
701301848,1
701301849,0.000633972959924484
701301854,0
701301860,0
701301862,0.00663406515700295
701301865,0.0729330079838733
701301867,0
701301872,1
701301874,0
701301875,0.00672675544986495
701301876,1
701301878,0
701301879,0.0689539850656141
701301881,0
701301882,0
701301883,0
701301884,0.0687019703445337
701301885,0.0687019703445337
701301897,0
701301903,0
701301905,0
701301910,0
701301911,0
701301913,0
701301914,0
701301919,0.0689539850656141
701301923,0
701301924,0
701301928,0
701301929,0
701301930,0.0151130785285432
701301933,0
701301935,0
701301938,0
701301939,0
701301940,0
701301942,0
701301948,0
701301951,0
701301956,0
701301957,0
701301966,0
701301973,0.0302688463248297
701301977,0
701301978,0
701301980,0
701301982,0
701301983,0
701301986,0
701301991,0.0689539850656141
701301995,0
701301996,0
701302004,0
701302005,0
701302006,0.0302688463248297
701302007,0
701302013,0
701302018,0
701302022,0
701302024,0
701302026,0
701302030,0
701302032,0
701302033,0
701302036,0
701302038,0
701302040,0
701302041,0
701302044,0
701302045,0
701302048,0
701302050,0
701302053,0
701302056,0
701302057,0
701302063,1
701302071,0
701302073,0
701302084,0
701302088,0
701302099,0.828812565132965
701302101,0.0315402383370362
701302103,0.684824145098681
701302108,0
701302110,0.0302688463248297
701302112,1
701302119,0
701302120,0
701302124,0
701302126,0
701302128,0
701302131,0
701302132,0
701302140,0
701302150,0
701302155,0
701302161,0
701302163,0
701302164,0
701302165,0
701302167,0
701302169,0
701302171,0
701302173,0
701302174,0
701302177,41.3508177581463
701302181,0.0595004231799765
701302183,0.142041379307859
701302185,0
701302189,0
701302190,0
701302201,0
701302203,0.0376874273930997
701302207,0
701302211,0.049026082632417
701302214,0.0376874273930997
701302216,0.0452221467083877
701302218,0
701302220,0
701302223,0
701302224,0
701302233,1.48475051288898
701302236,0
701302239,0
701302242,0
701302243,0
701302246,0.0688927147278961
701302264,0
701302273,0.0623357699990357
701302276,0.0689539850656141
701302287,0
701302288,2.65101219143102e-05
701302303,0
701302312,0
701302314,0
701302316,0
701302324,0
701302326,0
701302327,0
701302328,0
701302332,0
701302333,0.0661939248311414
701302341,0
701302344,0
701302346,0
701302347,0
701302350,0
701302352,0
701302363,0
701302366,0
701302372,0
701302377,0
701302380,0
701302381,0
701302382,0
701302386,0
701302387,0
701302389,0
701302390,0
701302399,0
701302407,0
701302410,0
701302412,0
701302413,0
701302419,0
701302420,0
701302422,0.259623389780755
701302426,0
701302429,0
701302433,0
701302435,0
701302436,0
701302438,0
701302440,0
701302442,0
701302443,0
701302447,0
701302450,0
701302453,0
701302462,0
701302465,0
701302467,0
701302472,0
701302475,0.259623389780755
701302481,0
701302483,0
701302486,0
701302488,0
701302490,0
701302501,0
701302513,0
701302514,0
701302516,0
701302520,0
701302523,0
701302525,0
701302532,0.0690333568308973
701302533,0.00180982286364453
701302536,0
701302539,0
701302543,0
701302545,0
701302552,0
701302553,0
701302555,0
701302557,0
701302559,0
701302561,0
701302570,0.0690256368669479
701302574,0.333106082021619
701302575,0
701302578,0.0839699219029994
701302580,0.0691536218474211
701302582,0.331002970128168
701302583,0
701302585,0
701302586,0.259623389780755
701302587,0
701302593,0
701302599,0.325519315217089
701302601,0.331002970128168
701302609,0
701302613,0
701302621,0
701302629,0
701302635,0
701302639,0
701302645,0
701302647,0
701302648,0.0701440004770777
701302649,0.0028396622571814
701302655,0.259623389780755
701302656,0
701302658,0
701302659,1.51447374835369
701302660,0
701302662,0
701302665,0
701302667,0
701302668,0
701302672,0
701302674,0
701302676,0
701302677,0
701302689,0
701302691,0
701302695,0.0701440004770777
701302700,0
701302701,0
701302713,0
701302715,0
701302717,0.0028396622571814
701302718,0
701302722,0
701302724,0
701302731,0
701302734,0
701302738,0
701302739,0
701302744,0
701302745,0
701302757,0.0028396622571814
701302759,0
701302760,0
701302764,0
701302766,0
701302767,0
701302768,0
701302770,0
701302775,0
701302778,0
701302779,0.0028396622571814
701302784,0
701302794,0
701302796,1.51447374835369
701302800,0
701302801,0.259623389780755
701302810,0
701302811,0.0028396622571814
701302812,0
701302817,0.0701440004770777
701302822,0
701302823,0
701302825,0
701302826,0
701302828,0
701302832,0
701302835,0.0708163534695984
701302848,0
701302849,0
701302853,0.0028396622571814
701302861,0
701302870,0
701302875,0
701302883,0
701302886,0.0028396622571814
701302892,0
701302893,0.0708954944873574
701302896,0
701302901,0
701302914,0
701302916,0
701302922,0
701302924,0
701302926,0
701302932,0
701302937,0
701302938,0
701302945,0.225197745331041
701302946,0.642492496166535
701302947,0
701302948,0
701302951,0.15503663271763
701302952,0
701302953,0
701302954,0.161147660653351
701302959,0
701302965,0.0709461745734828
701302969,0
701302981,0.0388555364037973
701302989,0
701302990,0.211821393832637
701302997,0.0710535290566053
701302998,0.0710515739376107
701303009,0
701303010,0
701303019,0
701303027,0
701303032,0
701303035,0
701303039,0.0711450590993869
701303044,0
701303053,0.281447751646015
701303054,0.0711581942967546
701303061,0.0715286741273238
701303065,0
701303068,0
701303079,0
701303081,0
701303083,0
701303085,0
701303088,0
701303092,0
701303094,0
701303096,0
701303103,0
701303105,0.0715781271959508
701303108,0
701303110,0
701303116,0
701303118,0
701303125,0
701303128,0
701303137,0
701303140,0
701303143,0
701303146,0
701303149,0
701303150,0
701303153,0
701303158,0
701303159,0
701303166,0
701303174,0.0717422266132592
701303178,0
701303180,0
701303195,0
701303196,0
701303214,0
701303219,0.0957209878280333
701303222,0
701303226,0
701303231,0
701303233,0
701303235,0
701303240,0
701303241,0
701303247,0.0957209878280333
701303248,0
701303251,0
701303254,0
701303255,0
701303256,0
701303258,0
701303259,0
701303265,1.00000005272849
701303267,0
701303274,0.0721146088956365
701303276,0
701303280,0
701303282,0
701303289,0
701303291,0
701303293,0
701303296,0.0889199206994393
701303298,0
701303300,0
701303302,0
701303305,0
701303309,0
701303322,0
701303328,1.00000005272849
701303334,0
701303335,0
701303336,0
701303339,0
701303343,0
701303345,0
701303346,0
701303348,0.0721648705227595
701303353,0
701303354,0
701303356,0.0889199206994393
701303359,0
701303361,0
701303363,0
701303369,0.0722052981355544
701303370,1.00000005272849
701303372,0
701303375,0
701303389,0
701303391,0.072231734015672
701303392,0.0957209878280333
701303394,0
701303399,0
701303405,0
701303407,0.0889199206994393
701303410,0
701303412,0
701303413,0.0722682135858493
701303414,0.0889199206994393
701303421,0
701303424,0.0724054149480521
701303426,0
701303428,0
701303431,0
701303432,0
701303438,0
701303445,0
701303448,0.548682732786377
701303451,0.548682732786377
701303457,0.0889199206994393
701303460,0
701303470,0
701303473,0
701303474,0
701303476,0
701303477,0
701303479,0
701303481,0
701303485,0.0724662887386576
701303486,0
701303498,0
701303499,0
701303501,0
701303503,0
701303504,0.548682732786377
701303508,0
701303510,0
701303511,0
701303513,0
701303523,0
701303529,0.734289403473885
701303533,0.471075602286869
701303535,0.471075602286869
701303540,0
701303543,0
701303544,0
701303546,0
701303547,0.420831482078434
701303549,0.373470410951235
701303569,0
701303571,0
701303581,0
701303583,0
701303585,0
701303597,0.072681309584978
701303598,0.471075602286869
701303601,0
701303606,59.2459416019492
701303612,0
701303615,0
701303616,0
701303618,0
701303619,0.538436531666275
701303625,59.2459416019492
701303630,59.2459416019492
701303631,0.0732411476917526
701303632,0
701303638,0
701303639,0
701303649,0
701303656,0
701303666,0
701303667,0
701303674,0
701303677,0
701303679,0
701303685,0
701303692,0
701303696,0
701303703,0
701303712,0
701303721,0
701303723,0
701303729,0
701303730,0
701303732,0
701303737,0
701303744,0
701303748,0
701303750,0
701303751,0
701303752,0
701303762,0
701303770,0
701303774,0
701303776,0
701303781,0
701303786,0
701303794,0
701303796,0.0737017990792341
701303797,0
701303801,0
701303805,0
701303810,0.00722404129437207
701303811,0.00722404129437207
701303815,0
701303817,0
701303821,0
701303825,0
701303827,0
701303828,0
701303832,0
701303835,0
701303838,0
701303843,0
701303844,0
701303845,0
701303849,0
701303851,0
701303854,0
701303859,0
701303864,0
701303869,0
701303871,0
701303874,0.0710002316811328
701303881,0
701303884,0
701303888,0
701303892,0
701303894,0
701303896,0
701303900,0
701303902,0
701303905,0
701303907,0
701303915,0
701303929,0.312193335704534
701303931,0
701303936,0
701303938,0
701303943,0
701303954,0
701303955,0
701303960,0.312193335704534
701303963,0
701303969,0
701303970,0
701303974,0
701303975,0
701303977,0
701303979,0
701303981,0
701303983,0.312193335704534
701303986,0
701303989,0
701303992,0
701303994,0
701303996,0
701303998,0
701304003,0
701304006,0
701304010,0
701304011,0
701304012,0
701304013,0
701304015,0
701304027,0
701304029,0
701304031,0
701304034,0
701304035,0
701304042,0
701304045,0
701304047,0
701304058,0
701304060,0
701304061,0
701304067,0
701304069,0
701304072,0
701304074,0
701304077,0
701304079,0
701304081,0
701304092,0
701304098,0
701304100,0
701304105,0
701304116,0
701304120,0
701304123,0
701304129,0
701304130,0
701304132,0
701304138,0
701304140,0
701304153,0
701304156,0
701304157,0
701304160,0
701304162,0
701304169,0
701304174,0
701304176,0
701304180,0
701304199,0
701304202,0
701304205,0
701304206,0
701304208,0
701304210,0
701304214,0
701304219,0
701304224,0
701304226,0
701304232,0
701304236,0
701304238,0
701304249,0
701304258,0
701304269,0
701304271,0
701304275,0
701304283,0
701304285,0.447269145187375
701304287,0
701304290,0
701304292,0
701304298,0.895419034302076
701304302,0
701304304,0
701304308,0
701304313,0
701304314,0
701304316,0
701304318,0
701304320,0
701304322,0
701304325,0
701304331,0
701304332,0
701304334,0
701304337,0
701304339,0
701304348,0.0719676918040453
701304350,0
701304352,0
701304356,0.895419034302076
701304361,0.895419034302076
701304363,0
701304366,0.100125555084557
701304368,0
701304376,0
701304380,0
701304384,0
701304386,0
701304393,0
701304400,0
701304405,0
701304410,0.0710941892510455
701304413,0
701304415,0
701304417,0
701304422,0
701304429,0
701304430,0
701304431,0
701304434,0.0771878758114987
701304435,0
701304442,0
701304444,0
701304446,0
701304447,0
701304448,0
701304452,0.047143871420254
701304454,0.0710941892510455
701304456,0.0443780712285859
701304458,0.121091506398617
701304463,0
701304465,0
701304474,0
701304478,0.0771878758114987
701304481,0
701304483,0
701304491,0
701304492,0
701304494,0
701304496,0
701304505,0.0728030185734895
701304510,0.336280821944869
701304518,0
701304522,0
701304524,0.336280821944869
701304527,0.300605258818283
701304529,0
701304535,0
701304537,0
701304541,0
701304543,0
701304545,0.0771878758114987
701304547,0
701304551,0
701304553,0
701304555,0
701304563,0
701304576,0
701304580,0
701304582,0
701304588,0
701304589,0
701304596,0
701304605,0
701304611,0.143851678137085
701304616,0
701304622,0
701304623,0
701304624,0
701304628,0
701304636,0.143851678137085
701304637,0.0732605016988329
701304639,0
701304641,0
701304646,0
701304647,0
701304649,0
701304653,0
701304660,0
701304669,0
701304671,0
701304674,0
701304693,0
701304695,0
701304696,0
701304697,0
701304699,0
701304703,0
701304707,0
701304709,0
701304712,0
701304716,0
701304718,0
701304720,0.0949747586729612
701304727,0.424020353249781
701304729,0.143347850078655
701304731,0.66239755493149
701304734,0
701304736,0
701304737,0.139892283537616
701304739,0.655066717240417
701304742,0.142442772622584
701304744,0
701304746,0
701304748,0
701304749,0.146486678531972
701304751,0.102226608845676
701304758,0
701304762,0
701304764,0
701304779,0
701304781,0
701304782,0.0976855485144204
701304789,0
701304792,0.074064190064811
701304793,0.192421414446613
701304798,0
701304800,0
701304802,0
701304803,0
701304807,0.192421414446613
701304810,0.143620612130496
701304812,0
701304816,5.36454190703168
701304818,0.148152600418146
701304820,0
701304822,0
701304828,0.0976855485144204
701304833,0.0134665297015651
701304835,0.0778640272434052
701304836,0.26497271502366
701304842,0
701304846,0
701304849,0
701304852,0
701304854,0
701304858,0.146185068103776
701304860,0.0976855485144204
701304861,0
701304868,0.0742021544001771
701304873,0.209971610935824
701304876,0.14641898022001
701304878,0.142300131948718
701304879,0
701304881,0
701304883,0.157711866037243
701304891,0
701304904,0
701304906,0
701304909,0
701304910,0
701304912,0
701304914,0
701304916,0
701304920,0
701304922,0.0220701778500697
701304928,0.390445202050976
701304931,0.143205665167759
701304934,0
701304936,0
701304937,0.0250453641071693
701304938,0
701304940,0
701304949,1
701304955,0.147998425548009
701304957,0.0753222643599427
701304960,0.0809746017044463
701304962,1
701304964,0.0635335707429204
701304966,0
701304974,0
701304977,0.263976867195389
701304982,0
701304984,0.137486782476963
701304986,0
701304992,0
701304994,0
701304995,0.136413825027444
701304998,0
701305011,0.00284769411530625
701305012,0
701305014,0
701305016,0
701305018,0
701305023,0
701305025,0
701305027,0
701305033,0.118758554079948
701305034,0.121079813622242
701305036,0
701305038,0
701305040,0
701305047,0
701305055,0
701305058,0
701305061,0
701305070,0
701305072,0
701305079,0.114060478570983
701305084,0
701305085,0
701305088,0
701305089,0.781996653205845
701305091,0.208833830995503
701305093,0
701305095,2.67047429560399
701305098,0
701305105,0
701305106,2.67047429560399
701305108,0
701305109,2.67047429560399
701305114,0
701305116,0
701305119,0
701305126,0
701305129,0
701305134,0
701305135,0
701305143,0.0808743589738818
701305150,0
701305152,0
701305155,0
701305159,0
701305163,0
701305166,0.0413944071694446
701305170,1.96572808298177
701305173,0
701305177,0
701305178,0
701305180,0
701305184,0
701305191,0
701305192,0
701305194,0
701305200,0
701305203,0
701305206,0.0811616963071009
701305214,0
701305217,0
701305219,0
701305223,0
701305227,0.999999999290443
701305229,0
701305234,0.265987054091791
701305235,0.422406059726716
701305243,0.0947194783707825
701305244,0
701305246,0
701305253,0.0947194783707825
701305254,0.999999999290443
701305255,0.0748002747083796
701305256,0
701305257,0.0595902097071825
701305258,0
701305260,0
701305265,0
701305267,0
701305270,1.00000001721287
701305272,1.00000001721287
701305277,0
701305279,0
701305280,0
701305282,0
701305287,0
701305290,0
701305294,0
701305298,0
701305308,2.67047429560399
701305310,0
701305314,0
701305327,0
701305329,0
701305332,0
701305333,0
701305336,0
701305337,0
701305339,0
701305344,0
701305345,0
701305347,0
701305357,0
701305367,0
701305378,0
701305387,0
701305389,0
701305391,0
701305392,0
701305394,0
701305396,0.00431178739152293
701305398,0
701305401,0
701305409,0.0811616963071009
701305411,0.00431178739152293
701305414,0
701305415,0.303354852804843
701305429,1.00000000215932
701305432,0
701305436,0
701305438,0
701305444,0
701305446,0.337701300675189
701305449,0.303354852804843
701305459,1.39589218891291
701305461,0
701305463,0
701305469,0.0794050854159105
701305485,0
701305486,0
701305492,1.00000000215932
701305493,0.0594472578354954
701305502,0.337701300675189
701305503,0.0514480135675779
701305506,0
701305508,0
701305513,0
701305515,0
701305517,0
701305540,0
701305546,0
701305548,0
701305552,0
701305556,0
701305558,0
701305563,0.0812996967834452
701305571,0
701305573,0
701305577,0
701305579,0
701305582,0
701305584,0
701305587,0
701305588,0
701305592,0
701305593,0
701305594,0
701305596,0
701305600,0.26894271636499
701305604,0
701305606,0.0818413794581426
701305607,0
701305627,0
701305628,0
701305638,0
701305641,0
701305642,0
701305644,0
701305647,0
701305652,0
701305655,0
701305656,0
701305659,0
701305663,0
701305664,0
701305665,0
701305667,0
701305671,0
701305677,0.0820965540726521
701305681,0
701305685,0
701305687,0
701305689,0.671707936938021
701305690,2.57476811214525
701305696,0
701305701,0.0261198511468832
701305703,0
701305705,0.117777786596423
701305710,0
701305716,0.0160348652293421
701305724,0.122875312656456
701305732,0
701305735,0.122875312656456
701305736,0.0192308803735255
701305741,0
701305747,0.122875312656456
701305750,0.122875312656456
701305751,0.122875312656456
701305755,0.0160348652293421
701305767,0
701305768,3.22026434602562
701305769,0.0829470473295589
701305775,0.00431178739152293
701305777,0
701305779,0
701305782,0
701305784,0.0128336040081069
701305788,0
701305790,0
701305792,0
701305795,0
701305799,0
701305805,0.0130500547818787
701305810,0
701305815,0.00720221459434422
701305816,0
701305826,0.0160348652293421
701305828,0.0160348652293421
701305830,0.0160348652293421
701305832,0.0160348652293421
701305834,0.0160348652293421
701305841,0
701305845,0
701305847,0
701305853,0.00259144473808487
701305862,0.0160348652293421
701305872,0.0160348652293421
701305874,0.00522588194457642
701305878,0
701305880,0
701305885,0.0160348652293421
701305891,0
701305895,0
701305896,0.0160348652293421
701305898,0
701305913,0
701305915,0
701305916,1.26124496494926
701305919,0
701305921,0
701305923,0
701305924,0
701305927,0.00016780353830816
701305928,0.0829470473295589
701305933,0
701305934,0
701305939,1.26124496494926
701305942,0
701305945,0
701305951,0.00903069347471744
701305956,0
701305959,0.0130500547818787
701305963,0.0829378247481457
701305964,0.0986665421835108
701305966,0
701305968,0
701305970,0
701305977,0
701305981,0
701305997,0
701306000,0
701306004,0
701306006,0
701306019,0
701306020,0
701306023,0.447330403187741
701306026,0
701306031,0.0830012455931895
701306040,0
701306044,0
701306049,0
701306054,0
701306056,0
701306057,0
701306059,0.0130500547818787
701306063,0
701306069,0.0834607991956915
701306076,0.0130500547818787
701306081,0
701306083,0
701306085,0
701306086,0.0199401262070132
701306087,0.00903069347471744
701306093,0
701306095,0.275819653672086
701306097,0.419950994660801
701306098,0
701306099,0
701306104,0
701306108,0.0842194400417261
701306112,0
701306114,0
701306116,0
701306119,0
701306124,0
701306131,0
701306141,0
701306146,0
701306148,0
701306151,0.0844657729123569
701306154,0
701306158,0
701306159,0.084477284236174
701306168,0
701306176,0.084477284236174
701306182,0
701306184,0
701306186,0.0913325455680197
701306187,0.0576460154798133
701306189,0
701306197,0
701306201,0
701306205,0.0199401262070132
701306208,0
701306210,0
701306211,0
701306216,0
701306220,0.0845476790769678
701306221,0
701306224,0
701306225,0
701306226,0
701306228,0
701306233,0
701306237,0.0231518023522204
701306239,0.0845988374274705
701306242,0
701306248,0
701306250,0
701306252,0
701306258,0
701306260,0
701306265,0
701306277,0
701306279,0.0846219495578931
701306280,0.0268204142865769
701306281,0
701306283,0
701306289,0
701306291,0
701306293,0
701306298,0
701306300,0
701306304,0.318916298747182
701306310,0
701306314,0.083809164189538
701306316,0
701306319,0
701306321,0
701306327,0.0576460154798133
701306331,0
701306334,0
701306336,0
701306338,0
701306342,0.0838351603229547
701306346,0.0163288261822336
701306352,0
701306353,0
701306355,0
701306365,0.0847108065848085
701306371,0
701306373,0
701306375,0
701306378,0
701306379,0
701306382,0
701306384,0
701306390,0
701306391,0
701306394,0
701306396,0.0576460154798133
701306397,0.121797248023764
701306399,0.611036365744538
701306400,0.0146188675693117
701306414,0
701306415,0
701306417,0.276964682427776
701306418,0
701306420,0
701306421,0
701306422,0.121659248553008
701306424,0
701306425,0.00408727286950922
701306426,0
701306431,0
701306434,0
701306436,0
701306444,0.357578868020278
701306446,0
701306453,0
701306455,0.0848994776930221
701306457,0
701306460,0
701306464,0
701306470,0
701306476,0.00311333453544269
701306477,0
701306480,0
701306482,0
701306484,0
701306485,0
701306488,0
701306492,0
701306495,0
701306497,0
701306512,0
701306514,0
701306522,0.146139315598935
701306529,0.153863064533094
701306532,0
701306533,0.085252519288665
701306534,0
701306536,0
701306538,0
701306540,0
701306541,0.0759589717645557
701306547,0
701306553,0
701306555,0
701306557,0
701306565,0
701306566,0
701306570,0
701306572,0
701306587,0
701306589,0
701306590,0
701306591,0
701306595,0
701306599,0
701306601,0
701306603,0.0854247665506473
701306604,0.176647773832393
701306606,0
701306613,0
701306615,0
701306621,0
701306624,0
701306626,0
701306628,0
701306634,0
701306638,0
701306640,0
701306641,0
701306645,0
701306649,0
701306654,0
701306656,0
701306660,0
701306662,0
701306663,0
701306665,0
701306667,0
701306675,0
701306678,0
701306679,0
701306689,0
701306694,0
701306699,0
701306702,0
701306707,0
701306709,0
701306710,0
701306711,0
701306712,0
701306714,0
701306716,0
701306721,0.0857689321766897
701306723,3.2003436280147
701306725,0.0853632276875722
701306727,0
701306730,0
701306735,0
701306738,0
701306739,0
701306741,0
701306750,0
701306751,0
701306752,0
701306755,0
701306757,0
701306761,0
701306763,0
701306764,0
701306767,0
701306769,0
701306778,0
701306784,0.0858177232761157
701306785,0.0292739495858197
701306787,0
701306791,0
701306792,0
701306793,0
701306795,0
701306798,0
701306803,0
701306806,0
701306808,0
701306815,0
701306817,0
701306818,0
701306825,0
701306828,0
701306839,0
701306840,0
701306842,0
701306844,0
701306847,0
701306849,0
701306854,0
701306856,0
701306858,0
701306862,0
701306866,0
701306872,0
701306875,0
701306880,0
701306883,0
701306885,0.0859524322158704
701306887,0
701306888,0
701306890,0
701306897,0
701306901,0
701306903,0
701306904,0
701306910,0
701306918,0
701306924,0
701306925,0
701306926,0
701306929,0
701306931,0
701306933,0
701306936,0
701306947,0
701306950,0
701306952,0
701306953,0.143509730374661
701306960,0
701306963,0
701306968,0.103643563471101
701306970,0.0860137784135923
701306976,0
701306977,0
701306978,0
701306979,0
701306988,0
701306992,0
701306998,0
701307000,0
701307015,0
701307022,0
701307024,0
701307032,0.0860299553669961
701307035,0
701307036,0
701307044,0
701307049,0
701307054,0
701307057,0
701307059,0
701307061,0
701307063,0.0394117261204904
701307070,0
701307074,0
701307075,0
701307080,0
701307081,0
701307084,0
701307088,0
701307090,0
701307093,0
701307095,0
701307100,0
701307104,0
701307109,0
701307110,0
701307113,0
701307119,0
701307121,0
701307129,0
701307132,0
701307134,0
701307144,0
701307147,0
701307150,0
701307155,0
701307165,0
701307174,0
701307176,0
701307180,0
701307183,0.0205906180421041
701307194,0
701307196,0
701307198,0
701307203,0
701307209,0.0861782260054676
701307211,2.04343173185318e-05
701307214,0
701307216,0
701307222,0
701307226,0
701307228,0
701307230,0
701307235,0
701307238,0
701307241,0
701307244,0
701307247,0
701307248,0
701307253,0
701307255,0
701307257,0
701307264,0
701307267,0
701307269,0
701307271,0
701307272,0
701307275,0
701307277,0
701307278,0
701307284,1.00000000254507
701307289,0.833449155898945
701307296,0
701307300,0.172686415661123
701307301,0.546476838071228
701307308,0
701307310,0.120980873558751
701307312,0
701307316,0
701307318,0
701307332,0
701307337,0.614386601085733
701307339,0
701307346,0
701307348,0
701307352,0
701307354,0
701307357,1
701307360,0
701307362,0
701307368,0.200906430594961
701307370,1.00000000254507
701307372,0
701307374,1
701307377,0
701307379,0
701307382,0
701307384,0
701307395,0
701307396,0
701307404,0
701307407,0.26804524631676
701307408,0
701307413,0
701307415,0
701307418,0
701307423,0
701307427,0.259996442041573
701307429,0
701307431,0
701307432,21.530252848272
701307434,0.216259626133318
701307435,0
701307441,0
701307445,0.00583342994929542
701307446,0.229700723642918
701307448,0
701307453,0.295170860489259
701307455,0.0833208280102484
701307457,0.229700723642918
701307458,0
701307460,0
701307462,0
701307466,4.05679522633058
701307468,0.839822307364153
701307470,0
701307472,4.05679522633058
701307480,0
701307484,0
701307486,0
701307488,1
701307489,0
701307496,0.839822307364153
701307498,0.987089310836337
701307508,0
701307524,0
701307529,0.987089310836337
701307531,0
701307539,0
701307543,0
701307545,0
701307547,0
701307551,0
701307555,0
701307557,0
701307559,0
701307564,0.987089310836337
701307575,0
701307577,0
