"rid","us_private_land"
701295181,0
701295182,0
701295191,0
701295198,0.229710529959099
701295201,0
701295206,0
701295208,0
701295216,0
701295220,0
701295222,0
701295223,0
701295226,0
701295228,0
701295229,0
701295231,0
701295233,0
701295235,0
701295238,0.141551475410231
701295240,0
701295242,0.00483755676890626
701295243,0
701295246,0
701295250,0
701295254,0
701295256,0
701295258,0
701295260,0
701295261,0
701295262,0
701295266,0
701295268,0.0130916478082488
701295272,0.00963535224429042
701295281,0.0130916478082488
701295283,0.00963535224429042
701295284,0.00251650503376891
701295286,0
701295295,0.960369584495
701295297,0.141551475410231
701295298,0.00299823276296834
701295299,0.960369584495
701295302,0
701295304,0
701295313,0
701295316,0
701295320,0.00299823276296834
701295323,0
701295327,0.00483755676890626
701295329,0.960369584495
701295333,0
701295334,0.960369584495
701295338,0
701295342,0
701295344,0.141551475410231
701295350,0.0141186896107877
701295358,0
701295360,0
701295361,0
701295364,0
701295370,0
701295374,0
701295375,0.00574084108633657
701295377,0
701295385,0.00548387058993439
701295387,0.0428271635736106
701295390,0
701295394,0
701295395,0
701295397,0
701295398,1.51516365153335e-05
701295399,0.00508601854934652
701295410,0.00548387058993439
701295413,0
701295415,0
701295417,0
701295418,0
701295421,0
701295423,0
701295427,0
701295433,0
701295436,0
701295438,0
701295439,0
701295445,0
701295449,0
701295456,0
701295468,0
701295473,0
701295475,0
701295478,0
701295479,0.960369584495
701295480,0.00485113534461945
701295481,0
701295486,0.0100416806150385
701295487,0
701295489,0
701295490,0
701295496,0
701295498,0
701295500,0
701295501,0
701295505,0
701295508,0
701295516,0
701295520,0
701295525,0
701295529,0
701295531,0
701295535,0
701295539,0
701295541,0
701295553,0
701295556,0.00914100112948973
701295558,0
701295560,0
701295561,0.0141186896107877
701295565,0
701295568,0
701295573,0
701295578,0
701295583,0
701295595,0
701295596,0
701295597,0
701295601,0
701295602,0
701295603,0.0196050526915902
701295605,0
701295610,0
701295617,0.141551475410231
701295622,0.269899791359832
701295626,0.00987183286708917
701295628,0.269899791359832
701295630,0
701295632,0
701295633,0
701295637,0
701295642,0
701295646,0
701295648,0
701295650,0
701295657,0
701295663,0.0141186896107877
701295664,0.0011652272594645
701295665,0.254229359784262
701295667,0
701295668,0.247557126296639
701295673,0
701295678,0.00525665400276162
701295679,0.0100416806150385
701295681,0
701295684,0
701295686,0
701295691,0
701295693,0
701295699,0.0106007103380036
701295701,0
701295703,0
701295704,0
701295712,0
701295715,0.0738752915470743
701295727,0.0106007103380036
701295733,0
701295734,0
701295738,0.00299823276296834
701295740,0.00578516258536762
701295746,0
701295749,0
701295756,0
701295758,0
701295761,0.0564570369058769
701295762,0
701295766,0.00299319127065513
701295768,0
701295769,0
701295770,0
701295772,0
701295774,0
701295779,0
701295780,0
701295781,0
701295786,0
701295787,0
701295792,0
701295798,0
701295800,0
701295802,0
701295806,0
701295807,0
701295811,0.00355102528890782
701295813,0
701295817,0
701295819,0
