"rid","us_area_m2","var_area_m2"
701774152,4278212.30495712,4278212.304957
701774159,88968.5004167259,88968.500417
701774160,765907718.128303,765907718.128303
701774161,279382.24616243,279382.246162
701774168,7160352.30009117,7160352.300089
701774171,249882.40112488,249882.401125
701774172,44456013.2919195,44456013.291925
701774173,44760255.856068,44760255.856073
701774176,531122.623182569,531122.623183
701774178,354754.057715277,354754.057715
701774182,775226.390192316,775226.390192
701774183,354754.057715277,354754.057715
701774185,44838.8291095356,44838.82911
701774197,11029380.6886344,11029380.688635
701774199,1055894.07985018,1055894.07985
701774203,1216925.86450858,1216925.864508
701774205,2385864.51091662,2385864.510916
701774211,279382.24616243,279382.246162
701774212,29938253.9209205,29938253.92092
701774214,7652684.24140986,7652684.241407
701774216,2543725.75223275,2543725.752233
701774224,29658871.6747581,29658871.674758
701774225,7410714.37026449,7410714.370262
701774230,331581.112320078,331581.11232
701774232,167051.841610932,167051.841611
701774236,1420256.08859015,1420256.08859
701774241,256860.885564744,256860.885565
701774243,630786.986831997,630786.986832
701774245,7322447.8076434,7322447.807643
701774247,34868716.4524821,34868716.452482
701774252,555686.606097572,555686.606097
701774254,203350.689431249,203350.689431
701774256,1285132.95998244,1285132.959982
701774258,12125209.718326,12125209.718325
701774260,15904547.7434158,15904547.743419
701774263,134658.970715108,134658.970715
701774266,6892487.84369208,6892487.843692
701774267,37304526.0770556,37304526.077057
701774269,1604373.75532508,1604373.755325
701774271,1183380.39124028,1183380.39124
701774273,430514.95525353,430514.955254
701774274,340413.646978114,340413.646978
701774275,201390.447674979,201390.447675
701774280,9914689.00800979,9914689.008009
701774281,639598.920506429,639598.920506
701774285,796475.193542892,796475.193543
701774289,37304526.0770556,37304526.077057
701774294,88968.5004167259,88968.500417
701774299,38239431.9764306,38239431.976433
701774301,36023213.0189601,36023213.018961
701774303,2579.69411792792,2579.694118
701774319,29166607.0334593,29166607.033459
701774321,36460518.1355826,36460518.135584
701774325,37304526.0770556,37304526.077057
701774333,962905.220167534,962905.220167
701774336,727137.586796765,727137.586797
701774339,4186418.62036955,4186418.620369
701774341,3812249.9556569,3812249.955656
701774344,9303959.67007837,9303959.670081
701774347,977646.484558222,977646.484559
701774349,817066238.395882,817066238.395877
701774350,110663.499225418,110663.499225
701774351,25927.628730709,25927.628731
701774352,37304526.0770556,37304526.077057
701774353,333040.966903366,333040.966903
701774361,896431.730047236,896431.730047
701774364,3771209.28849522,3771209.288495
701774366,2210255.75186369,2210255.751864
701774367,275281.311475858,275281.311476
701774372,13777566.8997379,13777566.899739
701774374,1145121.90892446,1145121.908924
701774378,162459.027652193,162459.027652
701774380,975071.282641647,975071.282643
701774383,29280.3976553679,29280.397655
701774385,37304526.0770556,37304526.077057
701774387,37304526.0770556,37304526.077057
701774393,1081439.86317689,1081439.863178
701774396,632944.432228006,632944.432228
701774398,8191152.17807913,8191152.178077
701774400,3764306.27644372,3764306.276443
701774418,332610.482637782,332610.482638
701774421,51727.7465601917,51727.74656
701774426,33752.6071799025,33752.60718
701774434,354754.057715277,354754.057715
701774437,3033654.98021206,3033654.980213
701774448,264687.147352908,264687.147353
701774452,7220.37045865227,7220.370459
701774453,468591.34279661,468591.342796
701774456,134658.970715108,134658.970715
701774458,4767974.82087858,4767974.820879
701774460,428387.583543637,428387.583544
701774465,415129.765630156,415129.76563
701774469,544403.655506518,544403.655507
701774472,1835144.47113681,1835144.471137
701774476,110818.28898877,110818.288989
701774479,655722.206352127,655722.206352
701774483,594436.616664184,594436.616664
701774485,14297.1461077984,14297.146108
701774487,365614.293950271,365614.29395
701774489,446702.465318125,446702.465318
701774493,524652.711180307,524652.71118
701774495,314729.02137287,314729.021373
701774497,5603026.3500722,5603026.350073
701774502,4126672.92126143,4126672.921261
701774503,655722.206352127,655722.206352
701774505,1318088.80192284,1318088.801923
701774519,196935.708981785,196935.708982
701774521,1997330.96048489,1997330.960484
701774523,7319555.79838343,7319555.798383
701774527,44838.8291095356,44838.82911
701774530,3771209.28849522,3771209.288495
701774540,9416821.22766566,9416821.227664
701774542,67680.9590667561,67680.959067
701774545,2561644.47820202,2561644.478202
701774547,140151.836673737,140151.836674
701774549,333650.874232233,333650.874232
701774555,196935.708981785,196935.708982
701774557,603.289061364718,603.289061
701774561,3760207.37599487,3760207.375995
701774563,1698877.57922578,1698877.579225
701774564,1330073.77899444,1330073.778994
701774566,269650.866045984,269650.866046
701774569,44838.8291095356,44838.82911
701774572,245807.605151389,245807.605151
701774573,223363.318850324,223363.31885
701774581,9594774.39501068,9594774.39501
701774584,356372.957983278,356372.957983
701774588,3142460.99994843,3142460.999948
701774593,8306152.90562382,8306152.905622
701774595,201674.932914539,201674.932915
701774596,7698151.85849189,7698151.858491
701774597,269650.866045984,269650.866046
701774601,2284567.97946297,2284567.979463
701774610,4559084.44081394,4559084.440814
701774616,813267787.88227,813267787.882266
701774617,1289199.07239889,1289199.072398
701774620,415129.765630156,415129.76563
701774622,2187535.89112872,2187535.891128
701774624,11092277.5109941,11092277.510992
701774628,8859981.76387814,8859981.76388
701774635,170468.578048527,170468.578049
701774637,57731.394848533,57731.394849
701774641,594436.616664184,594436.616664
701774642,411251.6609827,411251.660983
701774648,3045824.70100181,3045824.701002
701774649,207643.85162756,207643.851628
701774650,558646.239782322,558646.239782
701774654,1334330.49116267,1334330.491162
701774656,16912.3892209479,16912.389221
701774659,2444086.1651727,2444086.165173
701774661,164650.612409088,164650.612409
701774664,3045824.70100181,3045824.701002
701774665,594461.967059259,594461.967059
701774666,15326880.4429418,15326880.44294
701774670,811944333.315428,811944333.315425
701774671,857466.475247654,857466.475247
701774679,29280.3976553679,29280.397655
701774683,235723.042217886,235723.042218
701774684,39316.5181441465,39316.518144
701774686,166049.957517229,166049.957517
701774689,3455394.1808904,3455394.180891
701774697,13284726.3029929,13284726.30299
701774706,785109.072168793,785109.072169
701774708,4414111.36476845,4414111.364769
701774709,4259945.3301469,4259945.330147
701774711,49051.96233497,49051.962335
701774713,358979.339907788,358979.339908
701774718,3649674.81221715,3649674.812217
701774721,4553222.99988493,4553222.999885
701774725,1398928.44251589,1398928.442516
701774727,548008.687118275,548008.687118
701774733,10265078.407389,10265078.407387
701774735,138779.067750196,138779.067751
701774748,857466.475247654,857466.475247
701774749,758860.569468059,758860.569468
701774752,3234318.7892543,3234318.789254
701774753,137000.062691072,137000.062691
701774755,3726.77224903088,3726.772249
701774757,1414221.58493221,1414221.584932
701774765,57731.394848533,57731.394849
701774767,1289199.07239889,1289199.072398
701774770,770916.997354254,770916.997354
701774772,1203873.35690907,1203873.356909
701774775,3045824.70100181,3045824.701002
701774777,166049.957517229,166049.957517
701774778,3455394.1808904,3455394.180891
701774779,598997.452268237,598997.452268
701774784,54047.0036765933,54047.003677
701774788,3899350.04878089,3899350.048781
701774790,1015937.97819353,1015937.978193
701774791,356764.666224764,356764.666225
701774796,166049.957517229,166049.957517
701774798,852215.691409607,852215.691409
701774801,553762.21763257,553762.217633
701774803,237393.94313417,237393.943134
701774816,115688.434009749,115688.43401
701774820,1207483.62621993,1207483.626219
701774823,378696.330851952,378696.330853
701774824,706868.815622365,706868.815622
701774825,115688.434009749,115688.43401
701774828,1768115.01005849,1768115.010058
701774835,237393.94313417,237393.943134
701774839,1277664.87435256,1277664.874352
701774841,2507104.52415066,2507104.52415
701774844,289290.033219568,289290.03322
701774849,2708780.59135049,2708780.59135
701774853,3519385.59587514,3519385.595876
701774856,1630574.50977078,1630574.509771
701774859,289290.033219568,289290.03322
701774862,289290.033219568,289290.03322
701774864,494542.657865013,494542.657866
701774866,250037.608904884,250037.608905
701774869,1630574.50977078,1630574.509771
701774870,765790552.843741,765790552.84374
701774876,1626033.86136576,1626033.861366
701774877,3146.7926125247,3146.792613
701774882,2334365.74625575,2334365.746257
701774890,200538.570790594,200538.570791
701774896,3244158.30379883,3244158.303798
701774899,763804317.228532,763804317.228532
701774901,166049.957517229,166049.957517
701774906,3455394.1808904,3455394.180891
701774907,696719.342246588,696719.342247
701774908,158887.921214761,158887.921215
701774910,540295.485205898,540295.485207
701774916,3756779.53900931,3756779.53901
701774928,113161.933313604,113161.933314
701774930,8606947.23303161,8606947.233033
701774932,5957159.71935797,5957159.719359
701774935,811059847.700088,811059847.700084
701774937,775576.136494758,775576.136495
701774941,289290.033219568,289290.03322
701774944,45873.0150810191,45873.015081
701774945,535791.82052811,535791.820528
701774951,187476.972500972,187476.972501
701774955,166049.957517229,166049.957517
701774958,25589.6634991476,25589.663499
701774964,594436.616664184,594436.616664
701774966,1395865.73365906,1395865.733659
701774974,25589.6634991476,25589.663499
701774977,3777958.51967788,3777958.519677
701774982,1576397.81489323,1576397.814893
701774984,626878.857507478,626878.857507
701774991,486861.528128744,486861.528129
701774995,14465518.6055783,14465518.605576
701774999,696719.342246588,696719.342247
701775007,615279.943956125,615279.943957
701775010,1623087.11164184,1623087.111642
701775011,306937.245955113,306937.245955
701775012,544673.82603211,544673.826032
701775014,56747.7357872552,56747.735787
701775015,1623087.11164184,1623087.111642
701775016,2439454.18540767,2439454.185408
701775019,610698.336266696,610698.336267
701775023,1159376.50206919,1159376.502069
701775025,76345.2974439939,76345.297444
701775027,6281283.545122,6281283.545121
701775028,872449.243568251,872449.243568
701775029,1377631.72514894,1377631.725149
701775042,766418.589044295,766418.589044
701775043,286269.488501018,286269.488501
701775048,5052393.87599038,5052393.875989
701775049,117603.452890883,117603.452891
701775050,2863638.17118369,2863638.171184
701775056,43736.466495533,43736.466496
701775059,3662015.14978227,3662015.149781
701775065,2080691.2695135,2080691.269514
701775067,766418.589044295,766418.589044
701775084,410053.098377504,410053.098378
701775089,2697973.2210711,2697973.221071
701775091,496624.68814697,496624.688147
701775094,166049.957517229,166049.957517
701775095,763250739.241554,763250739.241553
701775098,579836.760992389,579836.760992
701775100,306937.245955113,306937.245955
701775101,362006.53767133,362006.537671
701775103,50400.7797018588,50400.779702
701775107,32871691.2892326,32871691.289235
701775109,16004964.5859493,16004964.585946
701775110,353923.816763537,353923.816764
701775113,447809.405300514,447809.405301
701775118,2957743.50060512,2957743.500605
701775119,2080691.2695135,2080691.269514
701775123,410053.098377504,410053.098378
701775126,2598111.67595738,2598111.675957
701775127,200545.055489567,200545.05549
701775131,161218.866769165,161218.866769
701775140,579836.760992389,579836.760992
701775141,810226985.37635,810226985.376347
701775142,41571.7685148278,41571.768515
701775145,209788.763091105,209788.763091
701775151,69987852.4926469,69987852.49265
701775153,2263170.57117529,2263170.571175
701775155,2309656.15425245,2309656.154252
701775157,356372.957983278,356372.957983
701775159,49857374.6344161,49857374.634415
701775163,332319.567442717,332319.567443
701775165,332908.331843656,332908.331844
701775166,535791.82052811,535791.820528
701775168,161218.866769165,161218.866769
701775177,905957.846674535,905957.846675
701775178,13947569.2256195,13947569.225617
701775184,10305340.9736319,10305340.97363
701775185,13597962.0382221,13597962.03822
701775186,289290.033219568,289290.03322
701775192,540295.485205898,540295.485207
701775196,69987852.4926469,69987852.49265
701775199,385919.518166473,385919.518166
701775200,2158733.38958943,2158733.38959
701775204,776876.973055424,776876.973055
701775209,1222303.5142152,1222303.514215
701775221,117888.051115492,117888.051115
701775224,2309656.15425245,2309656.154252
701775225,336447.985110321,336447.98511
701775250,776876.973055424,776876.973055
701775252,336447.985110321,336447.98511
701775256,341497.005452696,341497.005453
701775258,541055.889271077,541055.889271
701775264,3430227.82005226,3430227.820052
701775266,740167581.956213,740167581.956207
701775268,762602590.805995,762602590.805994
701775270,1938253.14898828,1938253.148988
701775272,111829.373771496,111829.373771
701775276,11263.8972126562,11263.897213
701775277,1378226.09025207,1378226.090252
701775282,206310.270523099,206310.270524
701775283,776876.973055424,776876.973055
701775284,616153.564646541,616153.564646
701775286,233329.54111494,233329.541115
701775288,1814.09967823146,1814.099678
701775290,11263.8972126562,11263.897213
701775296,321607.181479039,321607.181479
701775297,1267063.40769986,1267063.407699
701775298,332908.331843656,332908.331844
701775303,166049.957517229,166049.957517
701775307,50373492.7976719,50373492.79767
701775312,1222303.5142152,1222303.514215
701775314,120362.173040522,120362.173041
701775318,983844.668671402,983844.668671
701775319,183372.769528577,183372.769529
701775320,206310.270523099,206310.270524
701775324,776876.973055424,776876.973055
701775329,156292.373111671,156292.373112
701775332,341497.005452696,341497.005453
701775336,1229803.49757495,1229803.497574
701775338,52181017.2385283,52181017.238527
701775341,1643956.45949846,1643956.459498
701775345,155617.895634597,155617.895635
701775347,2622751.30113137,2622751.301131
701775350,747046.882272467,747046.882273
701775351,776876.973055424,776876.973055
701775357,4615995.16315091,4615995.163148
701775360,1569401.34494543,1569401.344945
701775361,376559.24408566,376559.244086
701775363,224520.067797334,224520.067797
701775369,739955578.172822,739955578.172815
701775379,3367828.72634577,3367828.726347
701775382,125826.542241653,125826.542242
701775387,2129507.46741019,2129507.46741
701775390,2402575.19179319,2402575.191793
701775393,285770.371067031,285770.371067
701775395,83974.6596864928,83974.659686
701775398,125826.542241653,125826.542242
701775400,1222303.5142152,1222303.514215
701775409,289824.030887701,289824.030888
701775414,274686.931816366,274686.931816
701775420,739662408.987721,739662408.987713
701775421,2129507.46741019,2129507.46741
701775423,125826.542241653,125826.542242
701775434,3600129.27035,3600129.270351
701775435,3774357.73782799,3774357.737827
701775437,1668122.41390322,1668122.413903
701775442,4555116.03858057,4555116.038582
701775445,244928.029032179,244928.029032
701775449,730629.696970247,730629.69697
701775451,735041903.113338,735041903.113328
701775456,3348950.56361872,3348950.563619
701775458,734974252.427295,734974252.427286
701775459,244928.029032179,244928.029032
701775469,2329316.85692437,2329316.856924
701775472,112205.727331351,112205.727331
701775473,137819.553336746,137819.553337
701775477,2973.01662194356,2973.016622
701775484,730629.696970247,730629.69697
701775487,416998.896248715,416998.896249
701775490,161218.866769165,161218.866769
701775491,739155.511885885,739155.511887
701775493,345437.740960266,345437.74096
701775499,3292621.06459026,3292621.06459
701775505,375217.043176495,375217.043176
701775506,730629.696970247,730629.69697
701775509,55077.7064786162,55077.706479
701775514,223417.78537262,223417.785373
701775519,1478146.22326688,1478146.223267
701775521,794652.413849551,794652.41385
701775523,171375.213205565,171375.213206
701775528,3348950.56361872,3348950.563619
701775530,161218.866769165,161218.866769
701775532,2089504.27830272,2089504.278302
701775538,9418478.29634552,9418478.296346
701775540,2197729.21419998,2197729.2142
701775542,1668122.41390322,1668122.413903
701775544,734656817.896095,734656817.896086
701775547,447057.338498383,447057.338498
701775554,478543.102545908,478543.102546
701775560,413797.148459167,413797.148459
701775562,3881970.77998199,3881970.779983
701775564,100485.897042754,100485.897043
701775565,282085.852163659,282085.852164
701775567,55153506.1219983,55153506.121996
701775569,341497.005452696,341497.005453
701775571,762583408.155446,762583408.155445
701775572,413797.148459167,413797.148459
701775573,739155.511885885,739155.511887
701775575,209788.763091105,209788.763091
701775582,530059.151209806,530059.15121
701775586,762169611.006987,762169611.006986
701775587,76345.2974439939,76345.297444
701775597,53088.5086575449,53088.508658
701775600,1014309.49075021,1014309.49075
701775602,3348950.56361872,3348950.563619
701775610,520360.601392839,520360.601393
701775612,55435912.46869,55435912.468688
701775614,2897521.46101329,2897521.461011
701775619,4555116.03858057,4555116.038582
701775622,691103.295524971,691103.295525
701775630,410294.86542024,410294.86542
701775631,56665.3327451088,56665.332745
701775633,115446.689295383,115446.689295
701775635,53088.5086575449,53088.508658
701775637,520360.601392839,520360.601393
701775639,152708.080103188,152708.080103
701775642,0.896317035600077,0.896317
701775644,206098.090757672,206098.090758
701775645,286269.488501018,286269.488501
701775648,2658661.01950584,2658661.019505
701775654,0.896317035600077,0.896317
701775660,4555116.03858057,4555116.038582
701775670,560118.809967315,560118.809967
701775677,80267.2539417483,80267.253942
701775680,286269.488501018,286269.488501
701775683,2197729.21419998,2197729.2142
701775684,53103.8389019705,53103.838902
701775686,2812391.0179037,2812391.017902
701775688,166049.957517229,166049.957517
701775698,762110620.392817,762110620.392816
701775701,3292621.06459026,3292621.06459
701775707,734646386.271878,734646386.271868
701775710,446544.88750804,446544.887508
701775715,336734.919909156,336734.919909
701775720,734646386.271878,734646386.271868
701775721,336734.919909156,336734.919909
701775723,762096623.067432,762096623.067431
701775724,184107.322175805,184107.322176
701775726,1769686.73063603,1769686.730636
701775728,739155.511885885,739155.511887
701775732,5667543.91306993,5667543.913071
701775737,1668122.41390322,1668122.413903
701775740,739155.511885885,739155.511887
701775747,88820.0159365609,88820.015937
701775751,739155.511885885,739155.511887
701775766,1116769.83469468,1116769.834695
701775767,560118.809967315,560118.809967
701775769,227835.687608633,227835.687609
701775774,1487.7574661742,1487.757466
701775776,502672.362020764,502672.362021
701775779,739155.511885885,739155.511887
701775782,1180069.37100098,1180069.371001
701775789,1552558.12285357,1552558.122854
701775793,156292.373111671,156292.373112
701775795,1127666.73742294,1127666.737424
701775797,560118.809967315,560118.809967
701775798,0.896317035600077,0.896317
701775799,156292.373111671,156292.373112
701775803,3361057.55907694,3361057.559077
701775807,8293.5716085608,8293.571609
701775808,227835.687608633,227835.687609
701775811,2900959.77398964,2900959.77399
701775813,334920.437379896,334920.43738
701775814,4630012.17718506,4630012.177186
701775821,145380.901688292,145380.901688
701775823,1643956.45949846,1643956.459498
701775825,560118.809967315,560118.809967
701775828,84076.7660172209,84076.766017
701775830,105213.378032093,105213.378032
701775833,1180069.37100098,1180069.371001
701775834,1019815.32493603,1019815.324936
701775838,225147.660661995,225147.660662
701775840,4351469.11113488,4351469.111136
701775841,582373.369896788,582373.369898
701775844,1239713.31597458,1239713.315976
701775846,842031.476110622,842031.476111
701775850,60684.9739663855,60684.973966
701775851,377101.657190066,377101.65719
701775852,5667543.91306993,5667543.913071
701775856,24009.318672087,24009.318672
701775861,3438351.2265904,3438351.226591
701775862,377101.657190066,377101.65719
701775864,1088653.83472735,1088653.834727
701775865,89010.9112213552,89010.911221
701775870,692394.794565619,692394.794564
701775887,70664.3267568797,70664.326757
701775888,10116095.6267195,10116095.62672
701775894,60684.9739663855,60684.973966
701775897,5952.16915410841,5952.169154
701775902,278427.769869512,278427.76987
701775910,734035318.839744,734035318.839734
701775911,5952.16915410841,5952.169154
701775915,278427.769869512,278427.76987
701775916,2096405.0518662,2096405.051866
701775917,520360.601392839,520360.601393
701775921,5952.16915410841,5952.169154
701775923,5952.16915410841,5952.169154
701775925,1887728.45966938,1887728.459669
701775930,56983308.4826504,56983308.482648
701775932,183372.769528577,183372.769529
701775940,14085.2043584343,14085.204358
701775949,756402141.261599,756402141.261596
701775950,14085.2043584343,14085.204358
701775951,2245805.70655397,2245805.706554
701775953,487806.515099764,487806.5151
701775955,104277.795542546,104277.795543
701775957,65736.4829310169,65736.482931
701775959,198701.73611716,198701.736117
701775963,842031.476110622,842031.476111
701775965,1552558.12285357,1552558.122854
701775966,60684.9739663855,60684.973966
701775969,1188859.05072887,1188859.050729
701775970,502672.362020764,502672.362021
701775971,5675138.21177685,5675138.211779
701775978,705845.081330525,705845.081331
701775981,200302.618924342,200302.618924
701775982,3361057.55907694,3361057.559077
701775983,4885850.81236502,4885850.812367
701775986,468014.687983749,468014.687984
701775989,734018334.14584,734018334.14583
701775996,278427.769869512,278427.76987
701775998,3661076.4614556,3661076.461456
701776008,1239713.31597458,1239713.315976
701776009,1508602.08117247,1508602.081174
701776013,278427.769869512,278427.76987
701776015,60684.9739663855,60684.973966
701776020,564079.911437787,564079.911438
701776021,4705393.40769035,4705393.407691
701776023,268888.765197889,268888.765198
701776024,1123687.660788,1123687.660788
701776027,2973.01662194356,2973.016622
701776028,278427.769869512,278427.76987
701776035,4705393.40769035,4705393.407691
701776041,246609.899906492,246609.899906
701776043,8272210.42609,8272210.426091
701776046,2813474.25663725,2813474.256637
701776049,240779.004978924,240779.004979
701776052,7346605.9789407,7346605.978943
701776053,468014.687983749,468014.687984
701776061,730320622.22739,730320622.227379
701776062,729886624.81451,729886624.814499
701776063,57731803.6487643,57731803.648762
701776065,7814688.07079783,7814688.0708
701776067,2813474.25663725,2813474.256637
701776070,539296.026273843,539296.026274
701776072,200302.618924342,200302.618924
701776080,1813655.5209281,1813655.520928
701776082,325744.214248091,325744.214248
701776086,264770.405479518,264770.40548
701776093,8146563.19982593,8146563.199828
701776095,113510.608400505,113510.608401
701776096,659324.16664023,659324.16664
701776098,3046281.9603263,3046281.960324
701776104,829715.902867179,829715.902868
701776110,127632.71545522,127632.715455
701776112,2643484.03976689,2643484.039767
701776119,4501565.75097283,4501565.750974
701776120,382291.026309857,382291.026309
701776126,729834173.030409,729834173.030397
701776129,2106966.79188471,2106966.791885
701776131,137861.309166234,137861.309166
701776146,256627.430626424,256627.430626
701776148,178589.873319914,178589.87332
701776149,325744.214248091,325744.214248
701776152,278427.769869512,278427.76987
701776160,226335.912688696,226335.912688
701776166,169779.526180787,169779.526181
701776168,137861.309166234,137861.309166
701776169,4501565.75097283,4501565.750974
701776171,275373.690492261,275373.690492
701776173,247068.274839681,247068.27484
701776175,1812079.02867986,1812079.02868
701776179,34448.4135041377,34448.413504
701776183,37263.0332599096,37263.03326
701776190,169779.526180787,169779.526181
701776191,729755421.651523,729755421.651511
701776192,34448.4135041377,34448.413504
701776194,60684.9739663855,60684.973966
701776198,2395114.29873541,2395114.298736
701776200,2813474.25663725,2813474.256637
701776205,2661387.17350003,2661387.1735
701776207,528434.402048057,528434.402048
701776208,118506.88458987,118506.88459
701776209,2141931.70816024,2141931.708161
701776210,2180099.01298649,2180099.012987
701776225,172143.696763715,172143.696764
701776227,10569040.6176773,10569040.617678
701776229,81684.3954277295,81684.395428
701776239,305269.189146929,305269.189147
701776242,8767539.64743588,8767539.647438
701776244,808070.839829426,808070.839829
701776247,200302.618924342,200302.618924
701776251,585421.824171706,585421.824172
701776253,132971.559631589,132971.559632
701776255,464238.414186678,464238.414187
701776257,193425.242688542,193425.242689
701776261,1545473.94668236,1545473.946682
701776262,164186.05941402,164186.059414
701776266,193425.242688542,193425.242689
701776268,3779788.0900229,3779788.09002
701776269,756342686.940127,756342686.940124
701776273,159836.334171714,159836.334172
701776279,1545473.94668236,1545473.946682
701776280,559474.574273186,559474.574273
701776283,169756.607853079,169756.607853
701776289,200302.618924342,200302.618924
701776291,4501565.75097283,4501565.750974
701776292,729529913.081216,729529913.081205
701776294,1545473.94668236,1545473.946682
701776298,300328.08012501,300328.080125
701776300,951094.233574132,951094.233574
701776303,610034.140169877,610034.14017
701776305,3943988.20621002,3943988.206207
701776307,288704.040940451,288704.04094
701776310,1545473.94668236,1545473.946682
701776314,3920396.6226862,3920396.622686
701776316,344094.332914259,344094.332914
701776321,5273879.17010422,5273879.170104
701776324,756137623.929009,756137623.929007
701776325,5291300.45729218,5291300.457292
701776327,278427.769869512,278427.76987
701776330,15377.1380698211,15377.13807
701776332,169783.83982316,169783.839823
701776333,127632.71545522,127632.715455
701776335,581379.95200601,581379.952006
701776337,58902734.9367019,58902734.9367
701776339,111546.942509101,111546.942509
701776344,267361.748611243,267361.748611
701776348,172143.696763715,172143.696764
701776350,2813474.25663725,2813474.256637
701776352,610034.140169877,610034.14017
701776354,270046.154739281,270046.154739
701776359,70664.3267568797,70664.326757
701776366,267361.748611243,267361.748611
701776371,160836.207128502,160836.207129
701776372,1964827.67070376,1964827.670703
701776376,149839.400809996,149839.40081
701776378,111546.942509101,111546.942509
701776382,149839.400809996,149839.40081
701776383,5291300.45729218,5291300.457292
701776385,957991.856776023,957991.856776
701776395,2350933.98495198,2350933.984952
701776396,728879986.320821,728879986.32081
701776399,37263.0332599096,37263.03326
701776401,246538.153544147,246538.153544
701776402,750836412.08379,750836412.083788
701776405,15785624.4343066,15785624.434304
701776409,267361.748611243,267361.748611
701776413,269661.056611285,269661.056611
701776415,149839.400809996,149839.40081
701776417,1760805.13999709,1760805.139996
701776422,149839.400809996,149839.40081
701776424,1080980.01067409,1080980.010674
701776427,74479.5294147078,74479.529415
701776430,193425.242688542,193425.242689
701776434,3661076.4614556,3661076.461456
701776438,45090.0431549102,45090.043155
701776440,3692040.56158956,3692040.561589
701776442,74479.5294147078,74479.529415
701776448,131505.138447218,131505.138447
701776449,616155.345354654,616155.345355
701776454,193425.242688542,193425.242689
701776465,2350933.98495198,2350933.984952
701776467,726227823.578921,726227823.57891
701776470,1662106.74619086,1662106.74619
701776472,8272210.42609,8272210.426091
701776473,673449.600018237,673449.600018
701776474,726482793.446661,726482793.446649
701776475,3462925.99564769,3462925.995647
701776478,819743.731166957,819743.731167
701776480,371546.313850767,371546.313851
701776484,1607497.58325265,1607497.583252
701776493,4306981.09798169,4306981.097978
701776495,60840.3155615702,60840.315562
701776497,65268878.8201375,65268878.820143
701776500,169756.607853079,169756.607853
701776505,4501565.75097283,4501565.750974
701776507,730629.696970247,730629.69697
701776510,71621.9022368542,71621.902237
701776512,9672402.36005359,9672402.360055
701776515,1440937.82124976,1440937.821249
701776517,4501565.75097283,4501565.750974
701776525,193425.242688542,193425.242689
701776529,49240.1680402979,49240.16804
701776531,1512545.94214325,1512545.942143
701776534,71621.9022368542,71621.902237
701776535,193425.242688542,193425.242689
701776539,3376649.39552862,3376649.395529
701776541,281621.857368753,281621.857369
701776543,417552.195970204,417552.19597
701776554,2960197.11652563,2960197.116526
701776562,8899447.92427107,8899447.924267
701776564,413089.780917402,413089.780917
701776569,151250.398440841,151250.398441
701776572,10659479.079198,10659479.079199
701776573,38167.3048262466,38167.304826
701776574,417552.195970204,417552.19597
701776578,621880.64081537,621880.640816
701776580,200559.472328198,200559.472328
701776581,734958967.745092,734958967.745093
701776592,2281197.31970683,2281197.319707
701776595,200559.472328198,200559.472328
701776598,200559.472328198,200559.472328
701776600,9617778.97925429,9617778.97925
701776605,200559.472328198,200559.472328
701776606,2367734.49900024,2367734.499
701776610,9843991.91190804,9843991.911904
701776612,216468.443287689,216468.443288
701776616,169744.497509455,169744.497509
701776617,726042090.264266,726042090.264254
701776618,1501663.84572536,1501663.845725
701776620,3835628.47345983,3835628.47346
701776624,345437.740960266,345437.74096
701776626,4424.46272082836,4424.462721
701776630,555683.035622498,555683.035622
701776638,1080980.01067409,1080980.010674
701776640,1573466.72467336,1573466.724673
701776643,162823.328112964,162823.328113
701776648,386765.540740277,386765.54074
701776649,11575886.1958804,11575886.195877
701776651,72243.3609580033,72243.360958
701776655,2473861.5017726,2473861.501772
701776657,984615.392063525,984615.392064
701776660,162823.328112964,162823.328113
701776662,181025.209740882,181025.209741
701776666,1304705.12131047,1304705.12131
701776668,576932.229090832,576932.229091
701776674,183633.829955591,183633.829956
701776675,4476867.66256035,4476867.66256
701776677,60828.4392570117,60828.439257
701776679,384169.788147545,384169.788147
701776690,2101712.62948943,2101712.629489
701776692,196087.665000671,196087.665001
701776694,734588177.928354,734588177.928355
701776703,364967.426081318,364967.426081
701776707,842056.327957945,842056.327958
701776713,4275544.96010381,4275544.960103
701776715,734550976.844194,734550976.844194
701776717,541010.520932313,541010.520932
701776719,235149.187222617,235149.187223
701776723,115737.292210847,115737.292211
701776724,12715096.3674669,12715096.367468
701776725,1614833.27911431,1614833.279114
701776729,197955.568539457,197955.568539
701776734,1209137.93319317,1209137.933193
701776736,1240547.27439846,1240547.274399
701776738,2101712.62948943,2101712.629489
701776740,541010.520932313,541010.520932
701776742,160836.207128502,160836.207129
701776745,486217.569861188,486217.569861
701776749,304258.415113255,304258.415113
701776751,322713.488230513,322713.488231
701776754,456399.960616529,456399.960617
701776756,235149.187222617,235149.187223
701776757,12715096.3674669,12715096.367468
701776770,3990062.79819367,3990062.798193
701776772,4501565.75097283,4501565.750974
701776776,2541.52071513049,2541.520715
701776784,83799.4262980104,83799.426298
701776786,344160.200320091,344160.20032
701776789,4424.46272082836,4424.462721
701776791,392356.34451269,392356.344513
701776794,1627.67117484566,1627.671175
701776800,1017293.42007907,1017293.420079
701776804,41503.4417851534,41503.441785
