"rid","us_MAP"
701299161,464.131616774641
701299328,460.400210808238
701299332,464.131616774641
701299380,464.358241138311
701299385,463.928959298935
701299392,464.358241138311
701299404,464.293429773475
701299405,464.358241138311
701299507,463.890916293955
701299509,456.588899945995
701299525,463.805271188737
701299545,457.152400581957
701299558,456.588899945995
701299572,463.789312549767
701299634,463.78269200344
701299671,460.400210808238
701299696,463.704452662186
701299722,462.317489382606
701299735,462.283019555362
701299771,462.251042987797
701299810,462.248567961518
701299844,462.715501806889
701299847,460.400210808238
701299866,460.959577155546
701295965,410.486585622199
701296027,410.671917345416
701296151,410.773129201281
701296342,410.867091732591
701296661,410.996632983404
701296748,411.460810409493
701297067,412.118534970964
701297090,413.375105557713
701297382,413.428316228833
701297581,414.155166719018
701297635,414.155166719018
701297789,414.25552018103
701298517,414.25552018103
701298555,414.583750197527
701298657,414.583750197527
701298706,414.740864732758
701298771,415.11906963418
701298772,415.21872365303
701298803,415.229480161328
701298972,415.229480161328
701299145,415.229480161328
701299232,415.229480161328
701299259,379.265660828237
701299289,416.052695810451
701299368,415.899074736949
701299369,416.052695810451
701299406,419.24677288122
701299416,421.977666913831
701299418,379.265660828237
701299422,419.799850189765
701299423,420.792960729588
701299425,418.013516730166
701299426,420.792960729588
701299436,422.294239148314
701299449,422.104929244209
701299462,419.24677288122
701299476,417.065472821468
701299495,421.977666913831
701299508,418.013516730166
701299513,422.104929244209
701299518,419.24677288122
701299542,422.104929244209
701299554,421.977666913831
701299580,421.977666913831
701293740,422
701293805,421.09909840152
701294074,430.880346172708
701294173,429.548163383473
701294188,428.248238166206
701294280,427.399894275247
701294321,427.399894275247
701294461,446.315760347774
701294586,446.154532207797
701295059,446.154532207797
701295603,444.810921671917
701297124,442.510454728898
701297340,440.865239890699
701298274,358.788075480986
701298334,357.684758314255
701298459,357.646046138051
701298489,365.425334007713
701298504,365.425334007713
701298506,365.434246736234
701298507,357.636153974433
701298022,382.395586243507
701298063,379.333500015095
701298098,372.707331001654
701298127,372.950736640896
701298682,377.223190261824
701298751,377.696766983867
701298894,373
701298931,377.867739000887
701298935,377.949107297362
701295596,385.128209168587
701295601,385.558835741138
701295673,386.652872821158
701295762,377
701295768,386.652872821158
701295769,377
701295807,384.959394228582
701296374,384.738989718144
701296689,384.738989718144
701297129,384.738989718144
701297384,383.461971468654
701299027,423.396945000984
701299128,422.864422906283
701299181,425.357398003205
701299253,426.448219895689
701299256,425.357398003205
701299264,447.229115052969
701299293,422.864422906283
701299302,447.229115052969
701299359,422.811676990294
701299456,422.811676990294
701299457,421.734742670428
701299479,422.811676990294
701299519,421.734742670428
701299530,421.734742670428
701299690,447.229115052969
701299702,448.307690372706
701299708,451.160618013544
701299746,451.667878078362
701299748,454.593195910674
701299752,452.699420049437
701299755,456.097904670377
701299769,457.371994312437
701299774,457.371994312437
701299783,451.667878078362
701300402,457.371994312437
701300816,461.613174678365
701301007,458.333123779904
701301073,460.998881077718
701301394,461
701298238,379
701298441,379
701298718,377.602936375183
701298802,377.602936375183
701298880,377.602936375183
701298925,424.042244832211
701298947,424.042244832211
701298996,425.242051733109
701299056,424.042244832211
701299061,425.242051733109
701299078,425.242051733109
701299081,424.042244832211
701299130,423.580190471201
701299164,424.042244832211
701299180,424.042244832211
701299201,423.580190471201
701299203,424.042244832211
701299208,424.042244832211
701292175,447.813190185966
701292197,447.813190185966
701292239,447.813190185966
701292280,447.813190185966
701292305,447.766155966631
701292314,446.580890828442
701292401,446.415966477878
701292513,446.415966477878
701292537,446.415966477878
701292892,445.760429464601
701292977,445.760429464601
701293058,455.615482012091
701293072,454.957381683499
701293074,454.640460027865
701293076,454.454999149046
701293210,454.454999149046
701293248,454.454999149046
701293298,454.454999149046
701293398,454.454999149046
701293429,454.454999149046
701293505,453.429081680289
701293821,451.267793798599
701293826,453.429081680289
701293847,452.096612196509
701293867,452.7954946816
701293875,452.7954946816
701293891,451.267793798599
701293904,452.096612196509
701293911,449.852826278572
701293934,449.852826278572
701293953,452.7954946816
701293955,452.761474602223
701293959,452.124160983894
701293961,452.096612196509
701293965,452.7954946816
701293980,449.852826278572
701294103,449.852826278572
701294144,449.852826278572
701294177,449.852826278572
701294181,448.724346116981
701294195,449.852826278572
701294226,449.852826278572
701294246,448.443480256657
701294319,448.443480256657
701291490,456.784675250176
701291546,456.784675250176
701291623,455.689178919543
701291766,454.272179980679
701291830,454.272179980679
701291900,454.272179980679
701291961,454.272179980679
701291999,452.205551464639
701292015,452.205551464639
701292033,451.523509331498
701292150,450.297586151439
701292162,450.297586151439
701292165,449.948228261681
701292170,448.157885686662
701292172,450
701292186,445.072667732552
701292200,445.072667732552
701292237,445.072667732552
701292240,446.522093339756
701292262,446.522093339756
701292389,446.522093339756
701292395,445.385327438041
701292398,446.473559672087
701292159,452
701292174,450.940620050828
701298340,431.089555659637
701298389,431.089555659637
701298408,445.898719581766
701298414,431.089555659637
701298464,431.089555659637
701298495,429.637456961757
701298499,431.089555659637
701298638,427.673571357834
701298689,427.673571357834
701298918,427.673571357834
701299445,446.020006556323
701300278,455.092033344535
701300531,469.66751573011
701301408,472.102104436918
701301608,472.547367586491
701301685,472.597614478225
701302443,473
701302689,473
701292645,463.841380428059
701292648,454.525519390735
701292684,463.384779938441
701292744,454.525519390735
701292814,463.296634399496
701292846,463.300025435381
701292857,462.676516601291
701292976,462.592655359987
701293495,458
701290425,453
701290551,453.761743349101
701290934,456.499558171304
701291028,455.168851799728
701291055,455.168851799728
701291069,455.168851799728
701291089,455.168851799728
701291097,455.168851799728
701291113,455.168851799728
701291173,455.168851799728
701291183,454.207730493205
701291193,454.207730493205
701291237,454.207730493205
701291274,453.361636919116
701291290,453.303939156125
701291304,453.303939156125
701291331,452.779723241649
701291336,452.220508793296
701291344,452.220508793296
701291358,450.785783128887
701291359,451.50207308827
701291360,450.785783128887
701291400,450.785783128887
701291408,450.785783128887
701291504,450.103551989259
701291632,450.103551989259
701291723,447.665858869165
701291805,447.012602948655
701291940,446.52117872583
701292005,446.104813953394
701292096,444.38050109547
701292110,442.839440009332
701292135,440.401371562342
701292157,442.428312563875
701292167,441.267451132224
701292182,439.396741962671
701292203,438.872564598045
701292232,437.940537935299
701292260,437.740797144303
701292327,437.331826022123
701292347,437.16168773283
701292361,436.699546549408
701292382,435.897630883891
701292385,435.946692334686
701292446,431.120398071778
701292452,430.746943343389
701292453,429.351549635043
701292920,427.584478812966
701293048,426.363832038099
701293125,425.10345397885
701293394,424.682636946327
701293492,424.384581798257
701294154,422.146628564839
701294220,418.810150740802
701294383,418.810150740802
701294474,418.810150740802
701294987,417.559645993042
701295078,417.559645993042
701295242,417.559645993042
701295327,417.559645993042
701295864,417.559645993042
701296671,416.240935637129
701297019,444.352817510705
701297078,443.770865473283
701297102,442.439617554423
701297134,444.477877287964
701297166,442.329606283906
701297230,450.832162123087
701297291,451.635329607191
701297325,452.806495123173
701297393,457.194979656518
701297415,442.32340974226
701297422,441.175733160264
701297429,439.539174088917
701297585,438.140657677626
701297750,463.483468203078
701297989,436.091568403512
701297996,437.984301765921
701298001,437.639053567033
701298002,437.639053567033
701298007,435.961671753884
701298094,434.237892692812
701298111,434.22849562541
701298212,429.130793556769
701298215,431.205298355875
701298223,429.130793556769
701298324,429.130793556769
701300406,465.840969711316
701300606,466.256015353464
701300688,469.228261074282
701300924,469.608690309022
701300928,469.669376875164
701301307,470.371762290965
701301390,470.435659026527
701301450,469.65642999773
701301534,469.664040127361
701301623,470.073785896605
701301753,470.268385204559
701301789,470
701301815,470
701301845,470
701298299,404.612174303246
701298619,406.244511029176
701292379,407.273595904639
701290793,429
701290799,429
701290802,432.057122805789
701290901,432.057122805789
701290914,432.057122805789
701290963,432.131162895155
701290998,432.131162895155
701291013,432.107681653268
701291039,432.107681653268
701291105,432.102843457044
701291207,432.077727771072
701291247,431.679930111841
701291654,431.578820122036
701291747,431.234095563329
701291923,431.228230300975
701292007,430.129495805191
