"rid","us_vri_non_forested"
701310671,0
701310674,0
701310687,0
701310689,0
701310691,0.00688043789440673
701310694,0.00652910422558098
701310698,0
701310704,0
701310708,0
701310710,0.00652910422558098
701310716,0
701310718,0
701310723,0
701310725,0
701310734,0.00652910422558098
701310741,0
701310744,0.00652910422558098
701310746,0
701310751,0
701310752,0
701310760,0
701310762,0
701310770,0
701310778,0
701310783,0
701310792,0
701310796,0
701310799,0
701310803,0
701310805,0
701310807,0
701310808,0
701310809,0
701310810,0
701310820,0
701310822,0.00652910422558098
701310827,0
701310834,0
701310836,0.00534883292271814
701310838,0.0357765889295771
701310840,0
701310849,0
701310856,0
701310861,0
701310863,0
701310865,0
701310867,0
701310874,0
701310876,0
701310878,0
701310879,0
701310880,0
701310886,0
701310888,0
701310890,0
701310897,0
701310898,0
701310900,0
701310902,0
701310906,0
701310909,0
701310911,0
701310915,0
701310917,0
701310918,0
701310921,0
701310922,0
701310924,0
701310929,0
701310931,0
701310936,0
701310938,0
701310941,0
701310948,0
701310954,0
701310956,0.0355001395505688
701310961,0
701310962,0
701310964,0
701310969,0
701310971,0
701310973,0
701310979,0
701310983,0
701310985,0
701310986,0
701310994,0
701310997,0
701310999,0
701311001,0
701311007,0
701311009,0
701311019,0
701311021,0
701311026,0
701311031,0
701311035,0
701311041,0.00183370774708981
701311044,0.00304194265253233
701311045,0
701311046,0.00581055129529696
701311056,0
701311059,0
701311061,0.0354923425912859
701311063,0
701311066,0
701311069,0.00569308717518521
701311071,0.0354746908536992
701311073,0
701311075,0
701311078,0
701311080,0
701311088,0
701311092,0
701311094,0
701311101,0
701311103,0
701311106,0
701311108,0
701311123,0
701311126,0
701311128,0
701311130,0
701311140,0
701311142,0
701311147,0
701311149,0.00747374004645565
701311151,0
701311153,0
701311155,0
701311158,0
701311160,0.000407672475798745
701311163,0.00747374004645565
701311165,0
701311170,0
701311171,0.00157886930330459
701311172,0.00048803860365226
701311178,0
701311180,0.000436460475512602
701311181,0.000390399782996594
701311183,0
701311189,0.00747374004645565
701311193,0
701311195,0
701311198,0.00190592313129245
701311199,0.00747374004645565
701311201,0
701311204,0.00247174251504109
701311205,0.00190592313129245
701311207,0.000454138093412453
701311210,0.000370361657184863
701311212,0
701311219,0.000323607910045033
701311221,0
701311223,0.00747374004645565
701311226,0.00747374004645565
701311227,0
701311229,0.000319249886120624
701311233,0
701311242,0
701311244,0
701311254,0
701311255,0
701311257,0
701311263,0
701311264,0
701311277,0.00115437055484347
701311279,0
701311285,0.0352783878292903
701311289,0.00102148870310234
701311291,0
701311293,1.68576288245853e-08
701311297,0.000985628019992703
701742335,0.595443452314228
701742339,0.595443452314228
701742342,0.595443452314228
701742350,0
701742354,0.595443452314228
701742361,6.79724248530347e-09
701742365,0
701742369,0.205979758052241
701742370,0
701742373,0.0373696408508331
701742378,0.256899794203346
701742382,0.255811647504396
701742387,6.79724248530347e-09
701742389,0.215875902492669
701742392,6.79724248530347e-09
701742395,0.210749260361927
701742402,3.1032099883926e-09
701742412,0.210749260361927
701742415,0.0373696408508331
701742418,0.106038636132779
701742420,0
701742426,0
701742432,0.0373696408508331
701742439,0.115558879181802
701742440,0.106038636132779
701742446,0.017116602077627
701742448,0.017116602077627
701742452,0
701742454,0
701742455,3.1032099883926e-09
701742459,0
701742465,0
701742467,0
701742470,0.00454941965796069
701742473,0
701742478,0
701742490,0
701742495,0.017116602077627
701742497,0.00454941965796069
701742504,7.18287854426913e-05
701742505,0.163263068153134
701742506,7.18287854426913e-05
701742508,0
701742510,0
701742512,0
701742513,0
701742514,0.12164954801659
701742515,0
701742517,0.00454941965796069
701742519,0.00217320091087767
701742524,0
701742525,0.017116602077627
701742531,0
701742533,0.00217320091087767
701742534,0.125122723538878
701742535,0.00217320091087767
701742538,0.017116602077627
701742539,0.124158761261583
701742541,0
701742543,0.00454941965796069
701742548,0.00386052952300797
701742556,0.106220201221007
701742557,0
701742565,0
701742573,0
701742575,0
701742578,0
701742581,0
701742585,0
701742587,0
701742591,0.012332063539257
701742593,0.00386052952300797
701742601,0.012332063539257
701742603,0.105066137513243
701742605,0
701742607,0
701742611,0
701742615,0
701742616,0
701742618,0
701742620,0
701742628,0
701742630,0
701742635,0
701742640,0.0967787414618637
701742645,0
701742650,0
701742652,0
701742658,0
701742661,0
701742662,0
701742664,0.019207575938677
701742665,0.012332063539257
701742666,0.019207575938677
701742672,0
701742678,0.0153944154946026
701742680,0
701742689,0.0122386415906114
701742694,0
701742697,0
701742699,0
701742700,0
701742703,0.0774499265491027
701742705,0.0774499265491027
701742710,0
701742717,0
701742718,0.090828325568439
701742719,0.0774499265491027
701742723,0
701742725,0
701742728,0.0491376095318004
701742732,0.0774499265491027
701742737,0.0491376095318004
701742741,0.0122386415906114
701742744,0
701742746,0.0122386415906114
701742747,0.0491376095318004
701742749,0.0491376095318004
701742753,0
701742756,0.150734488735192
701742761,0.150734488735192
701742765,0
701742773,0.090828325568439
701742776,0.0491376095318004
701742782,0
701742784,0
701742785,0
701742787,0
701742791,0
701742793,0.150734488735192
701742794,0.0491376095318004
701742796,0.17209649608331
701742821,0.0122386415906114
701742823,0
701742835,0
701742845,0
701742847,0
701742858,0.150734488735192
701742864,0
701742872,0
701742874,0
701742882,0
701742883,0.150734488735192
701742895,0.00749813208223883
701742897,0
701742899,0
701742901,0
701742902,0
701742904,0
701742909,0
701742911,0
701742917,0
701742918,0
701742923,0
701742928,0
701742934,0.00648323460183071
701742936,0
701742939,0
701742943,0
701742945,0
701742948,0
701742951,0.00648323460183071
701742954,0
701742955,0
701742958,0
701742959,0
701742962,0
701742964,0
701742972,0
701742973,0
701742981,0
701742983,0
701742986,0
701742988,0
701742992,0
701742994,0
701742997,0.0134658693603139
701743002,0
701743003,0
701743005,0
701743006,0
701743008,0
701743012,0.00588222428877579
701743016,0.17209649608331
701743018,0
701743023,0.0131817161124802
701743025,0
701743027,0
701743037,0
701743039,0.150734488735192
701743041,0.0227038141751033
701743047,0.0134838254518416
701743054,0.014563428679475
701743058,0
701743063,0
701743066,0.0135116805713547
701743070,0.0774499265491027
701743072,0.0227038141751033
701743079,0
701743080,0
701743082,0.00588222428877579
701743084,0.0135116805713547
701743086,0
701743087,0.0735517041958802
701743088,0
701743090,0
701743094,0.0179902182032443
701743096,0
701743106,0
701743108,0
701743111,1.24726942144285e-08
701743113,0.0143560627138386
701743116,0
701743117,0
701743120,0.0143560627138386
701743121,0
701743124,0
701743131,0.014563428679475
701743132,0
701743133,0.150734488735192
701743142,0.0179933622822161
701743145,0.014563428679475
701743147,0
701743157,0
701743159,0
701743162,0.014563428679475
701743166,0
701743170,0
701743174,0.0282818628819742
701743176,0
701743180,0.0179902182032443
701743183,0.00588222428877579
701743185,0.0735517041958802
701743188,0.0143588632071781
701743193,0
701743195,0
701743200,1.24726942144285e-08
701743207,0.0377683652659468
701743212,0.0113264831593691
701743214,0.011658462989879
701743219,0.0376745229777941
701743226,0.0155912138481329
701743227,0.0143560627138386
701743229,0
701743231,0
701743234,0.0366625174021415
701743235,0.0370869418978778
701743243,0
701743249,0
701743250,0
701743251,0.036976049789321
701743253,0
701743256,0.0221281616954248
701743262,0
701743268,0
701743269,0.0363628183443841
701743273,0.014563428679475
701743279,0
701743284,0.014563428679475
701743288,0.0163089837751394
701743293,0
701743295,0
701743302,0.014563428679475
701743305,0
701743314,0
701743317,0.0221281616954248
701743320,0.0128965573416116
701743322,0.0128965573416116
701743324,0
701743326,0
701743330,0.0122856652954817
701743334,0
701743336,0.0163089837751394
701743338,0.0149483365773654
701743345,0
701743346,0.0363577809363533
701743347,0
701743348,0
701743350,0.0155912138481329
701743351,0.0155912138481329
701743352,0
701743354,0
701743356,0
701743358,0
701743362,0.020828589321781
701743368,0
701743370,0
701743371,0
701743372,0.0366625174021415
701743379,0
701743381,0
701743383,0
701743387,0
701743390,0
701743397,0.0366625174021415
701743400,0.0221281616954248
701743403,0
701743411,0
701743413,0
701743418,0.0366625174021415
701743420,0
701743422,0
701743425,1.24726942144285e-08
701743430,0.0366625174021415
701743437,0
701743438,0
701743450,0.0458978481673803
701743451,1.24726942144285e-08
701743452,0
701743457,0
701743461,0
701743462,0
701743465,0.0360483556749228
701743468,0
701743473,0
701743474,0
701743475,0.0221281616954248
701743484,0
701743487,0.0221281616954248
701743491,0
701743502,0
701743505,0
701743507,0
701743508,0
701743514,0
701743515,0
701743517,0
701743518,0
701743519,0
701743521,0
701743522,0.0358187970187518
701743530,0
701743533,0
701743535,0
701743538,0.014563428679475
701743550,0
701743551,0
701743553,0
701743563,0
701743566,0
701743568,0
701743569,0
701743573,0
701743575,0.014563428679475
701743579,0
701743583,0
701743591,0
701743597,0.0149483365773654
701743599,0
701743600,0.014563428679475
701743607,0
701743612,0.0227038141751033
701743614,0
701743616,0
701743621,0
701743622,0
701743624,0
701743625,0
701743626,0.0124480878246424
701743632,0
701743638,0
701743643,0.013370060772337
701743646,0
701743651,0
701743653,0.0767587077228485
701743661,0
701743664,0
701743666,0
701743668,0
701743670,0.0104129620926115
701743673,0
701743676,0
701743677,0.0356697446602551
701743686,0
701743688,0.00168132060264573
701743690,0
701743692,0
701743694,0
701743696,0
701743704,0
701743706,0
701743709,0.0356280604451141
701743712,0.0122856652954817
701743714,0
701743716,0
701743728,0
701743730,0
701743731,0
701743733,0
701743737,0
701743742,0
701743757,0
701743759,0.0133889601858933
701743761,0
701743762,0
701743768,7.34820419399478e-07
701743773,0.0139170849090659
701743774,0
701743776,0.00152911703657864
701743777,0.00331967629639006
701743778,0.0139865613088894
701743781,0
701743786,0
701743788,0
701743797,7.34820419399478e-07
701743800,0.152366632635853
701743803,0.00152911703657864
701743807,0.0356273790557719
701743818,0
701743821,0.0356230068130459
701743823,0
701743825,0.00390263586885154
701743826,0
701743828,0
701743829,0
701743831,0.00274220928839204
701743833,0
701743835,0
701743838,0
701743840,0
701743846,0
701743849,0
701743851,0
701743853,0.0248169045872902
701743857,0
701743863,0
701743872,0
701743875,0.0248169045872902
701743883,0.00390263586885154
701743885,0
701743887,0
701743889,0
701743891,0
701743894,0
701743903,0
701743906,0
701743908,0
701743910,0
701743912,0
701743915,0
701743925,0
701743931,0
701743932,0
701743939,0
701743941,0
701743949,0
701743951,0
701743954,0.0336585041392727
701743955,0
701743957,0
701743958,0.00238755978938361
701743961,0.00390263586885154
701743964,0.00152911703657864
701743967,0
701743974,0.0021634972052475
701743979,0
701743982,0
701743984,0
701743985,1.65512902904875e-10
701743990,0.00280637950451307
701743993,1.65512902904875e-10
701743996,0
701744003,0
701744005,0.00238755978938361
701744015,0
701744016,0
701744023,0
701744025,0
701744027,0
701744032,0.00390263586885154
701744039,0
701744041,0.152366632635853
701744042,1.65512902904875e-10
701744046,0
701744051,0.0336585041392727
701744056,0
701744067,0.00238755978938361
701744069,0.00275238494788358
701744075,0
701744077,0
701744081,0.0758506538402914
701744085,0
701744089,0
701744091,0
701744094,0
701744102,0.0115792380781556
701744104,0
701744106,0
701744109,0
701744116,0.0176702836921859
701744117,0.0758506538402914
701744118,0
701744123,0
701744125,0
701744134,0
701744139,0
701744141,0
701744142,0
701744143,0.0248169045872902
701744149,0
701744152,0
701744163,0
701744165,0
701744175,0
701744178,0
701744181,0
701744188,0
701744190,0
701744208,0.00390263586885154
701744211,0.0115792380781556
701744217,0
701744218,0.0270502207251945
701744219,0
701744223,0
701744224,0
701744226,0
701744236,0
701744237,0
701744239,0
701744240,0
701744245,0
701744246,0
701744248,0
701744249,0
701744250,0.01887909578922
701744251,0
701744262,0.00436331256796752
701744265,0
701744267,0
701744271,0
701744273,0
701744278,0
701744280,0
701744294,0.000901095222775858
701744308,0
701744317,0
701744321,0
701744323,0
701744325,0
701744327,0
701744336,0.00436331256796752
701744341,1.10016669240356e-07
701744343,0
701744346,0
701744348,0
701744354,0
701744356,0.000861305197127769
701744361,1.10016669240356e-07
701744364,0
701744370,0
701744376,0
701744378,0
701744380,0.0438852962526327
701744382,0
701744386,0
701744391,0
701744393,0
701744394,0
701744403,0.00390263586885154
701744404,0.0436618202937927
701744408,0
701744410,0
701744415,0.0336585041392727
701744417,0
701744418,0.0115792380781556
701744419,0.0440709517086585
701744421,0
701744423,0
701744425,0.00015316921721148
701744427,0.106163520355059
701744432,0
701744436,0
701744441,0.20267534376899
701744446,0.039385167736429
701744451,0
701744453,0
701744458,0.000861305197127769
701744460,0
701744465,0.211480610441636
701744468,0
701744471,0
701744477,0
701744479,0
701744480,3.85512416316432e-06
701744487,0
701744489,0
701744494,0
701744496,3.85512416316432e-06
701744499,0
701744501,0.0148548703658277
701744504,0
701744508,0
701744512,0.0148548703658277
701744517,0
701744519,0.0196474567925218
701744520,0
701744528,0.0293019678027374
701744531,0.000861305197127769
701744535,0
701744536,0.0148548703658277
701744538,0.0287123081523276
701744540,0
701744543,0.00651381434998049
701744544,0
701744546,0
701744553,3.85512416316432e-06
701744559,0.000901095222775858
701744566,0.036275310374627
701744568,0
701744571,0.0110381713581497
701744572,8.70117066139525e-06
701744574,0
701744577,0.0412456642394809
701744579,0
701744582,0
701744584,3.45989479914955e-05
701744588,0.00015316921721148
701744589,0.00015316921721148
701744593,0
701744595,0
701744598,1.10016669240356e-07
701744604,0.0283547287622677
701744606,0
701744607,8.70117066139525e-06
701744611,0
701744613,0
701744615,0.0140732892001515
701744619,0.0249867831076506
701744620,0.00651381434998049
701744622,0.02752141449781
701744625,0.00436331256796752
701744627,0.00488635495123576
701744628,0
701744633,0
701744635,0
701744646,0.0788300729570407
701744647,0
701744649,0
701744651,0.0153795251005655
701744654,8.70117066139525e-06
701744660,0.0123945993377113
701744666,0.02752141449781
701744669,0.0111442969598326
701744670,1.10016669240356e-07
701744673,0.0591837647502859
701744674,0.0284666531527041
701744676,0.0285036657452958
701744677,0
701744679,0
701744681,0
701744683,0.0098311827472544
701744684,0
701744686,0
701744688,0.0176702836921859
701744690,0.0591837647502859
701744695,0
701744703,0.0760854145022696
701744705,0
701744711,0
701744712,0
701744714,0
701744716,0
701744719,0
701744721,0.029468080132872
701744722,0
701744723,0.0341120311221124
701744724,0.00963833919204154
701744729,0
701744731,0.0323055509325066
701744734,0.00963833919204154
701744740,0.00423908726903944
701744741,0
701744742,0.0534379440640256
701744745,3.45989479914955e-05
701744746,0.00949144955611381
701744747,0.00441153341148579
701744748,0.0304848435204483
701744750,0
701744752,0.0274502376926142
701744753,0.0314429121105361
701744754,0
701744756,0
701744758,0
701744760,0
701744768,1.04027806969021e-09
701744771,0.036275310374627
701744784,0
701744790,0.0272894818257147
701744795,0
701744797,0
701744801,0.040768723733652
701744802,0.0788300729570407
701744804,0.00963833919204154
701744813,3.45989479914955e-05
701744815,0.0517395447876262
701744821,0
701744824,0
701744833,0.858704061704138
701744835,0
701744842,0.0280704567281023
701744847,0
701744848,0.00059666284393771
701744852,0
701744857,0.0333949379977804
701744859,0
701744861,0.0270791262863443
701744862,0
701744864,0
701744866,0
701744868,0.00963833919204154
701744870,0
701744872,0.0275935643313077
701744874,0
701744879,0
701744882,4.1445431797907e-10
701744883,4.1445431797907e-10
701744888,0.0448916445111724
701744890,0.022497267425331
701744892,0
701744897,1.04027806969021e-09
701744899,0
701744900,0.00842863386887955
701744901,0.0432732510868434
701744910,0.0147742196412759
701744912,0
701744914,0.0116035027286736
701744924,0.858704061704138
701744929,0.0317219265106373
701744931,0
701744934,0.0270007389420391
701744939,0
701744941,0
701744943,0.858704061704138
701744951,0.0432732510868434
701744955,0.022497267425331
701744957,0
701744966,0.0267985166907813
701744971,0.0182175324676494
701744973,0.00842863386887955
701744975,0.313321015117297
701744986,0
701744988,0.00842863386887955
701744992,0
701744994,0.0310629982583015
701744998,0
701745003,0
701745013,0
701745015,0.00842863386887955
701745017,0
701745018,0
701745020,0
701745021,0.0432732510868434
701745022,0
701745029,0.0315007808240417
701745031,0.040768723733652
701745034,0.0310629982583015
701745035,0.0307239747317814
701745037,0
701745039,0
701745041,0
701745042,0
701745043,0.032455479018585
701745044,0
701745048,0
701745050,0
701745053,0
701745055,0.0139499617787781
701745062,0
701745064,0
701745070,0.00059666284393771
701745074,0
701745075,0
701745076,0
701745077,0
701745081,0.032455479018585
701745085,0.858704061704138
701745087,0
701745089,0
701745096,0.032455479018585
701745102,0
701745110,0
701745111,0
701745113,0
701745115,0.0128828576061456
701745117,0
701745120,0
701745124,0
701745127,0
701745131,0.0432732510868434
701745136,0.032455479018585
701745139,0.280547930160351
701745140,0
701745142,0
701745144,0
701745146,0
701745148,0.0398444457742268
701745150,0.0342817643926864
701745153,0
701745155,0
701745156,0.0267741648928175
701745157,0
701745159,0
701745163,0
701745169,0.0310629982583015
701745171,0
701745183,0
701745190,0.00889311565771082
701745193,0
701745195,0
701745200,0.0342817643926864
701745203,0.0341433919585159
701745204,0.0888745324759853
701745209,0.285071376485961
701745214,0.0962011724319609
701745220,0
701745222,0
701745228,0.0888745324759853
701745230,0
701745241,0
701745248,0.026695823093202
701745251,0
701745253,0
701745257,0.022497267425331
701745259,0.00671835775760991
701745262,0
701745264,0
701745274,0
701745276,0
701745280,0.313321015117297
701745281,0.163641110540353
701745283,0
701745296,0
701745298,0.00717850309695218
701745300,0
701745303,1.18536443827847e-09
701745307,4.57107255465539e-10
701745314,0.0227714415721995
701745315,0
701745317,0
701745318,0.0263061127930553
701745320,0.0226945187362088
701745336,0.202867791633175
701745343,0.0226945187362088
701745344,0.0788300729570407
701745346,0
701745347,0
701745350,0.194009479163587
701745352,4.57107255465539e-10
701745357,0
701745359,0
701745361,0
701745364,3.40722300400594e-10
701745366,0.194009479163587
701745372,0.0234093960036429
701745373,1.18536443827847e-09
701745374,0.0142060049822728
701745380,0.0888745324759853
701745382,0
701745390,0.0142060049822728
701745391,0
701745399,0.145230306118016
701745400,0.26888629136665
701745402,0
701745405,0.0226945187362088
701745407,0
701745409,0
701745411,0
701745415,0.0142060049822728
701745418,0.0888745324759853
701745421,0.0291774258569914
701745424,0.0226945187362088
701745426,0.0260260439300518
701745428,0.0432732510868434
701745433,0
701745434,0.12188226456012
701745436,0.0171122291961286
701745446,0
701745447,0.119146924293508
701745448,0.123152102868408
701745451,0.0665382326193673
701745456,0
701745463,0.194009479163587
701745465,0.0146998628986994
701745466,0
701745467,0.0234306267845349
701745468,3.40722300400594e-10
701745479,0.0146998628986994
701745480,0.0146998628986994
701745484,0
701745486,0
701745492,0.0171122291961286
701745494,0
701745496,0
701745498,0.858704061704138
701745499,0.313321015117297
701745500,0.0151113360059412
701745506,0
701745512,0.0151113360059412
701745520,0
701745522,0.0197108859634431
701745529,0
701745531,0
701745545,0.194009479163587
701745550,0.00486350574495476
701745552,0.0136824567331821
701745554,0
701745568,0.222294228013609
701745569,0
701745570,0.0151113360059412
701745571,0.0163021360384052
701745572,0.222294228013609
701745574,0
701745579,0.0145245764380117
701745583,0
701745586,0.00512110285438192
701745587,0.0145245764380117
701745589,0.0145245764380117
701745590,0.000713788405120621
701745594,0.0115907470726041
701745596,0.222294228013609
701745606,0.222294228013609
701745608,0.227739071787535
701745614,0.0838257726241372
701745616,0
701745619,0
701745620,0.227739071787535
701745622,0.0665382326193673
701745623,0.222294228013609
701745632,0.194009479163587
701745634,0.00780393381565465
701745638,0
701745648,0.015342457688557
701745651,0.0227250167913381
701745654,0.0135492508208382
701745661,0.319009542456172
701745663,0.3715086355649
701745666,0
701745671,0
701745676,0.0171291236676648
701745677,0.0115907470726041
701745680,0.000203369603090411
701745687,0
701745690,0
701745693,0.00513475911660296
701745698,0.858704061704138
701745703,0.157150680294103
701745704,0.000203369603090411
701745710,0.0747303299753335
701745711,0.00889311565771082
701745714,0.0154828119920484
701745718,0
701745722,0.0262037891968069
701745725,0
701745727,0
701745729,0
701745733,0
701745736,0
701745738,0
701745739,0
701745742,0
701745748,0.0179294660795534
701745750,0
701745752,0
701745758,1.50075139057842e-09
701745762,0.0380544130415256
701745776,0
701745784,0.00780393381565465
701745785,0.0327692162763342
701745789,0
701745793,0.0380544130415256
701745796,1.80877472107464
701745801,0.0265414799902728
701745803,0.031846835578916
701745811,0.175779828770343
701745813,0
701745815,0
701745818,0.175779828770343
701745822,0
701745824,0.029806988016264
701745832,0.194009479163587
701745848,0
701745851,1.50075139057842e-09
701745857,1.50075139057842e-09
701745867,0
701745869,0
701745871,0.029806988016264
701745873,0.0179294660795534
701745880,0
701745882,0
701745890,0
701745894,0
701745908,0
701745909,0
701745911,0.0546489667840133
701745913,0
701745915,0
701745918,2.33478601287175
701745919,0.00889311565771082
701745921,0
701745925,0
701745926,0
701745928,0
701745934,0.0513643463518265
701745942,0.297990434827019
701745943,0
701745945,0
701745947,0
701745954,0
701745962,0
701745965,0.0278163913008513
701745973,0
701745974,0.194009479163587
701745982,0.051185750276115
701745984,0.0357030352954327
701745986,0
701745988,3.71448709462486e-07
701745990,2.33478601287175
701745995,0.457490990473794
701745999,0.0155015507284201
701746001,0.0183664354828939
701746005,0
701746009,0.0151486073154227
701746012,0
701746015,0
701746016,1.11334210550237e-09
701746017,0.02702511937321
701746020,1.50910091476533e-08
701746034,0
701746036,0
701746037,0.0513643463518265
701746039,0.0513643463518265
701746045,0.0322533164264511
701746051,0
701746058,3.71448709462486e-07
701746059,0
701746060,3.71448709462486e-07
701746065,0.145588903181949
701746068,0
701746069,0
701746072,0.0260424093500807
701746073,0.0135492508208382
701746075,0
701746078,0
701746079,1.11334210550237e-09
701746085,0.0493647529276868
701746086,0
701746087,0.115177281754476
701746095,0
701746099,0.000713788405120621
701746102,0.025033254077148
701746104,0
701746107,3.90915082339122e-06
701746117,0
701746118,0
701746120,0
701746128,0
701746135,0.115177281754476
701746141,0.00438368649579796
701746142,1.50910091476533e-08
701746144,0.0223099137520688
701746147,0
701746148,0.0236915883828817
701746150,0
701746152,0
701746156,0
701746157,0.196100874804656
701746160,0.0250158421450305
701746168,0.0194847566757123
701746169,0.0302121733515702
701746173,0
701746179,0.00159562631106737
701746187,0
701746189,0.00790123543759979
701746194,0
701746197,0.50884989327323
701746198,0.278893597182385
701746201,0.0989430629904921
701746204,0
701746207,0
701746210,0
701746212,0
701746214,0
701746218,0.00356175099327337
701746223,0
701746225,0
701746228,0
701746229,0.0177538858577307
701746230,0.00620022789282764
701746231,0
701746233,0
701746235,0
701746237,0
701746239,0.0168628780341721
701746242,0
701746246,0
701746255,0
701746256,0
701746263,0.457490990473794
701746274,0.0117230168249744
701746275,0
701746277,0
701746279,0.0532492305607417
701746283,0.00139947232050561
701746286,0.0493647529276868
701746287,0.457490990473794
701746290,0.0111452562842142
701746293,0
701746295,0
701746296,0.0332221588655939
701746303,4.27705755177989e-09
701746305,0
701746310,0.0989430629904921
701746315,4.27705755177989e-09
701746318,0
701746320,0.457490990473794
701746327,0
701746329,0
701746331,0
701746332,0
701746335,0
701746338,0.00758005547007205
701746339,0.0149585888282017
701746340,0.00758005547007205
701746347,0
701746352,0
701746354,0
701746355,0.0989430629904921
701746358,0
701746360,0.115177281754476
701746361,0.0197556639657759
701746369,0
701746374,0
701746378,0.0198683032764291
701746386,0.294584139584111
701746394,0.0152434154700276
701746412,0.0194847566757123
701746421,1.40338187731979e-08
701746422,0
701746429,0
701746434,0.0151897812692123
701746436,0.0179513623955746
701746438,0
701746446,0.0111452562842142
701746448,0.027537769837483
701746453,0.0331134022603055
701746458,0
701746460,0.0342256511167508
701746464,0.0989430629904921
701746469,0.00481833819864174
701746476,2.55120305502542e-09
701746478,0
701746479,0.0150334964484341
701746482,0
701746486,2.33478601287175
701746489,0.0342256511167508
701746493,0
701746495,0.00694383898290815
701746497,0.0493647529276868
701746507,0.0342256511167508
701746508,0
701746513,0
701746518,4.27705755177989e-09
701746524,0.115177281754476
701746528,0
701746531,0
701746533,0
701746534,0.0989430629904921
701746535,0.11956535503836
701746542,0
701746544,0
701746545,0.0155846794261645
701746548,0.0188244872811775
701746553,4.27705755177989e-09
701746555,0.0342256511167508
701746557,0
701746564,0.0188244872811775
701746568,0
701746572,0.0150334964484341
701746573,0.114339731990907
701746580,0.0457945120068849
701746582,0
701746586,0.0298371730758161
701746587,0.00159562631106737
701746589,0.0267486594762377
701746593,0
701746595,0.0188244872811775
701746599,0.00513475911660296
701746606,0.0270296084272434
701746607,0
701746609,0.00661111958201071
701746616,0
701746620,0
701746622,0
701746627,0
701746628,0
701746631,0
701746635,0
701746636,0.0201343341431377
701746641,0.00513475911660296
701746648,0.0342256511167508
701746651,0.0342256511167508
701746654,0
701746658,0
701746661,0.00183027061558951
701746662,0.0304076624566837
701746663,0.00139947232050561
701746674,0
701746675,0
701746677,0
701746682,0
701746684,0
701746688,8.54643047115897e-05
701746689,0.0270275102300157
701746695,0
701746697,0.00889311565771082
701746699,0
701746703,0
701746708,8.54643047115897e-05
701746714,0.0178515654333882
701746719,0
701746722,1.40338187731979e-08
701746723,0.0162153171092337
701746725,0
701746727,0.457490990473794
701746728,0.0188244872811775
701746730,0
701746732,0.00502163077672129
701746733,0.0307867291067181
701746736,0
701746737,0.0188244872811775
701746739,0
701746742,0
701746745,2.55120305502542e-09
701746747,0
701746749,0
701746757,0
701746759,0
701746762,0
701746763,0.0185383308245526
701746772,0
701746774,0
701746777,0.064847349848248
701746779,0
701746783,0.0483500119376772
701746785,0
701746786,0.0183809698122649
701746789,0
701746791,0.0167145700315965
701746799,0.0185372217512267
701746801,0.018343128529206
701746803,0
701746806,0.018343128529206
701746809,0.0185383308245526
701746810,0.0408695264364774
701746812,0
701746817,0.002436967492104
701746824,0
701746826,0
701746828,0
701746829,0.018343128529206
701746833,0
701746834,2.55120305502542e-09
701746835,0.0167578765577818
701746841,0
701746843,0
701746856,0.145588903181949
701746860,0
701746863,0.0201343341431377
701746869,0
701746874,0
701746876,0.0310629982583015
701746879,0.0321557316183186
701746880,0.00481833819864174
701746883,0.0270323365342119
701746888,0
701746893,0.044175564569627
701746910,0
701746915,0
701746917,0
701746918,0.0420460340231211
701746920,0.017808085279335
701746921,0
701746922,0
701746924,0
701746925,0.0270325344596859
701746927,0.032112791840115
701746928,0.294584139584111
701746930,0.00902290483389262
701746932,0.00448442446478774
701746941,0
701746943,0
701746944,0
701746947,0.00502163077672129
701746959,0.020577443735154
701746961,0.0363557731045812
701746966,0.0144873495061734
701746968,9.12535210021612e-09
701746971,0
701746973,0.018343128529206
701746976,0.0169185645164867
701746977,0.0169185645164867
701746985,0.0420460340231211
701746987,0
701746997,0
701747003,0.0502887173277388
701747004,0.00513475911660296
701747013,0.0363557731045812
701747019,0.0396831201369273
701747021,0
701747024,0.0336088962240197
701747025,0.00183027061558951
701747029,0.047636167165912
701747030,0.064847349848248
701747036,0
701747038,0
701747042,0
701747043,0
701747045,0
701747047,0
701747048,4.40568573785053e-09
701747059,0.0270403733039289
701747078,0
701747079,0.0337069967425588
701747080,0.002436967492104
701747082,0.00502163077672129
701747088,0.0420460340231211
701747103,0.110868965429698
701747106,9.12535210021612e-09
701747108,1.44408397831685e-08
701747112,1.44408397831685e-08
701747115,0.0184576218681641
701747116,0
701747117,0
701747120,0
701747122,0
701747124,0
701747125,0.178355297530172
701747126,0.0206123438141138
701747137,0
701747141,0.0363557731045812
701747144,5.52214560215134e-10
701747146,0.258650789559915
701747153,0
701747155,0.0363557731045812
701747161,0.0111452562842142
701747165,1.53437524039417e-08
701747170,0
701747173,0.00886732501972702
701747177,0
701747178,0.018744710237695
701747186,5.52214560215134e-10
701747188,0
701747194,1.85622429187756e-08
701747196,0
701747198,0
701747200,0
701747202,0
701747209,0.0420460340231211
701747213,0.00600737748114347
701747215,0.00599246051324481
701747223,3.19025478919768e-09
701747225,0.0342256511167508
701747233,0
701747240,5.40037499987984e-08
701747244,0
701747249,0
701747251,0
701747252,0
701747255,0.0123813445768248
701747256,3.19025478919768e-09
701747257,0
