"rid","us_strm_crossings"
701786886,0
701786890,4.77280131048218e-06
701786892,7.41792098066648e-06
701786893,0
701786900,3.6695191110409e-06
701786901,0
701786902,3.50557282954709e-06
701786906,2.15557207255758e-06
701786907,5.25519853836722e-06
701786908,1.86107195363055e-06
701786913,6.5965014442687e-06
701786917,4.33303981074672e-07
701786924,1.96201363093431e-06
701786931,0
701786933,8.08000485193303e-07
701786935,2.58083066274009e-06
701786938,1.74188786045233e-06
701786939,7.25380810461399e-07
701786941,0
701786942,3.69288512868585e-06
701786943,1.99522661540592e-06
701786947,1.79956865706962e-05
701786950,6.13550792187062e-06
701786951,1.90903318183002e-06
701786957,0
701786958,2.08463851060835e-06
701786963,0
701786965,1.72834187002994e-06
701786969,1.55202539467656e-06
701786970,1.18983823334789e-06
701786977,3.4688864160803e-06
701786980,0
701786982,8.89943493386078e-06
701786992,1.04478121217636e-06
701786993,7.51839306610711e-07
701787003,6.23429845566346e-06
701787005,1.04116959767901e-06
701787006,0
701787011,7.83639561297541e-06
701787014,3.71233837461169e-06
701787023,0
701787025,4.98537738626476e-06
701787030,1.18490740444261e-06
701787031,9.26653550739207e-07
701787038,1.37259560711757e-05
701787039,1.98936738041707e-06
701787040,0
701787041,9.07598758563002e-06
701787044,0
701787050,0
701787056,0
701787060,0
701787062,0
701787069,0
701787080,4.56680648545889e-07
701787088,0
701787099,0
701787101,1.10451837457997e-06
701787102,0
701787104,0
701787105,0
701787106,9.26653550739207e-07
701787109,0
701787110,0
701787118,2.99307501542145e-06
701787135,0
701787139,1.55202539467656e-06
701787141,0
701787143,0
701787144,0
701787150,4.26690372391299e-06
701787151,6.70223806123693e-07
701787153,1.3419043429635e-06
701787154,1.04108281549466e-05
701787161,0
701787168,4.78097762522456e-06
701787180,6.09247225353406e-07
701787181,7.21613054682144e-06
701787182,1.00645674680942e-06
701787188,1.0121796791166e-06
701787194,4.60352591174304e-06
701787196,1.55202539467656e-06
701787201,0
701787202,3.63264761618226e-06
701787204,0
701787206,0
701787209,0
701787212,3.62631019025353e-05
701787213,1.55365922794629e-06
701787215,0
701787220,6.35727702742911e-06
701787225,3.69667783423109e-06
701787228,1.77193738081739e-05
701787230,4.94918166409598e-06
701787231,0
701787233,0
701787235,3.38720102661402e-06
701787237,0
701787239,0
701787240,0
701787243,1.97431538116402e-06
701787245,4.38813856902238e-06
701787246,9.75771184826463e-06
701787251,0
701787257,0
701787258,0
701787267,0
701787269,0
701787274,0
701787276,3.19927818346321e-06
701787279,4.00108485809235e-06
701787284,0
701787285,2.71138777118594e-06
701787294,0
701787295,2.74849687399488e-06
701787297,0
701787300,1.0070481794873e-06
701787301,9.98832458394651e-07
701787303,0
701787308,1.16378111058361e-05
701787314,0
701787325,0
701787327,9.26444621681947e-06
701787329,0
701787334,3.46524119183587e-06
701787335,2.74193974670609e-06
701787343,1.27482932099341e-06
701787351,9.93227639029825e-07
701787357,3.19927818346321e-06
701787366,1.27482932099341e-06
701787372,4.00108485809235e-06
701787375,0
701787377,0
701787379,0
701787381,4.05020196919977e-06
701787384,9.93373549500494e-07
701787389,4.63246548066128e-06
701787390,9.26653550739207e-07
701787391,1.30872552280463e-06
701787393,8.2668050349062e-07
701787397,4.52248959817895e-06
701787404,4.63720267354692e-06
701787410,3.08180648305874e-06
701787413,0
701787414,0
701787416,7.77412907926501e-06
701787417,0
701787419,0
701787421,0
701787422,6.34902517795114e-07
701787425,5.32202762846342e-06
701787426,0
701787428,0
701787432,5.0744780895479e-05
701787439,4.54699007743799e-07
701787440,4.63720267354692e-06
701787443,3.08180648305874e-06
701787450,1.27482932099341e-06
701787452,4.94918166409598e-06
701787453,6.71192908397492e-06
701787457,1.7559139658662e-05
701787460,0
701787464,4.22070561241333e-06
701787466,7.41672202574737e-07
701787469,0
701787471,3.61861192435228e-06
701787472,3.77255493172909e-06
701787476,1.17941531145228e-05
701787482,3.83468514938839e-06
701787483,8.89943493386078e-06
701787485,1.99525439755346e-06
701787500,8.89943493386078e-06
701787502,1.7559139658662e-05
701787504,0
701787505,0
701787508,4.36226274610713e-06
701787511,4.23523153617179e-06
701787513,0
701787515,0
701787519,0
701787527,1.18973781043057e-06
701787528,0
701787529,5.0744780895479e-05
701787530,4.07373019014007e-06
701787538,4.54699007743799e-07
701787542,0
701787543,8.47038227386341e-06
701787549,2.73558822624619e-06
701787551,4.54699007743799e-07
701787556,0
701787557,8.89943493386078e-06
701787560,1.19259653443684e-06
701787561,1.35858433349583e-06
701787562,3.87034538780649e-06
701787563,0
701787567,4.54699007743799e-07
701787570,0
701787572,0
701787574,4.10492628755375e-06
701787576,0
701787582,0
701787597,0
701787601,0
701787605,5.02063629626536e-06
701787608,4.53550237505664e-06
701787612,0
701787615,4.90678897190814e-07
701787622,0
701787625,6.30192929762232e-06
701787627,4.53142618271143e-06
701787628,4.40827223389127e-06
701787630,4.09165299877652e-07
701787632,0
701787634,0
701787640,4.54699007743799e-07
701787642,8.23098081459556e-07
701787651,0
701787655,5.02063629626536e-06
701787658,4.54699007743799e-07
701787667,3.04598986982539e-06
701787670,0
701787672,0
701787677,2.50319454073301e-06
701787679,0
701787682,0
701787684,3.04598986982539e-06
701787689,0
701787690,4.54699007743799e-07
701787692,0
701787694,0
701787696,0
701787700,0
701787701,1.091524751285e-06
701787703,3.19739320266742e-06
701787706,4.54699007743799e-07
701787714,3.04598986982539e-06
701787720,0
701787722,6.52754682346244e-07
701787725,0
701787727,0
701787729,0
701787731,0
701787732,0
701787734,8.47038227386341e-06
701787739,0
701787740,9.93814040396959e-07
701787743,0
701787745,4.13894816657974e-06
701787746,0
701787749,3.95284855402727e-06
701787755,0
701787757,0
701787760,6.14782237497978e-06
701787762,0
701787770,0
701787772,3.95410931689889e-06
701787780,3.2322539373958e-06
701787782,3.03925706382265e-06
701787786,2.42372620229012e-06
701787789,0
701787797,0
701787802,0
701787807,0
701787809,0
701787823,0
701787824,0
701787827,4.40767863934862e-06
701787828,0
701787834,9.77445899293885e-07
701787836,8.04159845218272e-06
701787838,0
701787840,0
701787843,0
701787847,0
701787848,0
701787852,0
701787856,0
701787858,4.54699007743799e-07
701787860,1.3817129228258e-06
701787864,0
701787868,3.92212129433161e-06
701787869,0
701787877,0
701787879,3.98962197792096e-06
701787886,0
701787889,1.40029965494719e-06
701787890,0
701787893,9.6689639082154e-07
701787894,0
701787897,2.2449013833455e-06
701787899,0
701787902,0
701787904,4.20471967770097e-06
701787906,0
701787908,0
701787910,0
701787911,1.57178577678226e-06
701787913,3.92212129433161e-06
701787918,0
701787920,0
701787922,7.7463786467375e-06
701787928,3.95410931689889e-06
701787940,0
701787942,0
701787947,2.64450070994636e-06
701787949,1.02593020730182e-06
701787950,0
701787952,0
701787958,0
701787960,0
701787962,0
701787967,0
701787968,0
701787970,0
701787973,0
701787974,0
701787977,0
701787978,0
701787979,0
701787981,3.92212129433161e-06
701787985,0
701787989,0
701787991,0
701787996,2.3799870575986e-06
701787998,9.66365763396441e-07
701787999,3.33940305458804e-06
701788002,3.77255493172909e-06
701788009,2.20681698301509e-06
701788010,1.78017695103642e-06
701788012,0
701788013,2.98705515841935e-06
701788016,0
701788021,4.4644312318238e-06
701788022,4.59630409275839e-06
701788025,0
701788032,0
701788033,9.66365763396441e-07
701788035,7.27882976684523e-06
701788038,4.59630409275839e-06
701788039,3.58723195345585e-06
701788051,0
701788052,0
701788062,3.77255493172909e-06
701788068,0
701788069,8.54005028162844e-07
701788080,1.02260094455754e-05
701788084,0
701788085,2.20309885830972e-06
701788086,1.43920315555988e-06
701788088,2.91937194087079e-06
701788090,0
701788093,0
701788100,0
701788103,4.40827223389127e-06
701788104,2.2324298582301e-06
701788107,0
701788114,4.40827223389127e-06
701788116,3.57461884693792e-06
701788119,1.99525439755346e-06
701788123,1.43386013482778e-06
701788127,0
701788129,0
701788131,0
701788132,0
701788134,2.02228981864285e-06
701788136,1.58991915903722e-06
701788140,3.01879549530844e-06
701788142,0
701788145,0
701788152,0
701788154,0
701788156,0
701788157,2.80866116054486e-06
701788159,1.94668946339058e-06
701788166,1.18646403916992e-06
701788167,0
701788170,0
701788173,2.19049697926315e-06
701788180,3.11394452092374e-06
701788183,4.62478996036573e-06
701788184,0
701788189,0
701788190,0
701788192,3.8742554113321e-06
701788193,6.22818274358072e-07
701788197,0
701788211,0
701788212,0
701788217,0
701788219,0
701788225,0
701788226,0
701788229,9.66365763396441e-07
701788232,0
701788233,2.19049697926315e-06
701788235,1.87434803205213e-06
701788238,0
701788245,0
701788248,0
701788258,1.75220513781289e-06
701788262,4.19998936831491e-06
701788265,0
701788269,0
701788273,0
701788278,0
701788279,0
701788281,0
701788285,0
701788287,7.92525231076958e-06
701788288,0
701788290,1.95181880054385e-06
701788292,0
701788294,0
701788296,0
701788302,4.25118116186889e-06
701788306,0
701788310,2.04881591335114e-06
701788311,0
701788312,0
701788313,0
701788316,8.55951108832748e-06
701788319,0
701788322,0
701788323,1.16195156099081e-06
701788324,0
701788328,0
701788331,2.07540764737338e-06
701788333,2.39325681550312e-06
701788339,4.53062847605385e-07
701788342,0
701788345,3.38962149875623e-06
701788351,1.35858433349583e-06
701788353,0
701788356,9.74154421178948e-07
701788360,2.96059739768784e-06
701788361,9.82510925297968e-06
701788368,3.0238057294517e-06
701788370,0
701788373,0
701788374,0
701788377,0
701788380,0
701788383,0
701788387,4.53062847605385e-07
701788390,0
701788392,0
701788403,0
701788411,5.63361510675037e-06
701788421,0
701788422,0
701788431,0
701788436,0
701788439,5.63361510675037e-06
701788444,0
701788453,3.80306821143333e-06
701788455,0
701788458,5.63361510675037e-06
701788459,5.63361510675037e-06
701788462,5.63361510675037e-06
701788467,0
701788469,4.53062847605385e-07
701788478,0
701788483,0
701788484,5.63361510675037e-06
701788485,0
701788494,5.63361510675037e-06
701788498,5.63361510675037e-06
701788499,0
701788500,5.60727736388144e-06
701788504,0
701788506,0
701788513,1.33945862605218e-06
701788516,3.78690433161514e-06
701788530,1.1450170235037e-06
701788533,0
701788534,0
701788537,0
701788542,0
701788550,0
701788552,7.25441259837537e-07
701788554,4.38230851664008e-07
701788558,2.07540764737338e-06
701788559,8.00755114592771e-07
701788567,0
701788569,4.13730884714644e-06
701788572,0
701788580,1.38421023905574e-05
701788583,3.01879549530844e-06
701788589,0
701788592,0
701788594,0
701788597,0
701788603,1.30173988587519e-05
701788604,3.01879549530844e-06
701788605,9.93618322377507e-06
701788607,3.01879549530844e-06
701788608,0
701788616,3.15269772219414e-06
701788619,3.01879549530844e-06
701788621,3.01879549530844e-06
701788624,0
701788625,1.43386013482778e-06
701788627,0
701788630,0
701788634,1.20901469889827e-06
701788635,0
701788643,0
701788645,1.1049619560825e-05
701788647,0
701788650,0
701788651,1.47378651722669e-06
701788653,7.92525231076958e-06
701788658,0
701788659,0
701788662,1.14007046791621e-06
701788664,1.20901469889827e-06
701788666,1.1049619560825e-05
701788678,3.60322879963925e-06
701788681,0
701788684,0
701788685,0
701788687,0
701788691,0
701788699,0
701788703,2.6056935967811e-06
701788707,0
701788709,9.6632727405907e-07
701788711,3.6081083010526e-06
701788720,0
701788721,0
701788722,1.12648768757226e-06
701788725,0
701788728,0
701788732,1.13841804647904e-06
701788736,9.64286105754878e-07
701788738,7.54734622270656e-06
701788740,0
701788742,0
701788747,0
701788752,0
701788753,4.57301431321666e-07
701788755,0
701788757,8.43973860017933e-06
701788758,0
701788766,0
701788767,3.73117455606324e-06
701788769,0
701788772,0
701788773,0
701788777,0
701788779,0
701788781,1.25809195704234e-06
701788786,9.74959964400016e-07
701788798,1.64140832977169e-06
701788799,0
701788804,4.13664035761607e-06
701788808,8.07657187480572e-06
701788812,0
701788816,3.97672030605193e-07
701788817,0
701788820,0
701788822,0
701788824,1.94643396123455e-06
701788831,1.30443843101922e-06
701788832,0
701788834,3.24087065509204e-06
701788836,1.92373690487796e-06
701788837,0
701788841,8.43973860017933e-06
701788844,0
701788846,3.66810737556744e-06
701788847,3.17931303349076e-06
701788848,0
701788850,1.76097420874392e-06
701788856,0
701788870,1.93752124643416e-05
701788871,0
701788873,5.82501168038623e-06
701788875,1.27683908269549e-06
701788879,1.76097420874392e-06
701788882,0
701788885,0
701788886,0
701788887,1.02260094455754e-05
701788894,0
701788895,0
701788899,0
701788908,0
701788910,0
701788913,0
701788915,2.7321044365827e-05
701788916,1.46961377330258e-06
701788917,0
701788922,4.53253246433856e-06
701788923,0
701788928,0
701788944,1.4272394474538e-06
701788948,0
701788952,0
701788959,1.7646854701669e-06
701788963,9.79454714993526e-06
701788971,3.06428245263502e-06
701788973,0
701788974,0
701788978,3.06428245263502e-06
701788982,0
701788984,3.06428245263502e-06
701788985,0
701788986,3.06428245263502e-06
701788991,9.79454714993526e-06
701788997,0
701788998,0
701789003,0
701789008,1.86852410279796e-06
701789012,3.34823740387355e-06
701789013,0
701789017,0
701789019,0
701789024,0
701789031,0
701789034,3.34823740387355e-06
701789042,8.78694442876122e-07
701789047,0
701789051,0
701789060,1.63978508096033e-07
701789062,0
701789064,1.93834944224611e-06
701789067,0
701789070,1.93834944224611e-06
701789072,0
701789073,1.66033070188032e-06
701789074,1.93834944224611e-06
701789081,0
701789085,0
701789088,0
701789089,3.00651979511604e-06
701789099,0
701789100,0
701789110,3.00651979511604e-06
701789112,2.39325681550312e-06
701789113,0
701789118,0
701789121,0
701789129,3.01269144050599e-06
701789137,0
701789138,0
701789140,0
701789143,1.63255253334835e-06
701789149,0
701789155,3.37354739753052e-06
701789156,9.15852092114437e-07
701789161,0
701789164,0
701789168,0
701789171,0
701789173,0
701789174,0
701789176,0
701789180,1.11209074090922e-06
701789184,0
701789186,3.37354739753052e-06
701789190,3.01269144050599e-06
701789193,0
701789198,1.64685382900304e-06
701789200,3.34823740387355e-06
701789207,1.5897781492541e-06
701789208,2.82919103855781e-06
701789210,1.15053595763977e-06
701789212,9.2713287276489e-07
701789214,0
701789217,0
701789218,5.57806860636264e-06
701789220,0
701789222,9.74959964400016e-07
701789228,2.69040634858006e-06
701789231,0
701789239,2.37442283123424e-06
701789242,0
701789251,0
701789252,1.14039537928573e-06
701789254,1.90114185075756e-06
701789256,3.37354739753052e-06
701789261,0
701789266,2.67434646283889e-06
701789268,0
701789285,0
701789292,0
701789294,0
701789311,0
701789314,0
701789315,0
701789316,0
701789317,0
701789322,0
701789324,1.65551715827512e-06
701789325,0
701789327,0
701789332,5.38677129251774e-06
701789333,0
701789341,0
701789345,0
701789352,9.10156870873241e-07
701789359,0
701789373,0
701789374,1.23178913524401e-06
701789376,0
701789385,0
701789388,2.67434646283889e-06
701789391,1.23178913524401e-06
701789396,0
701789398,1.60648854993367e-06
701789402,2.69040634858006e-06
701789404,0
701789410,3.30097410025891e-06
701789416,0
701789420,0
701789423,5.98033727657789e-06
701789428,5.39573847036068e-07
701789435,0
701789436,5.39573847036068e-07
701789442,0
701789445,0
701789451,0
701789455,1.86564720828669e-06
701789459,5.39573847036068e-07
701789463,0
701789474,5.39316928963383e-06
701789475,1.14288264434099e-06
701789484,5.39316928963383e-06
701789485,0
701789486,1.13902177149143e-06
701789488,1.14233626537138e-05
701789491,0
701789493,0
701789495,0
701789501,0
701789505,9.95262030916952e-07
701789507,8.22434085448013e-07
701789514,0
701789518,0
701789519,8.22434085448013e-07
701789525,0
701789528,5.39573847036068e-07
701789531,3.07358536522193e-06
701789534,3.30097410025891e-06
701789536,1.06350601301089e-05
701789543,4.37607287200824e-06
701789550,1.11209074090922e-06
701789554,0
701789558,0
701789559,0
701789565,8.22434085448013e-07
701789566,3.16740976815001e-06
701789575,0
701789576,1.81894108817733e-06
701789582,1.81894108817733e-06
701789583,1.12200367946432e-06
701789588,6.89460886615357e-06
701789589,6.06226092924633e-06
701789590,6.89460886615357e-06
701789592,0
701789593,0
701789596,5.78860241347992e-06
701789604,0
701789610,0
701789612,0
701789617,0
701789621,0
701789624,8.9093562912148e-07
701789625,0
701789630,1.12206520540838e-06
701789631,3.38321401188045e-06
701789635,0
701789636,5.79946927508205e-06
701789640,0
701789642,0
701789649,0
701789651,0
701789658,0
701789665,8.22434085448013e-07
701789675,3.1505487975449e-06
701789677,1.2111125770882e-06
701789678,1.11209074090922e-06
701789688,1.52462551616359e-05
701789696,3.38321401188045e-06
701789699,1.14356769477016e-05
701789702,1.14356769477016e-05
701789703,1.11779349984415e-06
701789704,8.90806882646211e-07
701789706,5.98033727657789e-06
701789707,1.01444816436274e-05
701789713,7.35143526090363e-07
701789718,0
701789721,2.29934519980891e-06
701789724,3.1505487975449e-06
701789728,2.31417367406979e-06
701789730,0
701789735,0
701789737,0
701789743,8.93341267019355e-07
701789745,1.14233626537138e-05
701789749,0
701789752,0
701789753,5.53140508142871e-06
701789758,0
701789771,0
701789772,5.7493265917251e-06
701789774,0
701789780,0
701789789,4.34819165691641e-06
701789796,5.98418917903616e-06
701789797,1.09807389613723e-06
701789800,1.34843164083566e-06
701789810,1.34843164083566e-06
701789813,8.87158139190961e-07
701789818,0
701789819,0
701789820,0
701789825,5.98418917903616e-06
701789826,0
701789833,2.52696671446495e-06
701789834,1.80477904146703e-06
701789845,0
701789848,0
701789850,0
701789851,0
701789856,0
701789861,1.13654805146656e-06
701789865,0
701789866,1.32075062640878e-06
701789868,1.09991579176688e-05
701789875,0
701789878,2.17252828481216e-06
701789884,8.99386867133881e-07
701789896,0
701789900,7.76538378263382e-06
701789902,8.4396759790957e-07
701789906,0
701789907,1.34843164083566e-06
701789912,8.1941746211847e-07
701789916,6.27426930896451e-06
701789918,1.90593120130965e-06
701789923,9.75507088021332e-06
701789925,1.92694809691736e-07
701789932,8.45742079277774e-07
701789936,2.1817188769564e-06
701789943,2.1817188769564e-06
701789946,4.70177994041934e-06
701789949,8.90241411695547e-06
701789951,1.13018672667072e-05
701789954,0
701789960,1.08579126639589e-06
701789966,0
701789968,3.83819499355563e-06
701789970,2.17252828481216e-06
701789972,2.50331545920952e-06
701789973,0
701789976,0
701789982,1.90733179766847e-06
701789985,2.95652791337194e-06
701789987,1.02889210982792e-05
701789994,0
701789998,0
701790001,3.36007817009506e-06
701790002,1.07103685949735e-06
701790003,3.36007817009506e-06
701790007,4.61866557446328e-06
701790009,1.08282400318115e-05
701790011,6.48122204276398e-06
701790012,2.91329910884514e-06
701790014,1.28890806519717e-06
701790016,1.06984795558023e-06
701790017,2.33574785085469e-06
701790021,0
701790026,0
701790029,0
701790031,0
701790032,0
701790035,0
701790038,2.33574785085469e-06
701790041,4.64830776407798e-06
701790043,3.66710035543454e-06
701790050,0
701790052,0
701790056,0
701790058,0
701790072,1.27030313603152e-06
701790074,0
701790076,2.95723564569624e-06
701790086,3.85834814507851e-06
701790093,1.06814016912287e-06
701790094,1.89462677278567e-06
701790097,0
701790099,0
701790105,1.50520029017916e-06
701790108,0
701790109,1.89462677278567e-06
701790113,1.43809309596381e-06
701790115,2.31991599230173e-06
701790116,0
701790118,0
701790120,0
701790122,3.62059432101094e-06
701790124,1.26312034580682e-06
701790128,0
701790132,0
701790134,0
701790137,1.02239484554661e-06
701790142,1.55704618614424e-06
701790146,0
701790148,4.07891891500977e-06
701790150,1.31642384239821e-06
701790152,1.06575358878767e-06
701790154,7.23890812426476e-07
701790156,7.95747611975541e-06
701790158,2.34227235461134e-06
701790164,2.05777003702332e-06
701790165,1.06935689819052e-06
701790166,1.45399406298601e-06
701790168,1.55170394488525e-06
701790169,5.41103917465203e-06
701790171,4.54944214798554e-07
701790173,1.66776088146166e-06
701790176,1.55704618614424e-06
701790178,1.72805148797148e-05
701790179,1.55704618614424e-06
701790181,2.94866944494535e-06
701790184,1.55704618614424e-06
701790185,1.48622619070597e-06
701790186,1.55704618614424e-06
701790187,1.06575358878767e-06
701790190,0
701790211,5.41103917465203e-06
701790213,2.05777003702332e-06
701790214,2.07841357676972e-06
701790216,1.90441954191034e-06
701790219,2.18701326458133e-06
701790221,1.90441954191034e-06
701790223,1.90441954191034e-06
701790224,1.90441954191034e-06
701790227,1.01877297194294e-06
701790231,1.90441954191034e-06
701790233,3.1365075767555e-06
701790235,1.92485467553601e-06
701790237,2.01216359605499e-06
701790241,0
701790245,3.44009110241903e-06
701790246,1.96927668037845e-06
701790247,1.0524738250903e-06
701790250,9.10685635085074e-07
701790252,4.17540083624644e-06
701790254,1.41706192007228e-05
701790255,0
701790258,4.17540083624644e-06
701790259,1.0524738250903e-06
701790269,4.17540083624644e-06
701790272,4.17540083624644e-06
701790274,1.0524738250903e-06
701790278,0
701790282,0
701790284,0
701790287,0
701790291,4.56655508372126e-06
701790296,9.8994666977741e-07
701790302,1.41706192007228e-05
701790306,0
701790310,9.17318993859573e-07
701790316,0
701790319,4.56655508372126e-06
701790321,1.96927668037845e-06
701790332,0
701790340,0
701790341,9.04963557349377e-07
701790343,7.07194023635693e-06
701790346,3.43935303053796e-07
701790347,3.2036894774714e-06
701790357,0
701790359,0
701790363,1.84782229712099e-06
701790365,0
701790367,9.70762991468239e-07
701790369,9.8994666977741e-07
701790370,7.07194023635693e-06
701790375,6.25346025940974e-06
701790388,1.82454338191122e-06
701790390,8.9616470178225e-07
701790391,1.82454338191122e-06
701790394,3.16601010383844e-07
701790396,0
701790399,2.91021231417619e-06
701790400,9.79720094179756e-07
701790401,0
701790410,4.30171017903726e-06
701790414,0
701790416,0
701790428,9.17318993859573e-07
701790430,9.88422434723392e-07
701790432,3.35865950178815e-06
701790438,9.93379209986116e-07
701790439,1.25750729505179e-06
701790441,9.28438707203793e-07
701790442,8.62203894926531e-07
701790444,0
701790445,0
701790454,0
701790459,2.30263177423037e-06
701790462,1.84782229712099e-06
701790463,2.30263177423037e-06
701790465,8.67877297214604e-07
701790466,1.33213901599898e-06
701790467,3.08174430661619e-07
701790470,1.48915678594771e-06
701790471,0
701790473,0
701790476,1.7148556868601e-06
701790485,1.48915678594771e-06
701790487,6.14539097078494e-07
701790489,0
701790492,4.910328036242e-06
701790494,4.910328036242e-06
701790496,1.7148556868601e-06
701790497,2.01269695460822e-06
701790505,1.67825603067295e-06
701790509,0
701790512,2.26454909556366e-06
701790513,8.38615522703494e-07
701790515,0
701790518,0
701790519,0
701790523,0
701790531,3.03324248629814e-07
701790535,1.67825603067295e-06
701790536,0
701790538,1.48915678594771e-06
701790540,2.26454909556366e-06
701790543,0
701790544,5.24960196362999e-06
701790546,1.58779738508748e-06
701790549,6.10193154046732e-07
701790556,0
701790558,0
701790560,2.44172749921276e-06
701790565,3.07054431445228e-07
701790571,0
701790575,0
701790576,0
701790578,1.47392778173469e-06
701790579,0
701790582,1.40349770697985e-06
701790583,2.86313948273673e-06
701790587,0
701790590,1.40349770697985e-06
701790591,0
701790593,0
701790596,1.40349770697985e-06
701790597,2.87302835256405e-06
701790599,0
701790601,8.15480679374756e-07
701790608,3.38640530185557e-06
701790610,1.03939322244254e-05
701790611,2.00302720947375e-06
701790613,1.40349770697985e-06
701790616,6.36348221753562e-06
701790617,2.87554823358856e-07
701790624,5.33448286033364e-06
701790625,2.04299178440281e-06
701790629,1.37452732773046e-06
701790633,0
701790635,0
701790638,6.36348221753562e-06
701790639,5.66422353405946e-06
701790640,0
701790641,0
701790646,0
701790652,0
701790654,0
701790658,0
701790659,0
701790675,1.42062860474564e-05
701790679,4.58365675978303e-06
701790681,1.37452732773046e-06
701790683,2.87554823358856e-07
701790684,1.96032978155971e-06
701790686,1.33956335594243e-06
701790691,6.19580048494431e-06
701790693,1.54319387017645e-06
701790696,0
701790698,0
701790710,8.11062827105707e-07
701790718,4.82631344779466e-06
701790720,1.45926938110723e-06
701790725,1.44593223664426e-06
701790726,1.41674147272973e-06
701790730,9.94973403420179e-07
701790735,0
701790747,8.07812435084118e-07
701790756,0
701790758,2.19565230253173e-06
701790761,2.74098189913711e-07
701790765,2.0644572288688e-06
701790767,1.38755887882185e-06
701790768,0
701790771,4.70492306650926e-07
701790774,5.85362327036119e-06
701790776,0
701790777,2.56442735260218e-07
701790778,1.56235402373023e-06
701790781,8.08583222739608e-07
701790783,0
701790788,2.37917045535584e-06
701790792,0
701790793,0
701790794,2.35919651220888e-07
701790798,0
701790805,3.64994228703956e-06
701790808,0
701790812,2.15490605788375e-06
701790814,1.18053640971678e-06
701790816,2.02761637386525e-06
701790819,1.03880103513039e-06
701790823,1.95357171779692e-07
701790831,0
701790835,1.76474742554543e-05
701790839,0
701790840,8.04263215233908e-07
701790841,2.04981841954107e-06
701790844,2.04981841954107e-06
701790845,8.96149711797482e-07
701790847,1.03880103513039e-06
701790852,5.84473356798396e-06
701790853,3.28667984309105e-06
701790854,0
701790858,2.21307862282667e-07
701790861,3.38640530185557e-06
701790865,1.03880103513039e-06
701790866,0
701790868,0
701790869,5.56280753741574e-06
701790874,0
701790875,0
701790876,1.97087098044584e-06
701790878,0
701790881,2.73997055212813e-06
701790883,8.04090223187883e-07
701790885,1.99746568358766e-06
701790886,5.56280753741574e-06
701790887,2.29608781466369e-07
701790890,0
701790893,2.00948567102469e-06
701790901,2.30789466915846e-07
701790903,1.13632498762651e-06
701790908,3.97718144786262e-07
701790914,2.41690256769657e-06
701790916,3.15820188138319e-07
701790921,0
701790923,2.07217039632243e-07
701790924,0
701790925,1.64950227324504e-07
701790926,2.37917045535584e-06
701790932,0
701790940,3.40596906403099e-06
701790943,7.88352029928068e-07
701790944,3.40596906403099e-06
701790945,0
701790947,0
701790952,0
701790966,0
701790970,3.97718144786262e-07
701790975,1.54358521579622e-07
701790977,0
701790979,3.89289688467676e-07
701790980,1.64950227324504e-07
701790985,2.24869114145286e-06
701790990,0
701790993,0
701790997,1.56514743375775e-07
701790999,0
701791002,4.75970083960406e-07
701791005,1.59386217224024e-07
701791010,2.33301495774722e-06
701791011,0
701791016,6.59322888994833e-06
701791023,9.13500901294428e-07
701791029,2.28060760748524e-06
701791030,7.79282859038556e-07
701791034,1.59386217224024e-07
701791036,7.44714991619456e-07
701791038,0
701791039,4.25261941964305e-06
701791041,1.99746568358766e-06
701791043,4.26856472154713e-07
701791051,0
701791052,0
701791054,0
701791059,0
701791065,4.75970083960406e-07
701791069,2.28060760748524e-06
701791072,3.2558236536925e-07
701791075,0
701791081,0
701791083,0
701791086,2.32833694638762e-06
701791096,2.32833694638762e-06
701791100,4.85415607376042e-06
701791104,0
701791106,0
701791113,1.05411704257007e-06
701791116,4.39380214390967e-06
701791119,4.39380214390967e-06
701791121,0
701791123,0
701791124,0
701791125,0
701791126,4.69282385357872e-07
701791134,0
701791139,2.4841784360993e-06
701791145,0
701791147,0
701791150,6.61893499467741e-07
701791152,0
701791153,0
701791157,0
701791173,2.29099565710353e-06
701791174,2.32833694638762e-06
701791176,0
701791180,4.69282385357872e-07
701791183,0
701791184,0
701791188,0
701791190,0
701791192,0
701791197,4.69282385357872e-07
701791199,0
701791206,0
701791208,0
701791215,0
701791217,2.46788998302947e-06
701791221,2.41480467635465e-06
701791225,2.72203669815143e-06
701791235,1.91965753592133e-06
701791237,0
701791240,3.31309957016593e-06
701791242,4.69765793328846e-06
701791243,0
701791248,0
701791250,0
701791253,0
701791258,1.20226526705061e-06
701791262,0
701791264,0
701791265,1.20226526705061e-06
701791271,2.15110829105594e-06
701791273,0
701791274,0
701791278,0
701791286,2.46368723763378e-06
701791289,2.73377079654175e-06
701791294,0
701791296,0
701791300,7.29642216110852e-07
701791302,0
701791307,0
701791310,0
701791327,7.34428867039217e-07
701791329,0
701791332,0
701791333,0
701791337,0
701791340,0
701791345,0
701791359,0
701791363,0
701791365,0
701791367,7.34653864994918e-07
701791368,0
701791372,2.47907561636532e-06
701791374,0
701791376,0
701791378,4.69282385357872e-07
701791380,0
701791386,0
701791387,3.01746747431946e-06
701791392,0
701791398,4.20839697943712e-06
701791403,0
701791405,2.96871518288514e-06
701791408,2.47907561636532e-06
701791410,0
701791413,0
701791414,0
