"rid","us_bec_unit_score"
701304541,0.524735617608116
701304744,0.883027606916234
701304812,0.811178159700867
701304986,0.712401408445584
701305163,0.712401408445584
701305244,0.712401408445584
701305463,0.766292559478631
701306086,0.5767355582561
701306205,0.5767355582561
701306237,0.57336867475557
701306280,0.561895389073972
701306314,0.527522101157143
701306342,0.527444052509089
701306365,0.524881597727533
701306455,0.52475023216479
701306533,0.524736039785791
701306603,0.524472131967977
701306721,0.52267254766527
701306784,0.521370898221601
701306885,0.521187425013729
701306970,0.520944334471824
701307032,0.520339696978752
701307209,0.519886854765452
701307455,0.523684913479025
701307771,0.519525498067388
701308174,0.51661075703103
701308428,0.515291056489612
701308495,0.515209774198113
701308656,0.514086373563369
701308803,0.512937758967435
701309184,0.511616179081362
701309209,0.509391802976961
701309241,0.509391802976961
701309401,0.509391802976961
701309548,0.509391802976961
701309587,0.508480130770575
701309588,0.508073894175186
701309692,0.510654439051982
701309713,0.510654439051982
701309807,0.510654439051982
701309847,0.510654439051982
701309919,0.510407729585049
701309941,0.483878357873424
701310053,0.483332346888311
701310073,0.483328322647291
701310247,0.482769810368376
701310346,0.481076797231117
701310419,0.480889287886315
701310501,0.480118505397225
701310509,0.483231550627011
701310529,0.482165035992242
701310618,0.482063787019742
701310838,0.48199888995315
701310956,0.477622977188461
701311061,0.47751807599785
701311071,0.477280587481877
701311285,0.474139873928313
701746017,0.517415851569429
701746606,0.517519777556463
701746689,0.517581746349217
701746883,0.517679550744702
701746925,0.517704971899047
701747059,0.517858891298198
701747264,0.518072919878506
701747272,0.517861706436735
701747515,0.518099767716271
701747632,0.518115475927544
701747850,0.518163429893331
701747977,0.518183756665521
701748001,0.518572237228893
701748065,0.518609228895667
701748263,0.518625121049124
701748457,0.51866000470446
701748617,0.518688910293949
701748772,0.518728154613887
701748855,0.518740025165495
701749372,0.518944602338536
701749374,0.519015688271121
701749377,0.519104989970677
701749886,0.519264919849867
701750020,0.519337180251642
701750405,0.519728540932103
701750615,0.519765182215901
701750719,0.519781016595533
701750743,0.519972019682557
701750803,0.520019080344198
701751418,0.520027239437754
701751480,0.520101585274852
701751587,0.520216762172746
701751687,0.520275664995803
701751738,0.520308671602637
701751806,0.52038630933887
701752421,0.52041220875678
701752705,0.520428534094344
701752743,0.520453168603182
701752834,0.520466709024365
701752970,0.520466797913726
701753341,0.520522947479394
701753529,0.521408989498714
701753543,0.521419460605686
701753590,0.521439141422523
701753595,0.521359773067229
701753597,0.521444718611122
701753625,0.521403184773032
701753763,0.5218339980845
701753834,0.521872850351379
701753946,0.521892188287641
701754023,0.521936097446936
701754206,0.522121178095848
701754372,0.522831379264823
701754514,0.522846343546316
701754546,0.523434070809873
701754547,0.523434152560102
701754882,0.523442080442036
701754988,0.523450582385587
701755180,0.523488886767069
701755304,0.523504475119034
701755608,0.523572542604179
701755736,0.523807407969292
701755815,0.523834305959673
701755920,0.52387495817955
701756015,0.523910005843115
701756037,0.523911036142151
701756101,0.52396591338561
701756116,0.523961166286545
701756195,0.524032919810653
701756571,0.524089534561366
701756795,0.52429824263603
701756829,0.524337647829875
701756992,0.524357753825668
701757335,0.524371120914282
701757381,0.524400859327623
701757388,0.524500872295182
701757607,0.524525406568023
701757659,0.524563894945322
701757784,0.524585351208189
701757979,0.52593737490219
701758143,0.526004019249223
701758481,0.526016852252633
701758931,0.52603036962354
701759064,0.526030868829798
701759082,0.526030868829798
701759248,0.526102009087704
701759307,0.526140229521751
701759353,0.526281381072415
701759548,0.526311316988146
701759870,0.526409023423213
701760069,0.527131151439834
701760082,0.527475726463263
701760389,0.527683951238864
701760449,0.527853785634247
701760512,0.527716220293191
701760520,0.527960520687381
701760542,0.527841549471909
701760578,0.527754114698684
701760742,0.527836958625746
701760747,0.527823303674622
701760778,0.527977303444556
701760807,0.527818665912585
701760818,0.527786334766397
701760819,0.527769951781862
701761103,0.528014935546638
701761298,0.518815529964353
701761377,0.518828471996553
701761393,0.528053895181922
701761499,0.518795070124486
701761555,0.518897970922713
701761603,0.518770539562636
701761627,0.522463944170934
701761643,0.522935784413695
701761649,0.522472553486221
701761654,0.519118024263493
701761824,0.519361983866718
701761879,0.519160006892334
701761910,0.519222119760249
701761916,0.519329371048732
701761921,0.519236874347162
701762186,0.519394546998816
701762254,0.519401528216324
701762313,0.519557251308084
701762323,0.519557413835491
701762380,0.519591861877665
701762575,0.519776327273557
701762593,0.52001331487822
701762609,0.520037276299543
701762674,0.519988087841337
701762676,0.519994613445874
701762695,0.519776658475322
701762732,0.519988321624451
701762789,0.519049211861268
701762893,0.519096012275442
701763409,0.519195268617097
701763517,0.519770228746451
701763608,0.519771437003644
701763850,0.519774610876216
701763889,0.519828460789007
701764031,0.519900478088244
701764571,0.520520928678873
701764650,0.520524913745171
701764876,0.520525347354734
701765213,0.52054224869125
701765249,0.519615080090295
701765314,0.519645783231863
701765466,0.519721799697316
701765569,0.519723773614308
701765590,0.519725705159339
701765677,0.520022628236408
701765714,0.52002281041972
701765761,0.520037555598587
701765797,0.520143522718229
701765801,0.520143522718229
701765910,0.520144165908937
701765978,0.520248839030923
701766021,0.520249503673994
701766041,0.520249660922089
701766252,0.520293311116964
701766432,0.520418766791596
701766524,0.519687057055671
701766626,0.519692744552837
701766718,0.520400220694117
701766857,0.520401521654705
701766897,0.520415363857879
701767050,0.52041692083667
701767173,0.520440226829198
701767221,0.520479714315259
701767717,0.520794410943482
701767747,0.520823874333057
701767788,0.520936575492312
701767853,0.520949154734726
701767869,0.520949154734726
701767972,0.520979671629102
701768024,0.521033568837169
701768128,0.521104251634503
701768237,0.521116661446204
701768350,0.522017215386508
701768359,0.522055623347618
701768404,0.522139848869833
701768453,0.522321263340836
701768672,0.52250942828204
701768680,0.522532188728995
701768767,0.522543413991101
701769108,0.522545203763497
701769201,0.522554670841919
701769292,0.522565140554437
701769298,0.522820869423543
701769300,0.522820869423543
701769378,0.522852458851838
701769398,0.523049260802486
701769561,0.523049260802486
701769813,0.523071339323722
701769820,0.523076730145353
701769957,0.523086839553708
701770088,0.523086918160855
701770259,0.523139939329973
701770316,0.523184932381054
701770594,0.513583638366842
701770690,0.51360532496201
701770731,0.513612016539676
701770735,0.513677343683665
701770787,0.514032771323189
701770795,0.514036421178715
701770820,0.514023963106121
701770869,0.514022557171725
701770886,0.514516374432587
701770911,0.513847199839938
701770935,0.514548537145995
701770944,0.513845527221058
701770945,0.513688165690299
701771082,0.51469387404971
701771190,0.40883964717747
701771228,0.408937396623304
701771258,0.474139873928313
701771348,0.408898764875545
701771356,0.51479167158859
701771373,0.410593659908251
701771411,0.408834654670314
701771504,0.410256298498628
701771513,0.514921309618134
701771573,0.410489438654596
701771576,0.406119179905667
701771696,0.406130553733439
701771730,0.407587316095277
701771763,0.407403731524092
701771767,0.407618125549983
701771828,0.407786526107911
701771853,0.407733611509941
701771861,0.407698797418104
701771877,0.408721194398028
701771883,0.407631743185802
701771903,0.408783300441411
701771932,0.408798869522315
701771942,0.407387746478637
701771973,0.407697566912227
701771990,0.407640012518464
701772012,0.406933099515612
701772018,0.406676872783712
701772026,0.406662980664286
701772033,0.406992973928555
701772066,0.407138957858656
701772070,0.406662980664286
701772113,0.406661998783753
701772143,0.407099933925806
701772154,0.406342576728615
701772185,0.406330167552345
701772190,0.406221702987953
701772202,0.406657970154448
701772205,0.406357867537798
701772231,0.407098629708541
701772254,0.407096678508106
701772279,0.40642133486344
701772285,0.406391652828342
701772289,0.406657239549823
701772329,0.406416915862865
701772344,0.406416915862865
701772370,0.406622554359548
701772381,0.406418714624027
701309684,0.180646150309291
701309686,0.179165254860724
701309702,0.184939289558129
701309706,0.0878457513143475
701309707,0.0867283751734196
701309708,0.179165254860724
701309766,0.0896871150982826
701309771,0.174767645723774
701309782,0.092076544558394
701309785,0.171714709665152
701309788,0.171542832336554
701309796,0.0926889834052281
701309809,0.0936195203572567
701309841,0.0946203446672921
701309852,0.1675178665499
701309900,0.0962285554251356
701309923,0.166935320529971
701309936,0.166935320529971
701309996,0
701310028,0
701305667,0
701305685,0
701305705,0
701305710,0
701305769,0.529723233194275
701305928,0.529723233194275
701305963,0.529564034122459
701306031,0.528585321850233
701306069,0.527925022854313
701306108,0.527146103945968
701306151,0.527122012876004
701306159,0.527105316808263
701306176,0.527105316808263
701306220,0.52707661114104
701306239,0.52705604742998
701306279,0.52699146089422
701289848,0.396654174008592
701289855,0.396654174008592
701289861,0.396654174008592
701289869,0.390125583223654
