"rid","us_nbac_2021_fire"
701288865,1.27826135088948
701288867,0.26793411666153
701288875,0.603134159365703
701288879,2.21080867884814
701288881,0.424067419087605
701288895,0.685689160606047
701288897,1
701288919,0.322466924957159
701288921,0.603134159365703
701288933,0.821231670877338
701288935,1
701288944,1
701288946,0.954563611032764
701288956,1
701288958,1
701288963,0.469691115025446
701288965,0.486923182797581
701288971,0.617150813606919
701288973,3.12076482191299
701288975,63.1900350249931
701288977,1
701288983,1
701288985,1
701288992,8.48529662128306
701288994,0.701930101798965
701288996,1
701288998,0.804941879512668
701289005,1
701289007,1
701289018,13.6024060750097
701289020,1
701289021,8.48529662128306
701289028,1.73170647024347
701289031,1
701289036,0.640166677323477
701289038,1
701289045,9.84092456371567
701289047,0.0870126989939785
701289052,1
701289054,1
701289065,8.48529662128306
701289069,0.957216894609092
701289073,1.12323959502146
701289075,1.02458404563543
701289083,0.593474608698842
701289085,8.48529662128306
701289088,9.84092456371567
701289089,0.512821733262304
701289094,1.12323959502146
701289096,0.320744609362469
701289100,9.84092456371567
701289103,1
701289105,0.957216894609092
701289106,1.5930505345331
701289107,0.512821733262304
701289109,9.84092456371567
701289111,9.84092456371567
701289118,0.604643475078805
701289120,1
701289130,1.5930505345331
701289136,16.8674363103667
701289139,0.961658969400075
701289141,0.511263849219677
701289143,0.97999803249089
701289151,1.22596556245694
701289154,9.84092456371567
701289157,0.485667717228156
701289159,9.95959250723638
701289160,16.8674363103667
701289164,1.73170647024347
701289165,1.22596556245694
701289175,1
701289176,2.21225157655525
701289178,16.8674363103667
701289181,1
701289190,1
701289191,1.22596556245694
701289193,1.33933133127968
701289196,1.29969687778445
701289200,1.29969687778445
701289217,0.961658969400075
701289219,1.22596556245694
701289224,0.0870126989939785
701289226,1.29969687778445
701289232,0.961658969400075
701289246,0.675123047831224
701289249,1.29969687778445
701289250,16.8674363103667
701289262,0.938226703436221
701289263,1.13377262082284
701289266,1.29969687778445
701289271,0.994282106952197
701289272,1.29969687778445
701289277,0.95929913700836
701289283,0.961658969400075
701289285,0.961658969400075
701289288,0.956293391639761
701289290,0.792426504937314
701289293,1.12516118119282
701289295,1.12516118119282
701289298,0.675123047831224
701289306,0.694041088371394
701289312,1.22758729889443
701289317,0.719928737971942
701289319,0.930882446512014
701289320,0.938226703436221
701289324,0.587762925793453
701289326,1.12516118119282
701289335,2.45726197875085
701289337,0.931526040442629
701289340,0.694041088371394
701289342,0.994873097398836
701289343,1
701289344,1.65104857444831
701289348,0.938226703436221
701289351,1.65104857444831
701289355,0.117283184542875
701289363,0.994873097398836
701289375,0.994873097398836
701289381,0.938226703436221
701289383,0.725657707981728
701289387,0.675123047831224
701289390,0.938226703436221
701289392,0.994873097398836
701289399,0.675123047831224
701289402,1.65104857444831
701289404,0.694041088371394
701289406,18.6805869087487
701289408,0.836307105154038
701289415,1
701289416,0.992682215227798
701289418,0.875785928453115
701289424,0.875785928453115
701289426,1
701289427,0.117283184542875
701289430,0.320450051695452
701289432,0.793208745054604
701289433,12.3714338415862
701289435,0.965806686648298
701289440,2.45584863391618
701289446,0.117283184542875
701289448,0.875785928453115
701289455,0.812402633749724
701289459,1
701289461,0.812402633749724
701289469,5.93996587740871
701289476,0.571815665488383
701289480,0.458365795465083
701289488,0.6945129278111
701289490,0.722898682132334
701289491,1.84324455672431
701289496,0.722898682132334
701289500,0.722898682132334
701289501,1
701289509,0.952109636669136
701289511,0.572155883112764
701289513,2.62563913455683
701289515,1.84324455672431
701289520,0.987811034334956
701289522,1.93448179552103
701289525,2.45584863391618
701289529,0.722898682132334
701289533,1
701289541,2.45584863391618
701289542,0.722373934686719
701289543,0.722898682132334
701289545,0.780483852249818
701289552,0.722898682132334
701289553,0.485634276800704
701289563,0.935784219350524
701289567,1
701289569,1.84324455672431
701289571,0.782598793459198
701289575,1
701289577,0.782598793459198
701289585,1
701289591,1.4211938667482
701289596,1.4211938667482
701289607,0.749155665691889
701289611,5.93996587740871
701289616,5.93996587740871
701289621,0.749155665691889
701289623,0.806544961011739
701289624,0.783125412543108
701289625,0.889513206317769
701289629,0.794109275100633
701289635,0.794109275100633
701289641,0.790892060117494
701289647,0.794109275100633
701289652,0.790892060117494
701289657,0.83993294187237
701289659,1
701289664,0.815905786543506
701289666,0.661056495906656
701289672,0.661056495906656
701289675,0.855169787026142
701289680,0.855169787026142
701289685,0.855169787026142
701289687,1
701289688,0.815905786543506
701289691,0.99424155729724
701289692,1.5069966038507
701289693,1
701289700,0.840700082055228
701289702,1
701289707,1.58389506985878
701289711,0.85928439324213
701289712,0.429529030628675
701289717,0.862022427178844
701289719,1
701289720,1
701289726,0.995429667718737
701289728,1.58389506985878
701289730,0.84298234706894
701289731,0.504974493503356
701289741,1
701289743,0.815905786543506
701289745,0.859847010675304
701289747,1.38764135223076
701289753,1
701289767,0.85295838467381
701289773,0.898917328992371
701289775,0.580667439391477
701289778,2.07951370237653
701289780,0.26346617399989
701289782,0.978506433372034
701289785,0.85295838467381
701289786,3.89437797858191
701289789,1
701289793,1
701289794,1
701289795,0.525954282464683
701289797,2.07951370237653
701289804,0.701930101798965
701289806,0.876162582761297
701289808,1
701289815,1
701289819,1
701289822,1
701289826,1
701289827,0.85339213371676
701289828,2.90347504578497
701289831,7.49741109174753
701289832,0.815905786543506
701289841,1
701289843,0.85339213371676
701289848,0.870076190066511
701289853,1
701289855,0.870076190066511
701289858,1
701289861,0.870076190066511
701289867,0.719471660016089
701289869,0.871643735521546
701289870,0.751836692220116
701289872,1
701289876,0.96014670636042
701289878,0.86309661082584
701289886,2.07951370237653
701289888,0.96014670636042
701289894,1.24334412498418
701289897,0.96014670636042
701289904,0.86309661082584
701289908,0.212937534292758
701289913,1.48515488984191
701289920,1.48515488984191
701289925,1.08259248656359
701289928,930.103457472045
701289934,1.48515488984191
701289937,1.24334412498418
701289938,0.667024994936602
701289943,0.86309661082584
701289945,0.573708570187317
701289946,0.853363234604047
701289950,1.08259248656359
701289954,1.24334412498418
701289955,1.08259248656359
701289957,0.0751983518991445
701289958,1.08259248656359
701289963,1.08259248656359
701289964,1.08259248656359
701289967,1
701289969,1
701289971,1.08259248656359
701289974,1.08259248656359
701289975,1.08259248656359
701289976,1.08259248656359
701289978,1.08259248656359
701289988,0.887292065307126
701289996,0.887292065307126
701289999,1
701290002,0.96014670636042
701290004,1
701290007,0.859965438458685
701290015,0.0854975808661581
701290017,2.56583465952783
701290024,0.297315041556559
701290027,0.297315041556559
701290028,0.859965438458685
701290030,0.617881725746744
701290032,0.297315041556559
701290035,0.297315041556559
701290039,0
701290041,0
701290046,0.861191036922033
701290049,0.0905833670942858
701290052,0.897327766185449
701290056,0.801266494109913
701290058,0.99309676448642
701290062,0.858314783823618
701290063,0.797440482801332
701290065,0.210980975342558
701290067,0.217513831554958
701290069,0.159334108709917
701290071,0
701290075,0.297315041556559
701290077,0
701290079,0.617881725746744
701290087,0.988778116367739
701290092,0.297315041556559
701290098,930.103457472045
701290100,1
701290101,0
701290102,0.54836605096386
701290103,0.857367176086877
701290109,0.857175470565896
701290113,1.9070956735079
701290115,1.9070956735079
701290117,0.797440482801332
701290121,0
701290122,2.23620166244369
701290124,0.859502383658836
701290126,0.946794194548582
701290127,0.887292065307126
701290129,2.39454188901296
701290130,2.14749889049038
701290132,0.868152999178496
701290136,2.16157661278355
701290138,0.868152999178496
701290139,2.23620166244369
701290140,4.19871541055761
701290150,2.39454188901296
701290166,0.862382415289062
701290167,2.39454188901296
701290169,2.39454188901296
701290171,0.868152999178496
701290174,2.39454188901296
701290178,2.39454188901296
701290183,11.3068084101393
701290190,11.3068084101393
701290200,0.863680502934144
701290209,0.000418212673302194
701290212,11.3068084101393
701290215,2.39454188901296
701290218,0.809415031677018
701290219,0.868152999178496
701290221,0.863260402630804
701290225,0.297315041556559
701290227,1.59511242782115
701290228,11.3068084101393
701290231,0.950430082321559
701290233,0.297315041556559
701290235,0.863741188468219
701290240,11.3068084101393
701290248,1.59511242782115
701290250,0.863741188468219
701290256,1.59511242782115
701290261,9.66285475851642
701290265,0
701290268,11.3068084101393
701290272,0.195290725235774
701290280,145.992786016304
701290282,0
701290287,1.92590905768716
701290289,1
701290291,0.869264635252573
701290292,1.92590905768716
701290293,18.3788870543256
701290296,1.6265527108036
701290298,0.809415031677018
701290301,0.72338376985017
701290304,0.297315041556559
701290307,0.226736018908336
701290308,1.59457535635234
701290310,1.59511242782115
701290311,0.00298616161859648
701290317,9.66285475851642
701290323,1.92590905768716
701290326,0.226736018908336
701290327,9.66285475851642
701290328,1.2590973589663
701290330,0
701290331,0.229175497387587
701290332,0.596808466080224
701290334,0.306929004096084
701290340,0.88094147652633
701290344,1
701290347,0.715571697918912
701290354,0.950430082321559
701290356,0.0214963811153454
701290357,0.196919229460289
701290359,0.71279507712678
701290366,1
701290369,0
701290374,0.112939078454666
701290375,0
701290376,1.24492113036395
701290377,0.0732497145903911
701290384,0
701290385,0.297315041556559
701290387,1
701290390,1.00459834658325
701290396,0.636957375359895
701290403,1.35587899086939
701290404,1
701290406,0
701290411,0
701290423,0.874497945762968
701290425,0
701290436,0.809415031677018
701290438,0.432128576862505
701290440,0
701290449,1
701290451,0
701290452,0.823407676804942
701290454,1.24492113036395
701290457,0.432128576862505
701290462,0
701290464,0
701290471,0.369192187266018
701290475,0.432128576862505
701290476,0.368832155927144
701290485,1.24492113036395
701290486,0
701290489,0.254601376757323
701290490,0.370610321647837
701290492,13.3387601213491
701290496,0.943335356792842
701290499,0
701290506,0.536640979738034
701290513,0.540552357581903
701290515,1
701290518,1.24492113036395
701290520,0
701290522,0
701290531,0
701290535,0.540552357581903
701290541,0
701290542,0
701290544,1.35587899086939
701290545,13.3387601213491
701290549,0
701290551,0
701290555,13.3387601213491
701290557,0
701290560,0
701290563,1
701290567,13.3387601213491
701290571,0.099099033603095
701290579,0.412032647870596
701290580,0.540552357581903
701290582,0.0285881610136218
701290583,0.540552357581903
701290588,1.24354008085412
701290597,0.00803677330696311
701290598,0.636957375359895
701290600,0.540552357581903
701290607,0.55321459627608
701290617,1.24354008085412
701290619,0.0285881610136218
701290620,0.885923155652187
701290622,0.55321459627608
701290623,0.500318565454827
701290627,1.24354008085412
701290633,1
701290635,0.887799634313772
701290637,0.451110979113635
