"rid","us_nbac_2021_fire"
701290640,0.55321459627608
701290647,1
701290649,0.124363743796533
701290652,0.0285881610136218
701290654,0.451110979113635
701290656,1
701290658,0.768521860970916
701290661,0.768521860970916
701290679,0.55321459627608
701290691,0.16032882879175
701290695,0.412032647870596
701290696,1
701290703,0
701290706,0.562819771704163
701290710,0
701290711,0.888351899944961
701290728,0
701290734,0.471769352087445
701290738,0.471769352087445
701290740,0.412032647870596
701290755,13.3387601213491
701290757,1.67141336183316
701290758,1
701290765,1
701290767,0.888351899944961
701290771,0
701290784,0
701290785,0
701290787,0.16032882879175
701290789,0.446926522135293
701290791,0
701290793,0.356521565958898
701290795,0
701290799,0.356521565958898
701290802,0.458803313518589
701290804,0
701290808,29.1895765798696
701290809,0
701290817,0
701290819,0.562819771704163
701290821,0.889727292084695
701290831,0.46345899293384
701290834,0.963095160368749
701290835,0
701290837,0
701290838,0.896852565889977
701290844,0.562819771704163
701290845,0
701290847,0
701290856,0
701290861,0
701290865,1
701290867,0.851913432279536
701290868,0
701290875,0
701290880,0
701290882,0
701290888,0.889727292084695
701290890,0.16032882879175
701290892,0.0522707359583868
701290901,0.458803313518589
701290905,0
701290908,0.921018973896078
701290911,0
701290913,0.55321459627608
701290914,0.458803313518589
701290916,0.921018973896078
701290919,0
701290923,0
701290934,0
701290947,0
701290950,0
701290956,0.562819771704163
701290959,1
701290961,1
701290963,0.469087759869624
701290964,0
701290966,0.136545031579685
701290969,7.61445551855912
701290971,1
701290976,0
701290977,0
701290981,0
701290985,0
701290992,5.01700607270429
701290996,0
701290998,0.469087759869624
701291001,0
701291005,19.6514551068845
701291007,0
701291013,0.385110022547733
701291017,0
701291028,0
701291029,0
701291030,0
701291034,0
701291038,0.883165744586076
701291039,0.385110022547733
701291040,4.24161446917371
701291041,0.591014184344282
701291044,0.591014184344282
701291048,0
701291052,0
701291054,0
701291055,0
701291062,1
701291069,0
701291077,0.591014184344282
701291079,0.982018986341783
701291081,1
701291089,0
701291094,1.77020912983341
701291097,0
701291105,0.384208769030197
701291110,1
701291113,0
701291116,1
701291117,0
701291123,0
701291125,0
701291131,0
701291133,0
701291138,1
701291143,0.222018792764453
701291144,0
701291146,0
701291148,0
701291152,1.18542883396366
701291155,0
701291156,0
701291158,0
701291173,0
701291178,3.67538318829097
701291181,1
701291183,0
701291193,0
701291195,1
701291196,0.889727292084695
701291198,1
701291199,0
701291200,0
701291207,0.381098825868661
701291208,0.972289155835075
701291212,0
701291217,0
701291219,0.283629016564065
701291225,0
701291229,0
701291230,0.283629016564065
701291236,1
701291237,0
701291239,0
701291247,0.437579726749309
701291251,0.55321459627608
701291253,5.75113932646884
701291257,1
701291259,1.56976585157847
701291266,0.599250325681903
701291268,0
701291274,0
701291277,5.75113932646884
701291287,0
701291290,0.00619368916427354
701291293,0
701291295,0.336654226682308
701291303,0.697354926485145
701291304,0.00619368916427354
701291305,0
701291306,3.78484124236951
701291309,0.8673391878615
701291311,0.0398515186586897
701291313,0
701291318,5.75113932646884
701291329,0
701291331,0.00553693830847413
701291335,0.336654226682308
701291336,0.052409458493606
701291344,0.052409458493606
701291347,0.283629016564065
701291348,0.539387578284622
701291352,0.964145894768536
701291354,0
701291356,0.281892066772802
701291358,0.0338044939539627
701291359,0.0379895487791861
701291360,0.0338044939539627
701291363,3.78484124236951
701291365,1
701291368,0.437368188152715
701291384,0.0348952024628587
701291386,0
701291388,0.890715787447311
701291400,0.0338044939539627
701291404,1
701291408,0.0338044939539627
701291410,0
701291412,5.75113932646884
701291418,0.437368188152715
701291433,0
701291437,0.711810090728251
701291443,0
701291446,0
701291448,1.04451770165507
701291450,0.890715787447311
701291453,0
701291462,0
701291465,3.78484124236951
701291472,0
701291476,0.281892066772802
701291477,24.4835416084251
701291483,0
701291485,0
701291490,0
701291496,5.75113932646884
701291499,5.75113932646884
701291504,0.0318913807497167
701291507,1.33413486023248
701291510,5.75113932646884
701291511,24.4835416084251
701291519,0
701291521,0
701291523,0
701291524,0
701291529,1
701291530,1.2683876268757
701291533,0.471761685491242
701291534,1
701291536,1.28114637806567
701291546,0
701291548,0
701291553,0.900578408916888
701291555,1
701291560,0
701291562,0
701291565,0.58340237296067
701291567,19.6514551068845
701291569,1.15839220544978
701291574,0
701291576,1.13820686272414
701291577,1.19199688059449
701291578,0
701291579,0
701291588,1.15839220544978
701291593,1.19199688059449
701291595,1.0896809842322
701291599,0
701291600,1
701291602,1.23703474144034
701291604,1
701291607,1.0935013700065
701291608,0
701291610,0.336654226682308
701291612,1.0935013700065
701291614,1.13820686272414
701291617,0
701291620,0
701291623,0
701291625,0
701291629,1.796263145948
701291631,0.818039660289508
701291632,0.0318913807497167
701291634,0.0350623463093264
701291644,1
701291646,1.0935013700065
701291648,0
701291650,0
701291654,0.425556758821671
701291661,0.324794917082738
701291662,0.56875436109274
701291666,0.55321459627608
701291668,1.08111313327558
701291673,0
701291675,0
701291683,0.711810090728251
701291693,0
701291694,1.00000000084557
701291696,1
701291700,0
701291702,0.411716985648384
701291703,0
701291708,0.647332035921127
701291711,0.60573106090034
701291713,0
701291719,24.4835416084251
701291722,0.634091688195156
701291723,0.033336185732518
701291725,0
701291727,0
701291728,1.13820686272414
701291730,1
701291732,3.78484124236951
701291734,1.15839220544978
701291735,0.926662590342029
701291737,1
701291739,0.472667650199708
701291743,0
701291745,1.00000000038125
701291747,0.406200201530785
701291751,0
701291754,0.926662590342029
701291766,0
701291767,0.999322547795165
701291769,1.095407112823
701291787,0
701291795,0
701291801,1.0896809842322
701291805,0.0319714312740441
701291810,0
701291814,0
701291816,0
701291819,0
701291821,0
701291828,0
701291830,0
701291853,0
701291855,0
701291856,0.0804300580689602
701291874,0.826039779062594
701291879,0
701291880,1.08111313327558
701291881,0
701291883,0
701291885,0
701291886,1.2156516919093
701291887,0
701291897,0
701291899,0
701291900,0
701291905,0
701291907,0
701291909,0
701291910,0.829929069593137
701291911,0
701291918,0
701291919,0
701291923,0.405870862399214
701291925,0
701291931,3.99364710117326
701291939,1.08111313327558
701291940,0.0621121563965734
701291942,0
701291949,0
701291961,0
701291963,0
701291971,0.514742091479115
701291978,0
701291980,0.834022602588993
701291983,0
701291989,0
701291995,0
701291997,0
701291999,0
701292004,0
701292005,0.0610124197793818
701292007,0.344192355464117
701292013,0
701292015,0
701292017,0
701292021,0
701292033,0
701292036,0
701292039,1.07034677601746
701292041,0.191026257695066
701292049,1
701292051,1.08111313327558
701292054,0
701292056,0
701292063,0
701292069,1
701292070,1.11686094869901
701292074,0.834022602588993
701292076,1
701292086,0.837125527094942
701292089,0
701292096,0.0915812093366469
701292107,0.121906518771663
701292110,0.0909933851181808
701292112,0.0473665107679209
701292118,1.11309892856824
701292126,1.11309892856824
701292129,1.02443272160267
701292131,0.862915829007874
701292134,0.862915829007874
701292135,0.127203251180223
701292136,1.03397551176203
701292137,1.02443272160267
701292145,0
701292147,0
701292148,0
701292150,0
701292151,12.3298101799158
701292154,0.862915829007874
701292157,0.0905093663952627
701292159,0
701292162,0
701292164,1.02443272160267
701292165,0
701292166,0.862915829007874
701292167,0.125878587324553
701292168,0
701292170,0
701292172,0
701292174,0
701292175,0
701292182,0.130013882679514
701292184,0.177701531693333
701292186,0
701292197,0
701292200,0
701292203,0.131768105243348
701292205,0.281892066772802
701292208,0
701292210,1.03397551176203
701292216,0
701292218,0
701292219,0
701292228,0
701292232,0.137047783028262
701292236,0
701292237,0
701292239,0
701292240,0
701292246,0.085010203871892
701292248,0.583790135805354
701292252,0.837125527094942
701292254,1
701292259,0.583790135805354
701292260,0.139166664530854
701292262,0
701292274,0
701292276,0
701292280,0
701292285,1
701292289,0.837580983708291
701292292,0
701292298,1
701292301,0.583790135805354
701292305,0
701292306,1
701292311,1
701292314,0
701292320,0
701292325,4.89956109056829
701292327,0.141308012857716
701292328,0
701292329,1
701292331,1.03397551176203
701292337,0
701292343,966.113040829352
701292347,0.145140765815768
701292349,0.859203276494554
701292353,1
701292357,1
701292360,1.62488174081194
701292361,0.157288674630125
701292364,1.65018684945319
701292369,1.35135017376494
701292370,1.65018684945319
701292371,1.65018684945319
701292372,1.65018684945319
701292377,0
701292379,0.982445907092676
701292382,0.17012628001348
701292385,0.161591020752016
701292389,0
701292390,0
701292395,0
701292396,1
701292397,0
701292398,0
701292399,1
701292401,0
701292417,0
701292431,0
701292432,0.900077419229901
701292433,0
701292438,1
701292439,0.514742091479115
701292441,0.102663124414778
701292444,0
701292446,0.246109996993955
701292449,0
701292452,0.255207394004138
701292453,0.263652275066304
701292454,1
701292457,0
701292460,0
701292462,0
701292466,0
701292467,0
701292469,0
701292478,1
701292482,0.253740278912379
701292502,0.900077419229901
701292504,0
701292513,0
701292514,2.12756382895557
701292518,0
701292521,1
701292523,0.981667531702897
701292535,0
701292537,0
701292540,0
701292552,1
701292560,1
701292561,0
701292565,0
701292572,0.700403697078434
701292574,0
701292579,0
701292581,0
701292583,0
701292586,0
701292587,0
701292593,0
701292595,1.65018684945319
701292600,0.235952933814591
701292612,1.65018684945319
701292614,0
701292621,0
701292622,0
701292624,0
701292626,0
701292630,1
701292637,0
701292644,0.418024827298196
701292645,0
701292648,0
701292649,0.0563425478747871
701292652,0
701292657,0
701292660,0
701292664,0
701292666,0
701292668,0.685380187599948
701292671,0.386825180482761
701292676,0.380701788270377
701292681,0
701292683,0
701292684,0
701292685,0
701292686,0
701292688,0
701292696,1.65018684945319
701292699,1.65018684945319
701292703,0.685380187599948
701292706,0.113337900027118
701292715,1.49459212089922
701292720,0
701292722,0
701292726,0.685380187599948
701292728,0
701292730,0
701292732,1.49058403120548
701292733,0.841901610072229
701292742,0
701292744,0
701292746,0
701292753,0
701292756,0
701292764,1
701292774,0
701292776,0
701292781,1.02443272160267
701292783,0.237252084887481
701292785,0.0282274630672257
701292788,1
701292790,0
701292792,0.982792585876226
701292793,0.710472559079031
701292800,0
701292805,0.166118468789454
701292807,0.185770770095865
701292814,0
701292816,0
701292818,0
701292821,0
701292822,0
701292828,0
701292841,0.685380187599948
701292844,0.734762014994079
701292846,0
701292857,0
701292858,0
701292860,0
701292862,0
701292865,0
701292869,0
701292872,0
701292879,0
701292883,1
701292887,5.66827840829364
701292892,0
701292894,5.66827840829364
701292901,0.459434929359239
701292903,0
701292904,0.734762014994079
701292907,1.1127212818041
701292916,5.66827840829364
701292917,0
701292918,1
701292920,0.328604068303298
701292923,0.58098109266046
701292924,0.604371140670704
701292926,0.856191706488388
701292927,0.561279784871238
701292930,0.459434929359239
701292932,1.1127212818041
701292935,0
701292941,0
701292948,0.685380187599948
701292949,1.00000000031113
701292951,1
701292953,0
701292960,0.734762014994079
701292962,0.734762014994079
701292969,0
701292972,0.0573527334419833
701292976,0
701292977,0
701292980,0
701292983,0
701292986,0.852103375825436
701292988,0.734762014994079
701292989,0.561482855002985
701292991,0.0573527334419833
701293012,0
701293015,0.827715877250138
701293017,0
701293020,0
701293022,3.69210537907792
701293027,0
701293029,0
701293034,0
701293036,0
701293038,0
701293041,0.669702507625615
701293048,0.346445436785376
701293055,0
701293058,0
701293066,0.425607094198324
701293067,0.567940436658747
701293072,0
701293073,0
701293074,0
701293076,0
701293079,0
701293082,0.327020806024005
701293088,0
701293089,33.0790261458102
701293091,0.425607094198324
701293093,0.338597253092381
701293097,1.00000000013062
701293099,0.425607094198324
701293100,0.373955384638849
701293102,0.581668363423088
701293103,0
701293106,1
701293108,1
701293116,33.0790261458102
701293122,0
701293125,0.343912105948625
701293127,1
701293129,0
701293131,0.172922647444321
701293134,0
701293137,1
701293138,0
701293140,0.573576045606748
701293142,0.669702507625615
701293145,0.900077419229901
701293149,0
701293153,0.450910032077706
701293154,0.56725714166999
701293157,0.547750927732464
701293159,0
701293163,1
701293164,0.547750927732464
701293166,0.992847938137788
701293168,0.459434929359239
701293169,0.547750927732464
701293170,0.480269508998155
701293172,0.450910032077706
701293173,0
701293177,33.0790261458102
701293179,0.493186430735832
701293191,0
701293197,0.480269508998155
701293205,0
701293207,0
701293208,0
701293210,0
701293215,1.65299122152956
701293217,0.50312834694438
701293219,0
701293221,1.1127212818041
701293223,0.0718339992407732
701293226,0.00597337942293708
701293229,0
701293230,0
701293232,0.431873527483972
701293241,0
701293245,1
701293248,0
701293250,0
701293253,0
701293255,0
701293259,0.422618926351804
701293262,1.73387305570888
701293264,0.827715877250138
701293266,0
701293270,0.422618926351804
701293272,1.73387305570888
701293283,0.395621705830861
701293286,0.513342648488215
701293287,1.65299122152956
701293289,0
701293291,0
701293293,0
701293295,0
701293298,0
701293302,0
701293304,0
701293305,0.088305164934329
701293306,0
701293307,0
701293310,1
701293323,1.65299122152956
701293326,0
701293328,0
701293332,33.6393493860454
701293336,0
701293343,1
701293358,0
701293360,0
701293369,1
701293371,1.23291886444829
701293373,0
701293375,0
701293377,0
701293394,0.355996301112287
701293395,0
701293398,0
701293415,0
701293427,0
701293429,0
701293431,0
701293435,0.395621705830861
701293437,0.543354014459667
701293449,0
701293452,0
701293466,0
701293476,0
701293483,1.32900165327838
701293492,0.368973012510735
701293494,0.231696194859823
701293495,0
701293498,0
701293500,0
701293505,0
701293514,0
701293518,0
701293523,0
701293524,0.286409959070188
701293525,6.02902762725662
701293529,0
701293531,0.827715877250138
701293532,0
701293537,1
701293540,1
701293542,0
701293547,0
701293552,1.32900165327838
701293558,7956.43900308602
701293562,0.286409959070188
701293564,1.32900165327838
701293566,0.827715877250138
701293572,1
701293574,0.327020806024005
701293578,1.47989218808994
701293585,0
701293587,0
701293595,0
701293605,1
701293606,0
701293614,0.327020806024005
701293617,0
701293619,0
701293624,0
701293635,0
701293637,0
701293639,0
701293640,0
701293641,0
701293647,1
701293651,0
701293653,0
701293659,0.830026188079918
701293661,1
701293662,7956.43900308602
701293666,0.286409959070188
701293676,0
701293678,0
701293681,7956.43900308602
701293684,0
701293686,0
701293694,0.705886788189176
701293696,1
701293704,1
701293705,1
701293709,7956.43900308602
701293714,0
701293717,0
701293720,1
701293725,7956.43900308602
701293732,0
701293738,0
701293740,0
701293743,0.0031574810060681
701293745,0
701293748,0
701293749,0
701293752,10.5341706840682
701293754,7956.43900308602
701293755,0.78130417135759
701293757,1
701293760,0
701293763,0
701293764,0
701293766,0
701293770,9.03114664519751
701293771,9.03114664519751
701293780,0
701293782,0
701293783,9.03114664519751
701293784,0
701293788,0
701293799,0
701293803,0.106786448857558
701293805,2.16004859297467
701293809,0.0853607607305403
701293811,0
701293812,0
701293817,0
701293819,0
701293821,0
701293826,0
701293827,0
701293829,0
701293832,0
701293833,0
701293834,0.0853607607305403
701293839,0
701293847,0
701293851,0
701293852,1
701293853,0
701293855,0
701293857,0.832960984806148
701293860,0
701293867,0
701293868,0
701293869,0
701293874,0.00188407753748048
701293875,0
701293880,0
701293882,0
701293886,0
701293888,0
701293889,0
701293890,0
701293891,0
701293893,0
701293898,0
701293904,0
701293911,0
701293930,0
701293932,0
701293934,0
701293943,0
701293946,0
701293948,0
701293950,0
701293953,0
701293955,0
701293957,1
701293959,0
701293961,0
701293963,0
701293965,0
701293972,0.845373631651115
701293974,1
701293977,0
701293980,0
701293981,0
701293984,0
701293985,0.00188407753748048
701293996,0
701293998,0
701294002,1
701294004,0.0853607607305403
701294006,0
701294008,0
701294011,1
701294013,0.832960984806148
701294016,0.00188407753748048
701294028,0.00186054206199601
701294029,0
701294030,0.0853607607305403
701294032,1
701294035,0
701294046,1
701294048,1.00933923999181
701294055,33.6393493860454
701294069,0
701294073,0
701294074,0.281610693078086
701294076,0
701294079,1
701294081,0
701294083,0
701294088,0
701294093,1.00536347905315
701294098,0.00162510239300197
701294100,0.0853607607305403
701294102,0
701294103,0
701294116,0.0853607607305403
701294121,7956.43900308602
701294123,1
701294125,1
701294127,0.833080421775451
701294129,0
701294131,0
701294135,0.00129067914011856
701294136,0
701294138,0.00129067914011856
701294140,0
701294142,0
701294144,0
701294154,0.380225768269279
701294156,1.00000000004089
701294161,1
701294163,11.9142708602293
701294164,0
701294166,0
701294168,0.00129067914011856
701294173,0.26390934994365
701294175,0
701294177,0
701294181,0
701294183,0
701294186,0
701294188,0.24892502636644
701294192,0
701294194,0
701294195,0
701294203,1
701294206,0
701294214,0
701294216,0
701294220,0.415615074375305
701294221,0
701294224,0
701294226,0
701294236,0
701294237,0
701294242,0
701294245,0.949985598973676
701294246,0
701294252,0
701294259,0.834180065941151
701294268,0
701294270,0
701294272,4.43799996187313
701294274,0
701294275,0
701294277,0
701294280,0.235141296086822
701294287,0
701294294,0
701294298,2.55919894469003
701294300,1
701294303,0
701294305,0
701294307,0
701294313,2.19794382247848
701294315,0
701294317,0
701294319,0
701294321,0.235141296086822
701294331,0.949985598973676
701294333,0
701294335,0
701294336,0
701294338,0
701294340,0
701294341,0
701294351,0
701294356,0
701294358,1.55191875274088
701294363,1.44679792498587
701294369,0
701294370,0.0853607607305403
701294372,1.45787937034771
701294374,4.43799996187313
701294376,0
701294378,0
701294383,0.415615074375305
701294386,0
701294396,0
701294397,1.4491605252046
701294398,0.849820778812302
701294400,0.949985598973676
701294407,0.253541272698942
701294409,1.18244041073888
701294412,0
701294416,0
701294421,0
701294427,0.327020806024005
701294429,0.431873527483972
701294438,1.44679792498587
701294440,1.21432436240837
701294444,1
701294445,0
701294446,0
701294448,0
701294451,1.12140465376597
701294452,1.09527511260184
701294453,0
701294455,0
701294457,0
701294459,0
701294461,0.0231779652803065
701294464,0
701294466,0
701294472,4.43799996187313
701294474,0.415615074375305
701294475,1
701294477,1
701294485,0
701294488,0
