"rid","us_coniferous_2019_cover"
701304541,0.953895704016784
701304744,0.662220902084524
701304812,0.681988628025485
701304986,0.734906978135307
701305163,0.734906978135307
701305244,0.734906978135307
701305463,0.746453722276599
701306086,0.753340926316281
701306205,0.753340926316281
701306237,0.753292817198599
701306280,0.752671040452941
701306314,0.577635295375131
701306342,0.577575724145046
701306365,0.578155890684632
701306455,0.578107187893759
701306533,0.578111647038877
701306603,0.578237287645141
701306721,0.578886220716598
701306784,0.57947622305946
701306885,0.579503372406722
701306970,0.579552963615002
701307032,0.579924118805903
701307209,0.58003073745508
701307455,0.58240308438599
701307771,0.582481861120642
701308174,0.583092166943114
701308428,0.583372666834112
701308495,0.583357797106435
701308656,0.583292647727858
701308803,0.583451016323061
701309184,0.58391756758972
701309209,0.584202731989565
701309241,0.584202731989565
701309401,0.584202731989565
701309548,0.584202731989565
701309587,0.584243308391884
701309588,0.584364284470348
701309692,0.583432067858636
701309713,0.583432067858636
701309807,0.583432067858636
701309847,0.583432067858636
701309919,0.583388120603404
701309941,0.590965702799944
701310053,0.590904793719966
701310073,0.590906008781295
701310247,0.591147968094752
701310346,0.590984007545417
701310419,0.591080449696519
701310501,0.591284608037824
701310509,0.592010594972629
701310529,0.592625284142571
701310618,0.592688463391953
701310838,0.592709835319842
701310956,0.591921737913405
701311061,0.591826867387724
701311071,0.591536054748024
701311285,0.590918685458039
701746017,0.503625991750053
701746606,0.503710859592213
701746689,0.503764537153093
701746883,0.503859730591367
701746925,0.503884473110095
701747059,0.504034283522497
701747264,0.504066512456051
701747272,0.504037023508929
701747515,0.504084937787539
701747632,0.504098173112659
701747850,0.504144829712723
701747977,0.504163667163326
701748001,0.504223623384773
701748065,0.504244246744601
701748263,0.504259698700529
701748457,0.504261459984727
701748617,0.50428956312479
701748772,0.504327676007965
701748855,0.504338333630721
701749372,0.504445922313888
701749374,0.504469152708141
701749377,0.504551677121697
701749886,0.504513391267275
701750020,0.504583411854512
701750405,0.504591120901766
701750615,0.504621602566881
701750719,0.504629694580984
701750743,0.504706377156836
701750803,0.504747075081624
701751418,0.504754808308177
701751480,0.504826359514548
701751587,0.504872279781404
701751687,0.504929445187682
701751738,0.504933145051114
701751806,0.504976183746085
701752421,0.504999417992733
701752705,0.505015163605066
701752743,0.50502195527825
701752834,0.50502475121694
701752970,0.505024828166431
701753341,0.505024174974135
701753529,0.505214546338584
701753543,0.505224692223417
701753590,0.505243761773713
701753595,0.505198875631389
701753597,0.505249165740397
701753625,0.505209617699936
701753763,0.505539342974414
701753834,0.505574833613624
701753946,0.505592399750133
701754023,0.505620709555268
701754206,0.50579740854443
701754372,0.505790989897674
701754514,0.505805466455604
701754546,0.505613775742575
701754547,0.50561385470962
701754882,0.505621512687084
701754988,0.505629191791093
701755180,0.505663548926767
701755304,0.50567757067992
701755608,0.505695223760631
701755736,0.505726628726194
701755815,0.505738797647164
701755920,0.505770343055893
701756015,0.505797593180251
701756037,0.50579858786019
701756101,0.505830055253007
701756116,0.505826019502805
701756195,0.505889351896184
701756571,0.505935474524733
701756795,0.505941616574748
701756829,0.505978977103044
701756992,0.505998287888191
701757335,0.506010289737894
701757381,0.506038986862032
701757388,0.505992293352827
701757607,0.506014452201001
701757659,0.506041083348078
701757784,0.506057882584508
701757979,0.505847180691632
701758143,0.505865197826907
701758481,0.505870457447444
701758931,0.505880925316919
701759064,0.505881363341253
701759082,0.505881363341253
701759248,0.505937343559228
701759307,0.505951490277099
701759353,0.505913191417491
701759548,0.505939297573139
701759870,0.506032743668981
701760069,0.506264744023897
701760082,0.506078919633512
701760389,0.506112848562635
701760449,0.506219602985686
701760512,0.506138191101906
701760520,0.506311486913518
701760542,0.50620794369513
701760578,0.506160393887477
701760742,0.506204466233791
701760747,0.506197530468262
701760778,0.506327581493334
701760807,0.506194058999804
701760818,0.506177928664695
701760819,0.506173168148203
701761103,0.506363560471931
701761298,0.498961191040167
701761377,0.49897363779904
701761393,0.506370052432028
701761499,0.498941586748456
701761555,0.49903919864217
701761603,0.498935579004317
701761627,0.504568123693901
701761643,0.504683590921715
701761649,0.504571925506112
701761654,0.499200134159077
701761824,0.499199773085596
701761879,0.499192176129831
701761910,0.499190112528194
701761916,0.499172640542366
701761921,0.499184819963091
701762186,0.499230393219465
701762254,0.499230924684585
701762313,0.499303187844707
701762323,0.499303344036257
701762380,0.499285284429739
701762575,0.499093156059644
701762593,0.499075523552348
701762609,0.4990945707647
701762674,0.499057560791125
701762676,0.499058897450099
701762695,0.499093474082081
701762732,0.499057607021698
701762789,0.498054739259357
701762893,0.498099377422318
701763409,0.498185745362109
701763517,0.498119642179909
701763608,0.498120403880331
701763850,0.498119698484744
701763889,0.498105893922177
701764031,0.498155980293112
701764571,0.498417580404518
701764650,0.498414917419554
701764876,0.49841497812811
701765213,0.498420888054139
701765249,0.49806539258856
701765314,0.498068590048049
701765466,0.497933149808616
701765569,0.497933754542305
701765590,0.497934473993209
701765677,0.498049551024249
701765714,0.49804963468113
701765761,0.498048448170535
701765797,0.4980370698863
701765801,0.4980370698863
701765910,0.498037685740967
701765978,0.498116468790832
701766021,0.498117105158728
701766041,0.498117236215689
701766252,0.498126420914396
701766432,0.498173594357207
701766524,0.497070080317475
701766626,0.497075520292619
701766718,0.496918675520806
701766857,0.496919798732992
701766897,0.496933016343873
701767050,0.496934503068172
701767173,0.496956757440296
701767221,0.496991014720713
701767717,0.496762523339969
701767747,0.496789106118523
701767788,0.496867624371157
701767853,0.49687761021256
701767869,0.49687761021256
701767972,0.496901137906995
701768024,0.496949492978253
701768128,0.496987648308215
701768237,0.496999483796246
701768350,0.497444062036574
701768359,0.497476497598259
701768404,0.497529216569267
701768453,0.497635784532783
701768672,0.497784498975052
701768680,0.497292104278488
701768767,0.497293440101302
701769108,0.497293838591211
701769201,0.497294593243926
701769292,0.497302969832527
701769298,0.497365881075856
701769300,0.497365881075856
701769378,0.497395932484962
701769398,0.497454668771316
701769561,0.497454668771316
701769813,0.497467793029973
701769820,0.497472289040101
701769957,0.497473490825835
701770088,0.49747353828938
701770259,0.497483768138284
701770316,0.497488144235325
701770594,0.490416967259622
701770690,0.490431932034556
701770731,0.490431987040579
701770735,0.490388317588631
701770787,0.490565440389377
701770795,0.490567871687451
701770820,0.49055807726573
701770869,0.49055744739251
701770886,0.490458843415955
701770911,0.490420541831426
701770935,0.490487733230096
701770944,0.490419352354675
701770945,0.490398648948757
701771082,0.490538747314028
701771190,0.445971968460859
701771228,0.446074020660389
701771258,0.590918685458039
701771348,0.446033331822346
701771356,0.490580131015688
701771373,0.444527772023195
701771411,0.445966643408756
701771504,0.444815194999804
701771513,0.490679755701102
701771573,0.444662459723844
701771576,0.44613431031602
