"rid","us_MAT"
701303413,3.62663692540051
701303424,3.62819756908938
701303485,3.62843680724952
701303597,3.62844513648347
701303631,3.62995167926974
701303796,3.63016362662032
701303874,3.63021467562481
701304348,3.6324342943054
701304505,3.63363004090624
701304637,3.63583386044982
701304792,3.63886363452866
701304868,3.64018498753689
701304957,3.64424707371881
701305143,3.62084973574647
701305206,3.62807568491259
701305409,3.62807568491259
701305563,3.62863082217652
701305606,3.63009321536573
701305677,3.63535320342416
701309906,4.00175579661468
701309908,4.00545069736666
701309911,3.97858653812025
701309928,3.96918592378066
701310035,3.96918592378066
701310042,3.96918592378066
701310044,3.94892699300543
701310046,3.94561656434001
701310048,3.93887857759324
701310050,3.91797169521154
701310075,3.91361618359545
701310140,3.91361618359545
701310162,3.7
701310175,3.72255084574909
701310189,3.88135548091537
701310203,3.88135548091537
701310210,3.87834965579566
701310212,3.86226152066432
701310217,3.85295102734563
701310231,3.85279532728761
701310241,3.85279532728761
701310257,4.09928064779592
701310290,4.09928064779592
701310312,3.77359793775026
701310414,4.08659600806176
701310421,4.06836925633272
701310433,4.06717765168179
701310440,3.89184704847352
701310445,4.05036936419842
701310453,4.05036936419842
701310461,3.89184704847352
701310470,3.89184704847352
701310474,4.05036936419842
701310480,3.89184704847352
701310486,3.96476669023252
701310489,4.05036936419842
701310491,4.04108549146522
701310492,4.04067759972973
701304729,3.22361984440608
701304739,4
701304742,3.20533726943237
701304749,3.23290092237043
701304858,3.26751470464793
701304955,3.30483203233895
701310519,3.9
701310527,4.19432544124029
701310531,3.9
701310533,4.19432544124029
701310314,4.11750602773614
701310177,3.9
701304496,2.61116526620078
701304555,2.59459129852649
701304737,3.19842089028179
701304810,3.18218242221811
701304818,3.17232564634377
701304833,2.67838505471122
701304876,3.1254123795219
701304878,3.16012036987753
701304931,3.12318918567978
701304984,3.11670466263637
701304995,3.11105786545176
701305033,3.10846701821378
701305034,2.74320819501293
701308280,4.35697393916104
701308301,4.35697393916104
701308562,4.35697393916104
701308597,4.35697393916104
701308626,4.37496821667901
701308680,4.43621975823055
701308690,4.43621975823055
701308734,4.43621975823055
701308779,4.43621975823055
701308878,4.43621975823055
701309164,4.43621975823055
701309433,4.40432397897688
701309531,4.44069825884167
701309604,4.46418886918986
701309619,3.59678798184294
701309668,3.61599466112911
701309694,3.64093608502615
701305079,3.19032508917575
701305243,3.18435714152587
701305253,3.18435714152587
701305255,3.18080864266144
701305257,3.175456985034
701305493,3.17517953788779
701305503,3.17154093758555
701305701,3.16864094674061
701305736,3.14761463191404
701305784,3.13676038014191
701305805,3.13101908232862
701305959,3.13101908232862
701306059,3.13101908232862
701306076,3.13101908232862
701306334,3.12900453193365
701306371,3.1186792369062
701306373,3.11141440626395
701306375,3.14273902674869
701306844,3.08520184658838
701306858,3.08520184658838
701306888,3.08520184658838
701305815,3.11673011951278
701305874,3.09582753923863
701305951,3.6558568510262
701306087,3.6558568510262
701306119,3.5
701310593,4.54481839620073
701310594,4.54481839620073
701310606,4.46826087610578
701310611,4.36156881112083
701310613,4.52601778043856
701310622,4.46826087610578
701310627,4.14787009883628
701310631,4.1763799698706
701310641,4.36156881112083
701310691,4.54481839620073
701310694,4.6409827165647
701310710,4.6409827165647
701310734,4.6409827165647
701310744,4.6409827165647
701310822,4.6409827165647
701310836,4.87153948490671
701310820,5.88676508401884
701310543,4.1
701310561,4.11554882658599
701310568,4.11554882658599
701310570,4.1
701310579,4.1
701310598,4.1
701310602,4.1
701310604,4.1
701308140,3.17738333535049
701308166,3.27031204410999
701308333,3.20444347969446
701308383,3.3
701308394,3.22077874734625
701309441,3.31145619239205
701309488,3.40402730475054
701309602,3.41602137443699
701302326,3.01246145697096
701302328,3.05779160164389
701302341,3.00213552329964
701302629,3.07326870480579
701302674,3.07485334380631
701302700,3.08137338751039
701302745,3.15568482974127
701302760,3.07214991800561
701302778,3.15189706034567
701302823,3.15494953910345
701302825,3.15045725176038
701302826,3.15189706034567
701302828,3.15189706034567
701302953,3.16568092262187
701303085,3.1716098462854
701303116,3.17005867119846
701303322,3.16882869755988
701303474,3.17503641182473
701303486,3.51709035180543
701303499,3.45929591224201
701303616,3.44399516948736
701303656,3.17771698287151
701303677,3.17771698287151
701303696,3.40068805342882
701303703,3.17771698287151
701303712,3.40068805342882
701303723,3.40068805342882
701303737,3.58079747451416
701303752,3.17771698287151
701303770,3.2695492789676
701303781,3.17771698287151
701303786,3.2695492789676
701303805,3.17771698287151
701303810,3.63125844651816
701303811,3.63125844651816
701303817,3.2695492789676
701303832,3.2695492789676
701303844,3.18621838493813
701303851,3.37448939138035
701303864,3.17771698287151
701303881,3.37448939138035
701303892,3.36362790375215
701304003,3.36362790375215
701304013,3.36362790375215
701304015,3.36362790375215
701304031,3.36360439435893
701304034,3.36360439435893
701304035,3.36360439435893
701304042,3.36360439435893
701304045,3.36360439435893
701304058,3.36360439435893
701304061,3.32181099325789
701304067,3.36360439435893
701304069,3.30196364725123
701304072,3.36360439435893
701304074,3.27324026296717
701304077,3.36360439435893
701304079,3.36360439435893
701304098,3.2695492789676
701304105,3.2695492789676
701304116,3.2695492789676
701302583,3.8
701302713,3.61923867281063
701302770,3.64798553584652
701303354,3.6556172240936
701303389,3.6556172240936
701303410,3.6556172240936
701289476,2.40471163976607
701289488,3.07673516869549
701289490,3.14289698320865
701289496,3.14289698320865
701289500,3.14289698320865
701289511,2.3048167501831
701289529,3.14289698320865
701289542,3.14391683798657
701289543,3.14289698320865
701289545,3.16661065644586
701289552,3.14289698320865
701289553,2.20780829307184
701289571,3.1788406806688
701289577,3.1788406806688
701289623,3.25808068422763
701289624,3.32482056716994
701289629,3.25104321827211
701289635,3.25104321827211
701289641,3.22504682245202
701289647,3.25104321827211
701289652,3.22504682245202
701289675,3.39918605142077
701289680,3.39918605142077
701289685,3.39918605142077
701289692,2.62591094058653
701289700,3.37826203168285
701289753,2.4
701289767,3.41160296996869
701289785,3.41160296996869
701289806,3.44012553388652
701295399,3.63008029783438
701295480,3.6011651376714
701295664,3.60034929507704
701295678,3.64558107597538
701295734,3.59383041153275
701295740,3.66743526312863
701295781,3.59013327951821
701295866,3.67846134541188
701295976,3.68580461005785
701295996,3.71446395162355
701295999,3.71731141560746
701296038,3.36764836801787
701296047,3.36764836801787
701296048,3.36764836801787
701296064,3.71822563295886
701296076,3.36764836801787
701296100,3.26022328624166
701296106,3.36764836801787
701296136,3.69282219901968
701296145,3.69465773024426
701296148,3.36764836801787
701296190,3.69745269666587
701296210,3.69745269666587
701296215,3.36764836801787
701296240,3.69745269666587
701296247,3.26022328624166
701296272,3.23873912895732
701296280,3.70047177309572
701296322,3.36133795721558
701296323,3.70191683091592
701296330,3.36133795721558
701296351,3.34662900075019
701296373,3.35197885356973
701296384,3.35685261318794
701296385,3.34405296188211
701296386,3.34230066140143
701296414,3.35685261318794
701296416,3.3578528458977
701296428,3.3578528458977
701296438,3.35363764204899
701296439,3.35552834431893
701296444,3.35363764204899
701296459,3.34230066140143
701296465,3.70191683091592
701296476,3.3578528458977
701296478,3.36133795721558
701296480,3.70681324329172
701296489,3.70672875931027
701296511,3.34230066140143
701296522,3.34230066140143
701296547,3.36900289904742
701296590,3.33825161398038
701296628,3.39791388250556
701296707,3.70681324329172
701296730,3.37248124571991
701296739,3.70681324329172
701296745,3.71898162941573
701296752,3.51690870908309
701296761,3.71652506841343
701296781,3.51981092171019
701296824,3.33223995244259
701296840,3.5266369265864
701296841,3.5266369265864
701296859,3.5266369265864
701296915,3.5266369265864
701296930,3.33223995244259
701296940,3.5266369265864
701296955,3.5266369265864
701296956,3.5266369265864
701296959,3.33135394527978
701296988,3.53306719296044
701296998,3.53306719296044
701297009,3.53306719296044
701297031,3.53306719296044
701297032,3.53306719296044
701297066,3.53306719296044
701297099,3.53306719296044
701297159,3.33135394527978
701297168,3.54993524922832
701297229,3.33073526781441
701297231,3.42709733632771
701297234,3.40808072723941
701297242,3.33015944705952
701297292,3.42709733632771
701297298,3.32372509411171
701297305,3.42709733632771
701297371,3.42709733632771
701297431,3.30134794428685
701297484,3.41169242107069
701297485,3.42287131036561
701297504,3.41428834482224
701297510,3.3086632077914
701297515,3.3086632077914
701297516,3.3225425766906
701297521,3.31402204802249
701297528,3.43088555561495
701297538,3.43088555561495
701297552,3.30339862634057
701297554,3.30574294958418
701297556,3.31402204802249
701297559,3.43088555561495
701297578,3.43088555561495
701297596,3.42191504778709
701297598,3.30339862634057
701297681,3.30134794428685
701297723,3.40626945742194
701297757,3.42191504778709
701297759,3.41243145228426
701297768,3.42191504778709
701297780,3.41919475404603
701297785,3.41919475404603
701297793,3.42191504778709
701297838,3.40626945742194
701297882,3.43735524061457
701297909,3.43735524061457
701297972,3.44103572705927
701297982,3.44103572705927
701297983,3.44103572705927
701297992,3.40626945742194
701298029,3.391525367331
701298068,3.44103572705927
701298075,3.44103572705927
701298112,3.44103572705927
701298159,3.42525615792517
701298162,3.391525367331
701298350,3.44153693682518
701298384,3.44261943154033
701298403,3.39133644603026
701298405,3.39347296729676
701298433,3.44276888857169
701298525,3.44313732762551
701298575,3.35144572765838
701298603,3.39133644603026
701298604,3.44317943614338
701298610,3.36841957906998
701298615,3.42525615792517
701298617,3.39133644603026
701298651,3.443110794548
701298652,3.41930136124642
701298668,3.42269388699283
701298724,3.35144572765838
701298756,3.42269388699283
701298793,3.37130525872054
701298810,3.35144572765838
701298813,3.35144572765838
701298846,3.42269388699283
701298893,3.37130525872054
701298909,3.42489324565482
701299089,3.42439126751271
701299114,3.3622646308289
701299136,3.36004671508515
701299161,3.42664682861867
701299328,3.42489324565482
701299332,3.42664682861867
701299380,3.41915680893849
701299385,3.42609754313107
701299392,3.41915680893849
701299404,3.42031220554048
701299405,3.41915680893849
701299507,3.42675283485116
701299509,3.35902401911085
701299525,3.42819592730098
701299545,3.35144572765838
701299558,3.35902401911085
701299572,3.428453575511
701299634,3.42855067249644
701299671,3.42489324565482
701299696,3.42741375802674
701299722,3.44210493797724
701299735,3.44272989705616
701299771,3.44326464272572
701299810,3.44330428079035
701299844,3.42481436792423
701299847,3.42489324565482
701299866,3.41643470953836
701295965,3.55884615839351
701296027,3.55347368980637
701296151,3.55122405271226
701296342,3.54902395139342
701296661,3.54636353064857
701296748,3.53649241608524
701297067,3.52356288406921
701297090,3.49479701092202
701297382,3.49362855864604
701297581,3.47822699641562
701297635,3.47822699641562
701297789,3.47616172967788
701298517,3.47616172967788
701298555,3.46999087389855
701298657,3.46999087389855
701298706,3.46592956491438
701298771,3.45975594674268
701298772,3.45834613309151
701298803,3.45805716232238
701298972,3.45805716232238
701299145,3.45805716232238
701299232,3.45805716232238
701299259,4.10046893430051
701299289,3.43936921040992
701299368,3.44258823862933
701299369,3.43936921040992
701299406,3.37372936109893
701299416,3.33562021450865
701299418,4.10046893430051
701299422,3.36007235873276
701299423,3.3441388352269
701299425,3.39703211650901
701299426,3.3441388352269
701299436,3.32757063800369
701299449,3.33246325917691
701299462,3.37372936109893
701299476,3.42336493920302
701299495,3.33562021450865
701299508,3.39703211650901
701299513,3.33246325917691
701299518,3.37372936109893
701299542,3.33246325917691
701299554,3.33562021450865
701299580,3.33562021450865
701293740,3
701293805,3.00357183484027
701294074,2.80153245516402
701294173,2.83208272748603
701294188,2.86815096265866
701294280,2.88590695574637
701294321,2.88590695574637
701294461,2.76582238040223
701294586,2.76855205441043
701295059,2.76855205441043
701295603,2.78664702539109
701297124,2.83329789144319
701297340,2.87486801448144
701298274,5.1894449724144
701298334,5.38107038017457
701298459,5.38380313083655
701298489,4.8798426614965
701298504,4.8798426614965
701298506,4.87916167057935
701298507,5.38510239867238
701298022,3.89802368566547
701298063,4.01622750717082
701298098,4.11638438403992
701298127,4.10246316795519
701298682,4.11429430454829
701298751,4.08263388024003
701298894,4.1
701298931,4.07067693079008
701298935,4.06498642877263
701295596,4.28844840354695
701295601,4.27661798355403
701295673,4.21761523827042
701295762,4.8
701295768,4.21761523827042
701295769,4.8
701295807,4.29496841199383
701296374,4.30239358955028
701296689,4.30239358955028
701297129,4.30239358955028
701297384,4.3530106169951
701299027,3.2847254697032
701299128,3.29590423184866
701299181,3.28514499053964
701299253,3.25939239803223
701299256,3.28514499053964
701299264,2.99652548265422
701299293,3.29590423184866
701299302,2.99652548265422
701299359,3.29727156743737
701299456,3.29727156743737
701299457,3.3244026751854
701299479,3.29727156743737
701299519,3.3244026751854
701299530,3.3244026751854
701299690,2.99652548265422
701299702,2.97343519443061
701299708,2.92358855084741
701299746,2.91306412612624
701299748,2.85734843591604
701299752,2.89104771333307
701299755,2.82580691508762
701299769,2.80595677365421
701299774,2.80595677365421
701299783,2.91306412612624
701300402,2.80595677365421
701300816,2.73913213183996
701301007,2.82318162600002
701301073,2.8
701301394,2.8
701298238,4.3
701298441,4.3
701298718,4.34486800645353
701298802,4.34486800645353
701298880,4.34486800645353
701298925,3.28436303667939
701298947,3.28436303667939
701298996,3.25371107697343
701299056,3.28436303667939
701299061,3.25371107697343
701299078,3.25371107697343
701299081,3.28436303667939
701299130,3.29563743955047
701299164,3.28436303667939
701299180,3.28436303667939
701299201,3.29563743955047
701299203,3.28436303667939
701299208,3.28436303667939
701292175,2.66509260087569
701292197,2.66509260087569
701292239,2.66509260087569
701292280,2.66509260087569
701292305,2.66611437945757
701292314,2.68759803974404
701292401,2.69125430260947
701292513,2.69125430260947
701292537,2.69125430260947
701292892,2.72582031427545
701292977,2.72582031427545
701293058,2.67003082234254
701293072,2.6757186441839
701293074,2.6800181086173
701293076,2.68305589384344
701293210,2.68305589384344
701293248,2.68305589384344
701293298,2.68305589384344
701293398,2.68305589384344
701293429,2.68305589384344
701293505,2.69304737417863
701293821,2.72091087591699
701293826,2.69304737417863
701293847,2.71070988857305
701293867,2.70267292314494
701293875,2.70267292314494
701293891,2.72091087591699
701293904,2.71070988857305
701293911,2.73842624801475
701293934,2.73842624801475
701293953,2.70267292314494
701293955,2.70320504591266
701293959,2.71027642176438
701293961,2.71070988857305
701293965,2.70267292314494
701293980,2.73842624801475
701294103,2.73842624801475
701294144,2.73842624801475
701294177,2.73842624801475
701294181,2.74755015278763
701294195,2.73842624801475
701294226,2.73842624801475
701294246,2.75164587076337
701294319,2.75164587076337
701291490,2.55518687815452
701291546,2.55518687815452
701291623,2.57305217554671
701291766,2.59415189208327
701291830,2.59415189208327
701291900,2.59415189208327
701291961,2.59415189208327
701291999,2.63553435758851
701292015,2.63553435758851
701292033,2.63100788124105
701292150,2.65197173740557
701292162,2.65197173740557
701292165,2.65964157317921
701292170,2.6576043830449
701292172,2.5
701292186,2.64598734633011
701292200,2.64598734633011
701292237,2.64598734633011
701292240,2.64023521812531
701292262,2.64023521812531
701292389,2.64023521812531
701292395,2.63810269018978
701292398,2.64143339582518
701292159,2.4
701292174,2.46773090886033
701298340,3.13044655072848
701298389,3.13044655072848
701298408,3.03384049253849
701298414,3.13044655072848
701298464,3.13044655072848
701298495,3.15557141500009
701298499,3.13044655072848
701298638,3.19480687757687
701298689,3.19480687757687
701298918,3.19480687757687
701299445,3.03137029863452
701300278,2.89770258002517
701300531,2.75324768760683
701301408,2.71878032416749
701301608,2.71150620829102
701301685,2.71005963804438
701302443,2.7
701302689,2.7
701292645,2.61205497056471
701292648,2.73460440351319
701292684,2.61814729578829
701292744,2.73460440351319
701292814,2.52445312294064
701292846,2.61956913768558
701292857,2.62932803816106
701292976,2.63048799315373
701293495,2.6
701290425,2.7
701290551,2.6782299410466
701290934,2.70643248904222
701291028,2.69565799685809
701291055,2.69565799685809
701291069,2.69565799685809
701291089,2.69565799685809
701291097,2.69565799685809
701291113,2.69565799685809
701291173,2.69565799685809
701291183,2.68523843798565
